dong_code,district,dong,store_count,population,supply_density_per_1000,low_population_flag,elderly_share_pct,youth_share_pct,hhi,leading_category,leading_share_pct,lq_교육 서비스업,lq_보건의료업,lq_부동산업,"lq_사업시설 관리, 사업 지원 및 임대 서비스업",lq_소매업,lq_수리 및 개인 서비스업,lq_숙박업,"lq_예술, 스포츠 및 여가관련 서비스업",lq_음식점업,"lq_전문, 과학 및 기술 서비스업",period,baseline_stores,surviving_stores,survival_pct
30110670,동구,홍도동,507,11073,45.79,False,21.25,31.44,0.2138,음식점업,35.7,0.612,0.793,1.086,1.295,0.937,0.928,0.425,1.322,1.175,0.764,2025-03-01,467,398,85.22
30110695,동구,삼성동,733,13254,55.3,False,29.01,19.16,0.1957,"전문, 과학 및 기술 서비스업",29.33,0.544,0.658,0.709,1.725,0.974,0.891,0.588,0.56,0.535,3.341,2025-03-01,694,605,87.18
30110725,동구,대청동,128,2123,60.29,False,44.56,12.06,0.4302,음식점업,61.72,0.692,0.314,0.478,0.38,0.828,0.119,1.684,0.507,2.032,0.356,2025-03-01,117,105,89.74
30110740,동구,산내동,596,21090,28.26,False,21.22,18.68,0.1931,음식점업,29.7,0.917,1.147,0.821,1.224,1.027,1.057,1.446,0.689,0.978,1.013,2025-03-01,548,450,82.12
30140535,중구,은행선화동,1912,19492,98.09,False,15.67,30.86,0.1866,소매업,28.19,0.973,1.052,1.008,1.399,1.106,0.746,1.634,0.927,0.901,1.203,2025-03-01,1964,1608,81.87
30140550,중구,목동,449,17532,25.61,False,11.52,22.47,0.1885,음식점업,26.95,3.191,1.075,0.817,0.433,0.848,0.947,0.0,1.108,0.887,0.584,2025-03-01,356,270,75.84
30140560,중구,중촌동,641,13765,46.57,False,23.44,23.33,0.1901,음식점업,28.08,0.853,0.878,0.716,1.442,0.998,1.314,0.168,1.012,0.925,0.924,2025-03-01,581,508,87.44
30140575,중구,대흥동,1845,12670,145.62,False,20.25,31.7,0.2559,소매업,35.72,0.673,0.632,0.414,0.659,1.402,0.609,2.745,0.656,1.103,0.796,2025-03-01,1540,1200,77.92
30140605,중구,문창동,532,4151,128.16,False,35.65,16.14,0.2344,소매업,35.71,0.333,0.454,0.402,1.189,1.401,1.07,5.063,0.894,0.922,0.428,2025-03-01,485,405,83.51
30140620,중구,석교동,541,13961,38.75,False,33.38,17.79,0.1975,소매업,30.31,0.491,0.966,0.961,1.753,1.19,1.459,0.0,0.879,0.767,0.8,2025-03-01,507,426,84.02
30140630,중구,대사동,459,5185,88.52,False,30.07,29.39,0.2333,음식점업,36.82,0.708,1.139,0.866,0.901,1.043,1.042,1.643,0.612,1.212,0.496,2025-03-01,430,366,85.12
30140640,중구,부사동,471,6055,77.79,False,32.37,18.38,0.229,소매업,35.24,0.47,1.452,0.974,0.775,1.383,0.806,1.83,0.964,0.951,0.677,2025-03-01,426,358,84.04
30140655,중구,용두동,533,9827,54.24,False,19.25,32.8,0.1814,소매업,28.14,1.275,1.056,1.664,1.323,1.104,1.225,0.809,0.446,0.785,0.791,2025-03-01,510,417,81.76
30140670,중구,오류동,899,9927,90.56,False,25.68,25.48,0.2158,음식점업,38.38,0.69,2.326,0.714,1.217,0.812,0.684,0.959,1.203,1.264,0.874,2025-03-01,799,672,84.11
30140680,중구,태평1동,558,12314,45.31,False,21.2,20.04,0.2232,소매업,31.9,1.085,1.586,0.603,0.567,1.252,1.088,0.193,1.046,0.985,0.367,2025-03-01,498,401,80.52
30140690,중구,태평2동,424,23761,17.84,False,24.14,18.62,0.2077,소매업,33.25,1.254,0.854,1.154,0.918,1.305,1.038,0.762,0.816,0.831,0.591,2025-03-01,388,330,85.05
30140700,중구,유천1동,700,5741,121.93,False,28.04,23.36,0.2064,음식점업,36.0,1.456,0.977,0.524,0.66,0.824,0.889,3.848,1.452,1.185,0.488,2025-03-01,665,527,79.25
30140710,중구,유천2동,707,12691,55.71,False,29.5,21.94,0.1864,음식점업,29.0,0.794,1.593,0.995,1.445,0.944,1.299,0.305,1.04,0.955,0.709,2025-03-01,657,536,81.58
30140720,중구,문화1동,674,20302,33.2,False,20.6,20.94,0.2107,소매업,30.86,1.512,1.79,0.408,1.01,1.211,0.89,0.959,0.898,0.957,0.355,2025-03-01,594,500,84.18
30140730,중구,문화2동,408,11230,36.33,False,29.71,19.39,0.2005,소매업,27.7,1.122,1.281,0.9,0.596,1.087,1.432,0.528,0.795,0.904,0.642,2025-03-01,351,302,86.04
30140740,중구,산성동,1281,25006,51.23,False,28.7,18.47,0.1998,소매업,30.99,0.461,0.816,0.883,1.766,1.216,1.274,1.009,0.996,0.817,0.747,2025-03-01,1188,1009,84.93
30170510,서구,복수동,635,21148,30.03,False,16.72,22.06,0.1913,음식점업,31.65,2.163,0.633,0.771,0.958,0.754,1.183,0.0,1.294,1.042,0.556,2025-03-01,529,445,84.12
30170520,서구,도마1동,1224,18317,66.82,False,23.93,27.91,0.2479,소매업,38.07,0.64,0.854,1.125,0.894,1.494,0.874,0.44,0.742,0.941,0.475,2025-03-01,1105,920,83.26
30170530,서구,도마2동,755,18768,40.23,False,25.55,24.35,0.1835,소매업,27.42,0.743,2.45,1.945,1.095,1.076,1.206,0.143,0.716,0.85,0.619,2025-03-01,661,561,84.87
30170535,서구,정림동,562,14826,37.91,False,26.57,19.21,0.2072,소매업,29.36,1.13,1.36,0.49,0.476,1.152,1.215,0.0,1.193,0.937,0.689,2025-03-01,522,442,84.67
30170540,서구,변동,674,12574,53.6,False,25.88,22.01,0.1708,소매업,26.11,0.526,0.776,1.588,2.273,1.025,1.227,0.32,0.61,0.694,1.538,2025-03-01,678,561,82.74
30170550,서구,용문동,734,15110,48.58,False,17.78,34.98,0.1664,소매업,23.98,0.624,1.26,2.084,1.458,0.941,1.396,2.496,0.795,0.781,0.885,2025-03-01,647,554,85.63
30170555,서구,탄방동,2761,26093,105.81,False,13.16,36.25,0.1733,소매업,26.01,1.279,1.85,0.908,1.136,1.02,1.185,0.273,0.869,0.8,1.015,2025-03-01,2533,2100,82.91
30170560,서구,괴정동,1963,18331,107.09,False,14.01,42.97,0.2089,소매업,30.41,0.594,0.738,1.324,1.016,1.193,1.164,0.604,0.903,0.938,0.76,2025-03-01,1804,1442,79.93
30170570,서구,가장동,381,10554,36.1,False,23.92,22.87,0.1818,소매업,27.03,1.086,0.844,1.204,1.468,1.061,1.673,0.0,0.908,0.683,0.747,2025-03-01,369,296,80.22
30170575,서구,내동,621,22111,28.09,False,21.1,22.5,0.168,소매업,24.48,1.879,0.971,1.133,1.136,0.96,1.369,0.0,0.696,0.7,1.082,2025-03-01,551,455,82.58
30170581,서구,갈마1동,1181,20874,56.58,False,17.91,36.12,0.1885,음식점업,30.99,0.838,0.783,1.01,1.174,0.804,1.35,0.912,0.879,1.02,1.148,2025-03-01,1093,881,80.6
30170582,서구,갈마2동,1261,23500,53.66,False,12.95,39.48,0.2007,음식점업,35.45,1.113,0.447,0.922,1.408,0.71,1.138,0.171,1.303,1.167,0.894,2025-03-01,1154,929,80.5
30170586,서구,월평1동,1276,11098,114.98,False,14.77,44.25,0.1864,음식점업,31.74,0.544,0.567,1.39,1.811,0.76,1.279,1.267,1.017,1.045,1.036,2025-03-01,1228,1001,81.51
30170587,서구,월평2동,851,13336,63.81,False,27.38,20.83,0.1505,음식점업,23.38,2.1,2.269,0.503,1.2,0.641,0.544,0.76,1.829,0.77,1.994,2025-03-01,764,617,80.76
30170588,서구,월평3동,101,19964,5.06,False,17.78,22.34,0.2383,음식점업,32.67,2.486,0.0,0.606,0.482,1.088,1.202,0.0,0.428,1.076,0.113,2025-03-01,89,76,85.39
30170590,서구,가수원동,438,10166,43.08,False,26.2,20.92,0.187,음식점업,26.94,0.911,0.735,1.257,2.221,1.012,1.317,0.246,0.839,0.887,0.52,2025-03-01,390,329,84.36
30170593,서구,도안동,2087,36449,57.26,False,7.2,26.58,0.1776,음식점업,30.19,2.038,0.713,1.202,0.839,0.707,1.091,0.103,1.098,0.994,1.059,2025-03-01,1827,1435,78.54
30170596,서구,관저1동,535,14578,36.7,False,16.04,29.33,0.2001,음식점업,34.58,0.911,1.729,1.601,0.546,0.829,1.05,0.0,1.495,1.139,0.639,2025-03-01,487,385,79.06
30170597,서구,관저2동,1848,47529,38.88,False,10.81,26.46,0.1951,음식점업,33.66,1.942,1.567,1.109,0.329,0.735,1.068,0.058,1.369,1.108,0.586,2025-03-01,1639,1273,77.67
30170600,서구,기성동,196,3363,58.28,False,44.45,11.78,0.1982,소매업,29.59,0.528,0.821,0.78,1.241,1.161,0.426,19.241,0.772,0.857,0.465,2025-03-01,190,166,87.37
30170630,서구,둔산1동,2049,16336,125.43,False,12.32,15.82,0.1879,"전문, 과학 및 기술 서비스업",31.28,2.502,2.159,1.224,0.795,0.333,0.393,0.631,0.823,0.694,3.564,2025-03-01,1726,1413,81.87
30170640,서구,둔산2동,2920,34592,84.41,False,12.33,29.58,0.1737,음식점업,25.38,1.067,3.223,0.566,0.733,0.982,0.621,0.812,1.051,0.836,1.787,2025-03-01,2544,2082,81.84
30170650,서구,만년동,808,12013,67.26,False,12.59,34.64,0.1809,음식점업,29.58,1.133,0.697,0.946,1.625,0.796,0.733,0.4,0.776,0.974,1.974,2025-03-01,766,662,86.42
30170660,서구,둔산3동,725,18767,38.63,False,20.24,19.5,0.214,소매업,31.31,1.65,0.721,0.759,0.503,1.229,1.005,0.0,1.074,0.931,0.534,2025-03-01,639,544,85.13
30200520,유성구,진잠동,1215,25344,47.94,False,18.29,24.48,0.2134,소매업,33.5,0.669,0.298,1.158,1.341,1.314,1.043,0.355,0.961,0.862,0.825,2025-03-01,1180,1022,86.61
30200526,유성구,학하동,1019,19603,51.98,False,13.17,31.97,0.184,음식점업,32.88,0.725,0.276,2.341,1.79,0.67,0.953,0.317,0.891,1.082,1.42,2025-03-01,970,834,85.98
30200527,유성구,상대동,533,25088,21.25,False,11.31,20.71,0.1794,음식점업,29.46,1.746,0.679,1.32,0.548,0.641,1.153,0.202,0.608,0.97,1.817,2025-03-01,476,394,82.77
30200530,유성구,온천1동,3384,26703,126.73,False,15.87,45.91,0.1928,음식점업,33.48,0.489,0.666,1.591,1.164,0.801,0.994,2.961,0.818,1.102,1.313,2025-03-01,3196,2656,83.1
30200540,유성구,온천2동,2909,40436,71.94,False,13.94,38.49,0.2277,음식점업,39.29,0.787,0.138,1.188,1.087,0.83,0.783,0.63,1.137,1.294,1.069,2025-03-01,2813,2353,83.65
30200546,유성구,노은1동,1238,20777,59.59,False,12.58,26.69,0.2016,음식점업,31.42,1.432,0.325,0.766,0.786,0.979,1.097,0.174,1.065,1.035,0.893,2025-03-01,1173,984,83.89
30200547,유성구,노은2동,700,23301,30.04,False,13.97,23.97,0.1922,음식점업,32.14,1.604,0.804,1.136,0.799,0.914,0.683,0.308,1.637,1.058,0.895,2025-03-01,688,574,83.43
30200548,유성구,노은3동,1100,36009,30.55,False,12.71,22.6,0.1982,음식점업,32.82,1.934,0.731,0.918,0.464,0.831,1.042,0.0,1.081,1.081,0.849,2025-03-01,1041,880,84.53
30200550,유성구,신성동,1604,25296,63.41,False,10.2,36.35,0.2515,음식점업,37.16,0.663,0.226,0.934,0.834,1.213,0.573,0.537,1.065,1.223,0.845,2025-03-01,1512,1278,84.52
30200570,유성구,전민동,1225,25598,47.86,False,11.9,30.85,0.2582,음식점업,36.16,0.796,0.328,0.724,0.318,1.288,0.75,0.088,1.253,1.191,0.614,2025-03-01,1161,997,85.87
30200580,유성구,구즉동,792,32739,24.19,False,12.13,31.59,0.2569,음식점업,41.67,0.858,0.254,1.004,0.338,0.907,1.073,0.0,1.338,1.372,0.431,2025-03-01,746,648,86.86
30200600,유성구,관평동,1752,37393,46.85,False,7.58,28.17,0.2223,음식점업,35.79,1.163,0.643,0.716,0.639,1.008,0.732,0.246,1.024,1.178,1.079,2025-03-01,1669,1390,83.28
30200610,유성구,원신흥동,1008,29888,33.73,False,12.62,27.34,0.1864,음식점업,25.69,1.656,1.077,1.183,0.724,0.829,1.777,0.0,0.45,0.846,0.791,2025-03-01,974,790,81.11
30230510,대덕구,오정동,1101,13540,81.31,False,26.46,25.09,0.1961,음식점업,28.07,0.59,0.146,1.028,1.834,1.087,1.013,0.196,0.923,0.924,1.273,2025-03-01,1107,929,83.92
30230520,대덕구,대화동,517,5465,94.6,False,28.2,20.31,0.2073,소매업,28.24,0.343,0.0,0.828,2.258,1.108,0.94,0.208,0.167,0.56,3.085,2025-03-01,533,426,79.92
30230525,대덕구,회덕동,463,12489,37.07,False,26.78,21.08,0.229,소매업,29.81,0.223,0.174,0.925,1.261,1.17,1.656,0.465,0.887,0.96,0.517,2025-03-01,466,399,85.62
30230533,대덕구,비래동,615,14726,41.76,False,24.15,20.66,0.2081,음식점업,29.76,0.336,0.327,1.243,1.147,1.027,1.481,0.0,1.688,0.98,0.556,2025-03-01,591,494,83.59
30230543,대덕구,송촌동,1108,25265,43.86,False,14.55,22.61,0.2239,음식점업,37.64,1.12,0.218,0.414,0.593,0.822,1.069,0.194,1.951,1.239,0.709,2025-03-01,1080,920,85.19
30230546,대덕구,중리동,1646,17904,91.93,False,23.22,24.44,0.2263,음식점업,33.17,0.359,0.269,0.595,0.754,1.104,1.268,2.422,1.366,1.092,0.602,2025-03-01,1634,1406,86.05
30230550,대덕구,신탄진동,854,16019,53.31,False,20.43,26.63,0.2744,음식점업,45.2,0.346,0.518,0.788,0.513,0.85,0.969,4.164,1.089,1.488,0.36,2025-03-01,808,723,89.48
30230560,대덕구,석봉동,574,15957,35.97,False,13.6,25.39,0.2521,음식점업,37.46,0.721,0.561,0.746,0.466,1.121,1.15,0.0,1.168,1.233,0.318,2025-03-01,554,483,87.18
30230570,대덕구,덕암동,582,12601,46.19,False,22.09,26.2,0.2323,소매업,31.62,0.381,0.069,0.841,1.045,1.241,1.408,0.926,0.892,0.99,0.568,2025-03-01,548,475,86.68
30230580,대덕구,목상동,368,5922,62.14,False,15.75,28.55,0.2402,음식점업,38.32,0.161,0.219,0.499,1.652,0.917,1.238,0.0,1.234,1.262,0.712,2025-03-01,360,297,82.5
30230600,대덕구,법1동,144,12126,11.88,False,25.0,21.67,0.1842,음식점업,28.47,0.821,2.514,0.85,0.676,0.981,1.16,0.748,1.502,0.937,0.712,2025-03-01,141,127,90.07
30230610,대덕구,법2동,285,14706,19.38,False,25.24,19.62,0.2484,음식점업,35.09,0.726,0.141,0.215,0.512,1.198,1.119,0.0,1.669,1.155,0.44,2025-03-01,282,248,87.94
30110515,동구,중앙동,1912,3518,543.49,False,43.38,13.96,0.3186,소매업,50.84,0.223,1.111,0.45,0.533,2.002,0.428,3.369,0.341,0.705,1.066,2025-06-01,1791,1535,85.71
30110530,동구,효동,1167,29098,40.11,False,16.25,23.87,0.205,음식점업,31.88,1.826,1.786,0.842,0.305,1.016,0.863,0.09,1.413,1.061,0.374,2025-06-01,1034,782,75.63
30110545,동구,신인동,374,14497,25.8,False,23.62,24.32,0.1896,음식점업,30.21,1.061,0.965,1.477,0.951,0.937,1.225,1.129,0.986,1.006,0.629,2025-06-01,336,272,80.95
30110551,동구,판암1동,364,11721,31.06,False,29.19,20.62,0.1877,음식점업,28.85,1.009,3.304,1.012,0.912,0.984,1.177,0.0,0.954,0.96,0.431,2025-06-01,294,238,80.95
30110552,동구,판암2동,147,7747,18.98,False,43.07,15.04,0.2487,음식점업,35.37,0.1,1.636,0.418,0.807,1.232,1.022,1.437,1.033,1.178,0.457,2025-06-01,136,102,75.0
30110560,동구,용운동,865,20736,41.71,False,19.77,28.34,0.2064,음식점업,32.6,0.884,1.251,0.923,0.685,0.933,1.355,0.61,1.204,1.085,0.505,2025-06-01,811,641,79.04
30110585,동구,대동,579,13412,43.17,False,21.2,21.2,0.1951,음식점업,31.78,1.066,2.562,1.166,1.188,0.979,0.934,0.182,0.825,1.058,0.503,2025-06-01,500,404,80.8
30110590,동구,자양동,700,10742,65.16,False,22.04,37.4,0.2377,음식점업,41.43,0.609,0.344,1.71,0.983,0.681,1.148,0.302,1.364,1.379,0.528,2025-06-01,675,547,81.04
30110620,동구,가양1동,615,12792,48.08,False,26.26,23.01,0.2074,음식점업,33.01,0.502,0.521,1.198,1.697,0.967,1.161,1.03,0.635,1.099,0.819,2025-06-01,585,467,79.83
30110630,동구,가양2동,900,18086,49.76,False,23.01,25.95,0.2072,음식점업,30.67,1.013,1.247,0.921,0.764,1.076,1.227,0.587,0.82,1.021,0.572,2025-06-01,826,671,81.23
30110640,동구,용전동,1339,19616,68.26,False,19.04,32.99,0.1843,음식점업,27.26,0.461,1.018,1.307,0.992,1.062,1.117,5.441,0.908,0.907,0.836,2025-06-01,1219,1005,82.44
30110665,동구,성남동,529,10452,50.61,False,27.43,19.89,0.1921,음식점업,28.92,0.806,2.349,0.812,1.166,1.042,1.165,0.599,0.862,0.963,0.635,2025-06-01,457,383,83.81
30110670,동구,홍도동,496,10913,45.45,False,21.87,31.45,0.2108,음식점업,35.28,0.593,0.808,1.114,1.387,0.937,0.909,0.426,1.356,1.175,0.745,2025-06-01,467,386,82.66
30110695,동구,삼성동,726,13147,55.22,False,29.49,19.18,0.1939,"전문, 과학 및 기술 서비스업",28.65,0.547,0.663,0.719,1.731,0.987,0.9,0.582,0.538,0.541,3.208,2025-06-01,694,593,85.45
30110725,동구,대청동,128,2113,60.58,False,45.24,11.88,0.4365,음식점업,62.5,0.574,0.313,0.48,0.371,0.8,0.117,1.65,0.509,2.081,0.437,2025-06-01,117,103,88.03
30110740,동구,산내동,600,20980,28.6,False,21.65,18.46,0.1946,음식점업,29.0,0.931,1.136,0.921,1.225,1.083,1.039,1.408,0.687,0.965,0.877,2025-06-01,548,440,80.29
30140535,중구,은행선화동,1924,22820,84.31,False,13.87,31.42,0.1873,소매업,28.01,0.94,1.0,1.037,1.368,1.103,0.734,1.591,0.959,0.922,1.181,2025-06-01,1964,1569,79.89
30140550,중구,목동,447,17360,25.75,False,11.71,22.7,0.1899,음식점업,27.52,3.189,1.076,0.824,0.424,0.837,0.924,0.0,1.068,0.916,0.576,2025-06-01,356,261,73.31
30140560,중구,중촌동,638,14529,43.91,False,22.8,24.21,0.1897,음식점업,28.06,0.852,0.88,0.722,1.45,1.0,1.295,0.165,1.02,0.934,0.895,2025-06-01,581,494,85.03
30140575,중구,대흥동,1830,12466,146.8,False,20.55,31.61,0.2535,소매업,35.85,0.699,0.635,0.419,0.648,1.412,0.595,2.827,0.652,1.097,0.802,2025-06-01,1540,1146,74.42
30140605,중구,문창동,531,4115,129.04,False,36.09,16.35,0.2344,소매업,35.22,0.304,0.453,0.405,1.161,1.387,1.061,4.971,0.817,0.953,0.464,2025-06-01,485,394,81.24
30140620,중구,석교동,540,13832,39.04,False,34.07,17.71,0.2002,소매업,30.93,0.408,0.965,0.91,1.713,1.218,1.433,0.0,0.884,0.771,0.829,2025-06-01,507,418,82.45
30140630,중구,대사동,459,5142,89.26,False,30.49,29.44,0.2311,음식점업,36.17,0.736,1.135,0.869,0.982,1.064,1.031,1.38,0.615,1.204,0.463,2025-06-01,430,360,83.72
30140640,중구,부사동,483,5988,80.66,False,33.02,18.35,0.2352,소매업,34.58,0.426,1.328,0.826,0.737,1.362,0.793,1.967,0.854,1.027,0.695,2025-06-01,426,347,81.46
30140655,중구,용두동,537,9767,54.98,False,19.65,32.85,0.1807,소매업,27.75,1.259,1.045,1.601,1.281,1.093,1.231,0.983,0.445,0.8,0.792,2025-06-01,510,409,80.2
30140670,중구,오류동,900,9815,91.7,False,26.15,25.15,0.2101,음식점업,37.44,0.686,2.271,0.75,1.186,0.818,0.685,1.056,1.302,1.247,0.883,2025-06-01,799,656,82.1
30140680,중구,태평1동,554,12150,45.6,False,21.54,20.03,0.2209,소매업,31.95,1.141,1.592,0.61,0.599,1.258,1.071,0.191,1.018,0.98,0.364,2025-06-01,498,390,78.31
30140690,중구,태평2동,418,23614,17.7,False,24.56,18.46,0.2084,소매업,34.45,1.231,0.863,1.028,0.908,1.357,1.06,0.758,0.831,0.781,0.643,2025-06-01,388,320,82.47
30140700,중구,유천1동,709,5743,123.45,False,28.43,23.28,0.2068,음식점업,36.25,1.451,0.961,0.563,0.636,0.816,0.869,3.723,1.439,1.207,0.505,2025-06-01,665,516,77.59
30140710,중구,유천2동,696,12568,55.38,False,30.0,21.94,0.1864,음식점업,29.02,0.781,1.613,1.014,1.329,0.939,1.306,0.303,1.06,0.966,0.708,2025-06-01,657,521,79.3
30140720,중구,문화1동,665,20159,32.99,False,20.85,20.96,0.2086,소매업,30.08,1.525,1.808,0.415,1.034,1.184,0.881,1.111,0.881,0.981,0.337,2025-06-01,594,484,81.48
30140730,중구,문화2동,407,11123,36.59,False,30.36,19.19,0.1996,소매업,27.52,1.083,1.28,0.83,0.641,1.084,1.44,0.519,0.8,0.908,0.66,2025-06-01,351,295,84.05
30140740,중구,산성동,1267,24719,51.26,False,29.38,18.3,0.1995,소매업,30.54,0.441,0.823,0.945,1.722,1.203,1.275,0.833,0.993,0.838,0.733,2025-06-01,1188,985,82.91
30170510,서구,복수동,632,21054,30.02,False,17.06,22.09,0.188,음식점업,31.33,2.14,0.698,0.874,0.938,0.748,1.153,0.0,1.339,1.043,0.567,2025-06-01,529,425,80.34
30170520,서구,도마1동,1217,18167,66.99,False,24.36,27.68,0.2447,소매업,37.47,0.604,0.889,1.135,0.896,1.476,0.87,0.434,0.785,0.957,0.488,2025-06-01,1105,906,81.99
30170530,서구,도마2동,757,19222,39.38,False,25.34,24.59,0.1822,소매업,27.08,0.757,2.436,1.947,1.191,1.066,1.191,0.139,0.688,0.862,0.592,2025-06-01,661,547,82.75
30170535,서구,정림동,563,14701,38.3,False,27.18,19.07,0.2075,소매업,29.66,1.123,1.353,0.491,0.506,1.168,1.201,0.0,1.156,0.94,0.676,2025-06-01,522,434,83.14
30170540,서구,변동,679,12420,54.67,False,26.42,21.82,0.1712,소매업,26.07,0.52,0.767,1.492,2.236,1.027,1.228,0.311,0.607,0.696,1.55,2025-06-01,678,554,81.71
30170550,서구,용문동,740,17840,41.48,False,16.54,34.41,0.1613,소매업,23.51,0.814,1.246,2.074,1.442,0.926,1.421,2.283,0.792,0.742,0.893,2025-06-01,647,540,83.46
30170555,서구,탄방동,2762,26076,105.92,False,13.41,36.32,0.1724,소매업,25.89,1.288,1.843,0.867,1.125,1.019,1.197,0.382,0.88,0.8,0.985,2025-06-01,2533,2049,80.89
30170560,서구,괴정동,1974,18113,108.98,False,14.18,42.71,0.2051,소매업,29.74,0.596,0.792,1.337,1.033,1.171,1.184,0.642,0.89,0.939,0.766,2025-06-01,1804,1389,77.0
30170570,서구,가장동,379,10475,36.18,False,24.37,22.82,0.1783,소매업,26.65,1.086,0.846,1.215,1.502,1.049,1.685,0.0,0.859,0.65,0.857,2025-06-01,369,290,78.59
30170575,서구,내동,616,21838,28.21,False,21.63,22.39,0.1701,소매업,24.84,1.837,0.976,1.047,1.04,0.978,1.378,0.0,0.705,0.708,1.072,2025-06-01,551,444,80.58
30170581,서구,갈마1동,1182,20717,57.05,False,18.35,35.94,0.1885,음식점업,31.22,0.821,0.814,0.961,1.164,0.8,1.316,1.072,0.881,1.039,1.146,2025-06-01,1093,849,77.68
30170582,서구,갈마2동,1238,23335,53.05,False,13.24,39.56,0.196,음식점업,34.41,1.116,0.453,0.942,1.418,0.728,1.141,0.171,1.315,1.146,0.886,2025-06-01,1154,887,76.86
30170586,서구,월평1동,1265,11004,114.96,False,15.13,44.17,0.183,음식점업,30.91,0.604,0.57,1.383,1.8,0.769,1.283,1.252,0.995,1.029,1.018,2025-06-01,1228,966,78.66
30170587,서구,월평2동,837,13261,63.12,False,27.98,20.55,0.1513,음식점업,23.42,2.125,2.251,0.44,1.077,0.635,0.574,0.757,1.815,0.78,1.98,2025-06-01,764,586,76.7
30170588,서구,월평3동,98,19834,4.94,False,18.21,22.3,0.2334,음식점업,32.65,2.7,0.0,0.626,0.484,1.005,1.227,0.0,0.443,1.087,0.114,2025-06-01,89,74,83.15
30170590,서구,가수원동,432,10074,42.88,False,26.68,20.8,0.1858,음식점업,26.39,0.885,0.742,1.279,2.196,1.021,1.322,0.244,0.854,0.879,0.518,2025-06-01,390,324,83.08
30170593,서구,도안동,2094,36425,57.49,False,7.33,26.53,0.1752,음식점업,29.75,2.014,0.708,1.217,0.917,0.7,1.105,0.101,1.067,0.99,1.059,2025-06-01,1827,1390,76.08
30170596,서구,관저1동,525,14545,36.09,False,16.29,29.3,0.1944,음식점업,33.14,0.896,1.756,1.637,0.542,0.848,1.088,0.0,1.529,1.103,0.64,2025-06-01,487,366,75.15
30170597,서구,관저2동,1835,47282,38.81,False,11.04,26.37,0.1946,음식점업,33.57,1.89,1.529,1.104,0.362,0.745,1.056,0.058,1.419,1.118,0.567,2025-06-01,1639,1225,74.74
30170600,서구,기성동,196,3316,59.11,False,44.72,11.67,0.2011,소매업,30.1,0.45,0.818,0.626,1.21,1.185,0.422,18.854,0.886,0.866,0.457,2025-06-01,190,163,85.79
30170630,서구,둔산1동,2064,16219,127.26,False,12.57,15.73,0.1867,"전문, 과학 및 기술 서비스업",31.35,2.457,2.156,1.234,0.804,0.336,0.4,0.614,0.852,0.692,3.51,2025-06-01,1726,1382,80.07
30170640,서구,둔산2동,2894,34342,84.27,False,12.66,29.63,0.1724,소매업,25.02,1.051,3.213,0.562,0.721,0.985,0.615,0.803,1.087,0.827,1.807,2025-06-01,2544,2006,78.85
30170650,서구,만년동,811,11982,67.68,False,12.97,34.79,0.1777,음식점업,28.98,1.106,0.692,1.022,1.696,0.811,0.723,0.521,0.803,0.965,1.891,2025-06-01,766,644,84.07
30170660,서구,둔산3동,711,18643,38.14,False,20.62,19.49,0.2116,소매업,30.52,1.633,0.677,0.777,0.5,1.202,1.014,0.0,1.099,0.951,0.551,2025-06-01,639,524,82.0
30200520,유성구,진잠동,1199,25223,47.54,False,18.73,24.51,0.2091,소매업,33.44,0.711,0.301,1.203,1.345,1.317,1.028,0.352,0.977,0.839,0.859,2025-06-01,1180,992,84.07
30200526,유성구,학하동,1011,19639,51.48,False,13.46,31.68,0.1814,음식점업,32.15,0.741,0.278,2.277,1.806,0.689,0.959,0.313,0.88,1.07,1.395,2025-06-01,970,811,83.61
30200527,유성구,상대동,556,25059,22.19,False,11.52,20.62,0.1776,음식점업,28.96,1.798,0.649,1.38,0.555,0.645,1.135,0.19,0.585,0.964,1.792,2025-06-01,476,385,80.88
30200530,유성구,온천1동,3383,26629,127.04,False,16.26,45.65,0.1915,음식점업,33.25,0.487,0.64,1.597,1.171,0.794,1.002,2.903,0.802,1.107,1.317,2025-06-01,3196,2548,79.72
30200540,유성구,온천2동,2912,40211,72.42,False,14.24,38.59,0.2237,음식점업,38.67,0.792,0.138,1.202,1.067,0.829,0.79,0.616,1.14,1.287,1.096,2025-06-01,2813,2288,81.34
30200546,유성구,노은1동,1223,20668,59.17,False,12.82,26.75,0.1978,음식점업,30.91,1.466,0.328,0.778,0.756,0.963,1.1,0.173,1.1,1.029,0.925,2025-06-01,1173,953,81.24
30200547,유성구,노은2동,692,23207,29.82,False,14.35,23.95,0.1915,음식점업,32.08,1.593,0.811,1.109,0.788,0.911,0.695,0.305,1.599,1.068,0.906,2025-06-01,688,555,80.67
30200548,유성구,노은3동,1104,35803,30.84,False,12.98,22.38,0.1959,음식점업,32.79,1.93,0.726,0.918,0.516,0.795,1.068,0.0,1.081,1.092,0.862,2025-06-01,1041,852,81.84
30200550,유성구,신성동,1568,25180,62.27,False,10.38,36.56,0.2451,음식점업,35.84,0.712,0.23,0.959,0.832,1.231,0.58,0.471,1.066,1.193,0.871,2025-06-01,1512,1223,80.89
