dong_code,district,dong,store_count,population,supply_density_per_1000,low_population_flag,elderly_share_pct,youth_share_pct,hhi,leading_category,leading_share_pct,lq_교육 서비스업,lq_보건의료업,lq_부동산업,"lq_사업시설 관리, 사업 지원 및 임대 서비스업",lq_소매업,lq_수리 및 개인 서비스업,lq_숙박업,"lq_예술, 스포츠 및 여가관련 서비스업",lq_음식점업,"lq_전문, 과학 및 기술 서비스업",period,baseline_stores,surviving_stores,survival_pct
30170560,서구,괴정동,1702,18490,92.05,False,13.5,42.79,0.2191,소매업,30.79,0.665,0.653,1.196,1.008,1.166,1.149,0.5,0.885,0.931,0.773,2024-09-01,1804,1651,91.52
30170570,서구,가장동,361,10753,33.57,False,22.89,23.47,0.1984,소매업,29.92,0.922,0.513,1.097,1.607,1.133,1.566,0.0,0.985,0.687,0.759,2024-09-01,369,355,96.21
30170575,서구,내동,527,22466,23.46,False,20.26,22.74,0.1894,소매업,27.51,1.389,0.351,1.181,1.053,1.042,1.512,0.0,0.754,0.703,1.164,2024-09-01,551,519,94.19
30170581,서구,갈마1동,1039,21009,49.45,False,17.14,36.07,0.2029,음식점업,33.01,0.769,0.535,0.925,1.238,0.78,1.346,0.717,1.067,1.036,1.076,2024-09-01,1093,1019,93.23
30170582,서구,갈마2동,1082,23862,45.34,False,12.17,39.3,0.212,음식점업,36.51,1.005,0.342,1.019,1.189,0.725,1.132,0.098,1.392,1.146,0.962,2024-09-01,1154,1061,91.94
30170586,서구,월평1동,1160,11134,104.19,False,14.45,44.43,0.1909,음식점업,32.16,0.593,0.479,1.39,1.805,0.748,1.193,1.101,1.082,1.009,1.115,2024-09-01,1228,1139,92.75
30170587,서구,월평2동,735,13485,54.51,False,26.59,20.79,0.1619,음식점업,25.71,1.872,2.519,0.577,1.441,0.685,0.592,0.724,1.992,0.807,2.072,2024-09-01,764,727,95.16
30170588,서구,월평3동,85,20184,4.21,False,16.74,22.7,0.2637,음식점업,38.82,1.827,0.0,0.665,0.594,1.025,1.279,0.0,0.246,1.218,0.258,2024-09-01,89,85,95.51
30170590,서구,가수원동,372,10268,36.23,False,25.12,21.27,0.2068,음식점업,29.84,0.775,0.498,1.445,1.695,1.008,1.344,0.0,0.956,0.936,0.501,2024-09-01,390,367,94.1
30170593,서구,도안동,1746,36508,47.83,False,6.88,26.79,0.1933,음식점업,33.05,1.97,0.689,1.361,0.766,0.738,1.112,0.061,1.114,1.037,1.017,2024-09-01,1827,1694,92.72
30170596,서구,관저1동,457,14773,30.93,False,15.14,29.74,0.2127,음식점업,36.11,1.068,1.418,1.733,0.552,0.829,0.967,0.0,1.602,1.133,0.695,2024-09-01,487,445,91.38
30170597,서구,관저2동,1540,48104,32.01,False,10.35,26.78,0.2178,음식점업,36.75,1.758,1.382,1.304,0.344,0.797,1.092,0.0,1.29,1.153,0.612,2024-09-01,1639,1494,91.15
30170600,서구,기성동,184,3385,54.36,False,43.66,12.11,0.2056,소매업,29.35,0.723,0.503,0.922,1.645,1.112,0.315,17.933,0.682,0.887,0.476,2024-09-01,190,181,95.26
30170630,서구,둔산1동,1655,16343,101.27,False,12.08,15.85,0.216,"전문, 과학 및 기술 서비스업",36.01,2.225,2.181,1.316,0.823,0.353,0.398,0.772,0.796,0.764,3.946,2024-09-01,1726,1630,94.44
30170640,서구,둔산2동,2455,35005,70.13,False,11.68,29.83,0.1914,음식점업,28.02,1.048,4.826,0.53,0.74,1.001,0.632,0.737,1.065,0.879,1.785,2024-09-01,2544,2385,93.75
30170650,서구,만년동,748,12097,61.83,False,11.82,34.35,0.1973,음식점업,31.28,0.979,0.495,0.907,1.653,0.841,0.736,0.285,0.783,0.982,1.934,2024-09-01,766,735,95.95
30170660,서구,둔산3동,606,18863,32.13,False,19.51,19.69,0.2473,소매업,34.49,1.391,0.153,0.887,0.416,1.307,0.992,0.0,1.001,0.994,0.452,2024-09-01,639,595,93.11
30200520,유성구,진잠동,1131,25367,44.59,False,17.72,24.45,0.2239,소매업,35.01,0.647,0.573,0.95,1.472,1.326,0.987,0.376,0.925,0.83,0.814,2024-09-01,1180,1116,94.58
30200526,유성구,학하동,937,19531,47.98,False,12.29,33.01,0.1851,음식점업,32.44,0.9,0.494,2.264,1.615,0.675,0.936,0.227,0.937,1.018,1.438,2024-09-01,970,928,95.67
30200527,유성구,상대동,462,25109,18.4,False,10.68,21.1,0.1898,음식점업,30.3,2.209,0.801,1.041,0.437,0.713,1.145,0.0,0.634,0.951,1.731,2024-09-01,476,442,92.86
30200530,유성구,온천1동,3042,26674,114.04,False,15.39,45.62,0.1958,음식점업,33.93,0.678,1.4,1.562,1.136,0.772,0.962,3.079,0.708,1.065,1.264,2024-09-01,3196,2969,92.9
30200540,유성구,온천2동,2660,40641,65.45,False,13.32,38.66,0.2303,음식점업,39.1,0.984,0.244,1.212,1.015,0.84,0.787,0.6,1.085,1.227,0.997,2024-09-01,2813,2606,92.64
30200546,유성구,노은1동,1115,20958,53.2,False,11.9,26.74,0.2053,음식점업,31.93,1.91,0.498,0.837,0.792,0.965,1.033,0.095,1.088,1.002,0.855,2024-09-01,1173,1097,93.52
30200547,유성구,노은2동,654,23419,27.93,False,13.51,24.11,0.1912,음식점업,31.04,2.137,1.698,1.081,1.157,0.95,0.62,0.326,1.503,0.974,0.871,2024-09-01,688,645,93.75
30200548,유성구,노은3동,1003,36256,27.66,False,12.0,22.99,0.2035,음식점업,33.2,2.389,1.569,0.733,0.453,0.865,0.99,0.0,1.063,1.042,0.918,2024-09-01,1041,981,94.24
30200550,유성구,신성동,1460,25532,57.18,False,9.64,36.33,0.2536,음식점업,37.19,0.851,0.571,0.872,0.95,1.183,0.561,0.365,0.988,1.167,0.818,2024-09-01,1512,1430,94.58
30200570,유성구,전민동,1126,25805,43.63,False,11.35,31.15,0.2666,음식점업,35.79,1.123,0.575,0.628,0.381,1.315,0.689,0.0,1.189,1.123,0.535,2024-09-01,1161,1092,94.06
30200580,유성구,구즉동,717,32869,21.81,False,11.59,31.8,0.2625,음식점업,42.4,0.897,0.516,1.026,0.387,0.861,1.081,0.0,1.342,1.33,0.413,2024-09-01,746,701,93.97
30200600,유성구,관평동,1601,37160,43.08,False,7.18,28.29,0.2298,음식점업,36.04,1.427,0.983,0.742,0.756,1.034,0.711,0.465,0.914,1.131,0.979,2024-09-01,1669,1569,94.01
30200610,유성구,원신흥동,935,30084,31.08,False,11.84,27.73,0.1963,음식점업,26.2,1.969,2.277,1.059,0.674,0.883,1.744,0.0,0.425,0.822,0.727,2024-09-01,974,900,92.4
30230510,대덕구,오정동,1055,13704,76.98,False,25.41,25.61,0.1997,소매업,29.19,0.694,0.175,1.019,1.913,1.106,0.975,0.202,0.852,0.851,1.257,2024-09-01,1107,1039,93.86
30230520,대덕구,대화동,513,6209,82.62,False,27.07,20.42,0.2166,소매업,29.43,0.476,0.0,0.662,1.819,1.115,0.862,0.0,0.245,0.569,3.033,2024-09-01,533,509,95.5
30230525,대덕구,회덕동,449,12773,35.15,False,25.7,21.61,0.2292,음식점업,30.29,0.247,0.206,0.882,1.348,1.088,1.565,0.474,0.792,0.95,0.586,2024-09-01,466,442,94.85
30230533,대덕구,비래동,560,15031,37.26,False,22.82,21.11,0.2135,음식점업,31.79,0.634,0.496,1.162,1.081,0.988,1.294,0.0,1.606,0.997,0.528,2024-09-01,591,545,92.22
30230543,대덕구,송촌동,1037,25639,40.45,False,13.58,23.02,0.2285,음식점업,37.8,1.54,0.446,0.409,0.608,0.833,1.041,0.103,1.835,1.186,0.623,2024-09-01,1080,1018,94.26
30230546,대덕구,중리동,1555,18231,85.29,False,21.98,24.97,0.2317,음식점업,32.86,0.499,0.536,0.6,0.714,1.126,1.188,2.19,1.264,1.031,0.564,2024-09-01,1634,1523,93.21
30230550,대덕구,신탄진동,779,15781,49.36,False,20.13,26.08,0.2755,음식점업,44.67,0.399,0.951,0.726,0.486,0.875,0.912,4.646,1.047,1.402,0.324,2024-09-01,808,766,94.8
30230560,대덕구,석봉동,532,16031,33.19,False,12.92,25.94,0.2571,음식점업,36.65,0.667,1.044,0.691,0.522,1.146,1.144,0.0,1.219,1.15,0.309,2024-09-01,554,524,94.58
30230570,대덕구,덕암동,530,12698,41.74,False,21.23,26.45,0.2262,소매업,30.38,0.419,0.175,0.747,1.142,1.151,1.463,0.803,0.908,0.912,0.662,2024-09-01,548,521,95.07
30230580,대덕구,목상동,347,5999,57.84,False,14.8,28.94,0.2486,음식점업,39.19,0.256,0.267,0.326,1.599,0.928,1.107,0.0,1.205,1.23,0.695,2024-09-01,360,337,93.61
30230600,대덕구,법1동,141,12248,11.51,False,23.37,22.24,0.1787,음식점업,28.37,1.574,5.252,0.802,0.716,0.913,1.028,0.755,1.483,0.89,0.777,2024-09-01,141,139,98.58
30230610,대덕구,법2동,275,14827,18.55,False,23.76,20.3,0.2489,음식점업,35.64,1.049,0.337,0.206,0.55,1.13,1.107,0.0,1.521,1.118,0.438,2024-09-01,282,271,96.1
30110515,동구,중앙동,2004,3607,555.59,False,42.0,13.5,0.3286,소매업,51.95,0.232,1.125,0.44,0.552,2.007,0.399,3.458,0.348,0.686,1.07,2024-12-01,1791,1608,89.78
30110530,동구,효동,1191,25172,47.31,False,17.15,20.89,0.2084,음식점업,32.49,1.884,1.613,0.847,0.274,0.989,0.905,0.094,1.499,1.054,0.364,2024-12-01,1034,847,81.91
30110545,동구,신인동,399,14775,27.01,False,22.67,24.13,0.1969,음식점업,31.08,1.008,1.151,1.422,0.944,0.939,1.266,0.84,0.982,1.008,0.587,2024-12-01,336,291,86.61
30110551,동구,판암1동,371,11852,31.3,False,27.9,20.87,0.1928,음식점업,29.11,1.043,3.489,1.104,0.88,1.0,1.179,0.0,0.88,0.945,0.379,2024-12-01,294,252,85.71
30110552,동구,판암2동,154,7870,19.57,False,41.33,15.22,0.252,음식점업,36.36,0.1,1.627,0.409,0.979,1.179,1.028,0.0,1.131,1.18,0.533,2024-12-01,136,111,81.62
30110560,동구,용운동,929,20918,44.41,False,19.17,28.12,0.2121,음식점업,33.8,0.883,1.303,0.984,0.73,0.911,1.339,0.481,1.195,1.097,0.479,2024-12-01,811,704,86.81
30110585,동구,대동,592,13684,43.26,False,20.45,21.32,0.1938,음식점업,32.09,1.098,2.61,1.278,1.188,0.94,0.917,0.378,0.956,1.041,0.534,2024-12-01,500,432,86.4
30110590,동구,자양동,741,10824,68.46,False,21.36,38.39,0.243,음식점업,42.24,0.689,0.338,1.744,0.915,0.652,1.16,0.302,1.352,1.371,0.538,2024-12-01,675,594,88.0
30110620,동구,가양1동,646,12837,50.32,False,25.5,23.3,0.2134,음식점업,33.9,0.503,0.517,1.268,1.633,0.951,1.19,0.865,0.607,1.1,0.834,2024-12-01,585,500,85.47
30110630,동구,가양2동,951,18525,51.34,False,21.85,26.81,0.2112,음식점업,31.34,1.074,1.229,0.961,0.766,1.069,1.197,0.588,0.847,1.017,0.554,2024-12-01,826,709,85.84
30110640,동구,용전동,1390,19904,69.84,False,18.29,33.34,0.1901,음식점업,28.2,0.49,0.991,1.27,0.94,1.056,1.123,6.031,0.94,0.915,0.767,2024-12-01,1219,1074,88.11
30110665,동구,성남동,534,10759,49.63,False,26.06,20.23,0.1972,음식점업,30.15,0.84,2.424,0.826,1.035,1.02,1.144,0.628,0.938,0.978,0.636,2024-12-01,457,403,88.18
30110670,동구,홍도동,521,11062,47.1,False,20.81,31.57,0.2223,음식점업,37.24,0.624,0.801,1.089,1.254,0.912,0.897,0.215,1.337,1.208,0.765,2024-12-01,467,415,88.87
30110695,동구,삼성동,787,13393,58.76,False,28.45,19.22,0.2033,소매업,28.46,0.55,0.69,0.641,1.692,1.1,0.833,0.426,0.526,0.511,3.275,2024-12-01,694,613,88.33
30110725,동구,대청동,129,2153,59.92,False,43.33,12.12,0.436,음식점업,62.02,0.72,0.324,0.489,0.389,0.839,0.117,1.733,0.506,2.012,0.272,2024-12-01,117,107,91.45
30110740,동구,산내동,631,21178,29.8,False,20.71,18.75,0.1978,음식점업,29.32,0.956,1.125,0.799,1.155,1.065,1.087,1.594,0.69,0.951,0.947,2024-12-01,548,465,84.85
30140535,중구,은행선화동,1973,19109,103.25,False,15.76,31.12,0.1906,소매업,28.64,0.925,1.016,1.022,1.401,1.106,0.726,1.756,0.938,0.901,1.271,2024-12-01,1964,1652,84.11
30140550,중구,목동,459,17604,26.07,False,11.3,22.28,0.1898,음식점업,27.67,3.202,1.001,0.961,0.383,0.833,0.985,0.0,1.139,0.898,0.562,2024-12-01,356,282,79.21
30140560,중구,중촌동,668,13419,49.78,False,23.54,22.97,0.1902,음식점업,28.44,0.973,0.875,0.708,1.467,0.978,1.264,0.167,1.043,0.923,0.947,2024-12-01,581,526,90.53
30140575,중구,대흥동,1964,12682,154.87,False,19.99,31.43,0.2619,소매업,36.86,0.677,0.68,0.385,0.64,1.424,0.606,2.618,0.654,1.079,0.787,2024-12-01,1540,1266,82.21
30140605,중구,문창동,559,4158,134.44,False,34.92,16.35,0.238,소매업,35.96,0.277,0.523,0.395,1.123,1.389,1.119,5.199,0.857,0.911,0.44,2024-12-01,485,425,87.63
30140620,중구,석교동,561,14193,39.53,False,32.65,18.06,0.2028,소매업,31.55,0.469,0.968,0.955,1.657,1.219,1.465,0.0,0.893,0.74,0.835,2024-12-01,507,439,86.59
30140630,중구,대사동,482,5249,91.83,False,29.36,29.74,0.237,음식점업,36.51,0.706,1.126,0.85,0.938,1.074,1.032,1.623,0.587,1.185,0.486,2024-12-01,430,386,89.77
30140640,중구,부사동,493,6175,79.84,False,31.6,18.72,0.2333,소매업,33.87,0.439,1.44,1.023,0.764,1.309,0.81,1.587,0.928,1.014,0.689,2024-12-01,426,374,87.79
30140655,중구,용두동,576,9892,58.23,False,19.24,32.71,0.1926,소매업,30.21,1.236,1.015,1.532,1.308,1.167,1.178,0.582,0.416,0.794,0.793,2024-12-01,510,433,84.9
30140670,중구,오류동,924,10018,92.23,False,25.17,25.59,0.2232,음식점업,39.61,0.72,2.35,0.716,1.196,0.786,0.685,0.847,1.225,1.285,0.85,2024-12-01,799,695,86.98
30140680,중구,태평1동,582,12496,46.57,False,20.68,20.2,0.2266,소매업,31.79,1.116,1.578,0.596,0.518,1.228,1.101,0.192,1.01,0.992,0.383,2024-12-01,498,416,83.53
30140690,중구,태평2동,435,24061,18.08,False,23.74,18.81,0.2101,소매업,33.1,1.28,0.864,1.232,0.924,1.279,1.074,0.514,0.751,0.835,0.593,2024-12-01,388,341,87.89
30140700,중구,유천1동,728,5838,124.7,False,27.32,23.54,0.2122,음식점업,36.95,1.53,0.975,0.52,0.621,0.812,0.859,3.838,1.406,1.199,0.515,2024-12-01,665,543,81.65
30140710,중구,유천2동,741,12889,57.49,False,28.7,22.28,0.1933,음식점업,29.96,0.814,1.634,0.978,1.424,0.954,1.282,0.302,1.029,0.972,0.632,2024-12-01,657,558,84.93
30140720,중구,문화1동,697,20553,33.91,False,20.23,21.19,0.213,소매업,30.7,1.576,1.797,0.452,1.009,1.186,0.854,0.962,0.875,0.968,0.387,2024-12-01,594,519,87.37
30140730,중구,문화2동,431,11378,37.88,False,29.14,19.74,0.2066,소매업,28.77,1.149,1.259,0.878,0.525,1.112,1.399,0.519,0.808,0.903,0.625,2024-12-01,351,309,88.03
30140740,중구,산성동,1299,25294,51.36,False,28.02,18.65,0.2034,소매업,31.49,0.393,0.836,0.922,1.76,1.217,1.259,1.119,1.056,0.814,0.749,2024-12-01,1188,1035,87.12
30170510,서구,복수동,653,21461,30.43,False,16.28,22.28,0.1934,음식점업,32.16,2.227,0.639,0.772,1.0,0.751,1.143,0.0,1.334,1.043,0.556,2024-12-01,529,462,87.33
30170520,서구,도마1동,1269,18599,68.23,False,23.43,28.11,0.2503,소매업,37.75,0.646,0.856,1.142,0.871,1.458,0.873,0.44,0.772,0.956,0.462,2024-12-01,1105,949,85.88
30170530,서구,도마2동,764,16179,47.22,False,27.88,23.09,0.1838,소매업,26.83,0.77,2.405,2.063,1.052,1.037,1.204,0.146,0.713,0.858,0.69,2024-12-01,661,578,87.44
30170535,서구,정림동,589,15053,39.13,False,25.64,19.58,0.2079,소매업,29.54,1.156,1.347,0.482,0.469,1.141,1.242,0.0,1.257,0.914,0.696,2024-12-01,522,450,86.21
30170540,서구,변동,711,12817,55.47,False,25.2,22.42,0.1724,소매업,26.58,0.544,0.763,1.64,2.297,1.027,1.219,0.314,0.613,0.68,1.582,2024-12-01,678,580,85.55
30170550,서구,용문동,753,11629,64.75,False,20.88,36.43,0.1687,소매업,24.3,0.699,1.22,1.967,1.535,0.939,1.412,2.523,0.781,0.771,0.887,2024-12-01,647,570,88.1
30170555,서구,탄방동,2894,26361,109.78,False,12.88,36.31,0.178,소매업,26.78,1.288,1.804,0.904,1.12,1.035,1.201,0.27,0.873,0.798,0.992,2024-12-01,2533,2197,86.74
30170560,서구,괴정동,2030,18449,110.03,False,13.75,42.85,0.2148,소매업,30.64,0.564,0.761,1.242,1.027,1.184,1.192,0.551,0.847,0.948,0.756,2024-12-01,1804,1498,83.04
30170570,서구,가장동,404,10680,37.83,False,23.33,23.11,0.1808,소매업,26.98,1.111,0.827,1.326,1.555,1.042,1.605,0.0,0.916,0.691,0.783,2024-12-01,369,309,83.74
30170575,서구,내동,663,22365,29.64,False,20.59,22.66,0.1668,소매업,24.59,1.75,1.071,1.093,1.288,0.95,1.376,0.0,0.854,0.69,1.113,2024-12-01,551,468,84.94
30170581,서구,갈마1동,1232,20944,58.82,False,17.45,36.02,0.1931,음식점업,31.82,0.866,0.78,0.947,1.244,0.803,1.322,0.635,0.919,1.032,1.132,2024-12-01,1093,925,84.63
30170582,서구,갈마2동,1294,23727,54.54,False,12.49,39.42,0.2005,음식점업,35.16,1.136,0.452,0.974,1.398,0.711,1.159,0.086,1.313,1.141,0.924,2024-12-01,1154,971,84.14
30170586,서구,월평1동,1325,11149,118.84,False,14.58,44.19,0.1909,음식점업,32.6,0.584,0.567,1.356,1.801,0.752,1.257,1.265,0.986,1.058,1.052,2024-12-01,1228,1035,84.28
30170587,서구,월평2동,864,13447,64.25,False,26.89,21.0,0.15,음식점업,23.73,2.131,2.32,0.511,1.367,0.648,0.558,0.776,1.815,0.77,1.953,2024-12-01,764,642,84.03
30170588,서구,월평3동,103,20138,5.11,False,17.23,22.56,0.2357,음식점업,33.01,2.553,0.0,0.612,0.488,1.05,1.171,0.0,0.423,1.071,0.228,2024-12-01,89,77,86.52
30170590,서구,가수원동,448,10213,43.87,False,25.59,21.12,0.1896,음식점업,27.68,0.932,0.746,1.337,2.243,1.0,1.279,0.249,0.826,0.898,0.523,2024-12-01,390,341,87.44
30170593,서구,도안동,2157,36575,58.97,False,7.03,26.61,0.1837,음식점업,31.02,1.987,0.678,1.184,0.78,0.74,1.101,0.104,1.07,1.006,1.043,2024-12-01,1827,1509,82.59
30170596,서구,관저1동,549,14649,37.48,False,15.58,29.55,0.2052,음식점업,35.34,0.902,1.749,1.607,0.549,0.823,1.044,0.0,1.428,1.147,0.662,2024-12-01,487,396,81.31
30170597,서구,관저2동,1924,47947,40.13,False,10.55,26.76,0.2005,음식점업,34.56,1.906,1.563,1.114,0.313,0.741,1.062,0.058,1.347,1.121,0.597,2024-12-01,1639,1330,81.15
30170600,서구,기성동,200,3373,59.29,False,43.85,12.1,0.1993,소매업,30.0,0.541,0.835,0.788,1.382,1.159,0.415,19.56,0.762,0.844,0.469,2024-12-01,190,168,88.42
30170630,서구,둔산1동,2042,16350,124.89,False,12.11,15.93,0.1873,"전문, 과학 및 기술 서비스업",30.95,2.493,2.229,1.281,0.849,0.325,0.391,0.657,0.853,0.715,3.626,2024-12-01,1726,1459,84.53
30170640,서구,둔산2동,3045,34949,87.13,False,11.95,29.75,0.1771,음식점업,26.27,1.052,3.25,0.559,0.71,0.978,0.666,0.808,1.058,0.852,1.735,2024-12-01,2544,2177,85.57
30170650,서구,만년동,838,12086,69.34,False,12.17,34.29,0.1844,음식점업,30.31,1.2,0.698,0.94,1.559,0.807,0.72,0.534,0.78,0.983,1.943,2024-12-01,766,677,88.38
30170660,서구,둔산3동,746,18811,39.66,False,19.91,19.73,0.2193,소매업,31.64,1.68,0.728,0.803,0.438,1.222,0.99,0.0,1.051,0.944,0.518,2024-12-01,639,555,86.85
30200520,유성구,진잠동,1252,25412,49.27,False,17.97,24.54,0.2168,소매업,34.35,0.643,0.3,1.133,1.425,1.327,1.036,0.357,0.991,0.837,0.833,2024-12-01,1180,1053,89.24
30200526,유성구,학하동,1050,19606,53.56,False,12.61,32.64,0.186,음식점업,32.86,0.751,0.239,2.341,1.866,0.707,0.941,0.213,0.892,1.066,1.384,2024-12-01,970,860,88.66
30200527,유성구,상대동,548,25285,21.67,False,10.99,21.1,0.1876,음식점업,30.66,1.553,0.533,1.265,0.458,0.684,1.169,0.204,0.636,0.995,1.86,2024-12-01,476,421,88.45
30200530,유성구,온천1동,3483,26627,130.81,False,15.55,45.68,0.1961,음식점업,33.99,0.489,0.659,1.656,1.154,0.791,1.011,2.984,0.813,1.103,1.305,2024-12-01,3196,2761,86.39
30200540,유성구,온천2동,3004,40403,74.35,False,13.68,38.59,0.2329,음식점업,39.98,0.809,0.139,1.154,1.012,0.817,0.801,0.633,1.109,1.297,1.096,2024-12-01,2813,2455,87.27
30200546,유성구,노은1동,1283,20942,61.26,False,12.24,26.65,0.2043,음식점업,32.35,1.471,0.325,0.786,0.803,0.949,1.064,0.174,1.069,1.049,0.932,2024-12-01,1173,1023,87.21
30200547,유성구,노은2동,725,23442,30.93,False,13.71,24.18,0.195,음식점업,32.69,1.686,0.806,1.13,0.797,0.895,0.697,0.308,1.592,1.061,0.905,2024-12-01,688,594,86.34
30200548,유성구,노은3동,1137,36263,31.35,False,12.34,22.89,0.2034,음식점업,33.6,1.864,0.698,0.915,0.42,0.839,1.054,0.0,1.149,1.09,0.835,2024-12-01,1041,924,88.76
30200550,유성구,신성동,1639,25443,64.42,False,9.91,36.29,0.2491,음식점업,36.73,0.68,0.229,0.923,0.858,1.195,0.584,0.546,1.116,1.192,0.901,2024-12-01,1512,1324,87.57
30200570,유성구,전민동,1255,25742,48.75,False,11.62,30.9,0.263,음식점업,36.25,0.838,0.333,0.678,0.32,1.296,0.739,0.0,1.267,1.176,0.579,2024-12-01,1161,1026,88.37
30200580,유성구,구즉동,801,32812,24.41,False,11.85,31.65,0.2626,음식점업,42.32,0.734,0.261,1.023,0.376,0.892,1.101,0.0,1.386,1.373,0.41,2024-12-01,746,669,89.68
30200600,유성구,관평동,1773,37352,47.47,False,7.32,28.32,0.2296,음식점업,36.55,1.117,0.518,0.711,0.694,1.02,0.697,0.252,1.007,1.186,1.11,2024-12-01,1669,1444,86.52
30200610,유성구,원신흥동,1045,30139,34.67,False,12.28,27.7,0.1914,음식점업,26.41,1.555,1.159,1.176,0.697,0.843,1.782,0.0,0.417,0.857,0.807,2024-12-01,974,828,85.01
30230510,대덕구,오정동,1154,13635,84.64,False,25.95,25.51,0.2008,소매업,28.68,0.563,0.145,1.011,1.872,1.108,1.0,0.194,0.943,0.917,1.249,2024-12-01,1107,956,86.36
30230520,대덕구,대화동,555,5750,96.52,False,27.65,20.66,0.2148,소매업,31.89,0.335,0.0,0.852,2.127,1.232,0.924,0.201,0.157,0.55,2.892,2024-12-01,533,443,83.11
30230525,대덕구,회덕동,484,12640,38.29,False,26.18,21.44,0.2294,음식점업,30.17,0.224,0.173,0.912,1.246,1.118,1.635,0.462,0.945,0.979,0.557,2024-12-01,466,409,87.77
30230533,대덕구,비래동,643,14923,43.09,False,23.46,20.88,0.2167,음식점업,31.73,0.337,0.26,1.176,1.133,1.01,1.43,0.0,1.659,1.029,0.528,2024-12-01,591,512,86.63
30230543,대덕구,송촌동,1158,25540,45.34,False,13.98,22.92,0.227,음식점업,37.65,1.149,0.18,0.408,0.629,0.844,1.074,0.193,1.899,1.222,0.668,2024-12-01,1080,956,88.52
30230546,대덕구,중리동,1708,18115,94.29,False,22.53,24.86,0.2315,음식점업,34.02,0.371,0.269,0.59,0.78,1.097,1.227,2.421,1.326,1.104,0.59,2024-12-01,1634,1455,89.05
30230550,대덕구,신탄진동,857,16020,53.5,False,20.23,26.72,0.2748,음식점업,45.16,0.343,0.487,0.809,0.528,0.843,0.968,4.434,1.067,1.465,0.383,2024-12-01,808,736,91.09
30230560,대덕구,석봉동,593,16022,37.01,False,13.17,25.86,0.2536,음식점업,37.44,0.731,0.563,0.797,0.466,1.114,1.157,0.0,1.102,1.215,0.336,2024-12-01,554,496,89.53
30230570,대덕구,덕암동,585,12678,46.14,False,21.76,26.24,0.2263,음식점업,30.26,0.397,0.071,0.862,1.117,1.149,1.469,0.955,0.931,0.982,0.641,2024-12-01,548,486,88.69
30230580,대덕구,목상동,380,5962,63.74,False,15.4,28.92,0.24,음식점업,38.68,0.163,0.33,0.498,1.653,0.874,1.23,0.0,1.203,1.255,0.802,2024-12-01,360,307,85.28
30230600,대덕구,법1동,144,12186,11.82,False,24.18,22.26,0.1801,음식점업,27.78,0.86,2.61,0.875,0.698,0.939,1.204,0.776,1.663,0.901,0.732,2024-12-01,141,130,92.2
30230610,대덕구,법2동,294,14746,19.94,False,24.35,20.04,0.2492,음식점업,35.37,0.684,0.142,0.214,0.513,1.157,1.18,0.0,1.703,1.148,0.438,2024-12-01,282,257,91.13
30110515,동구,중앙동,1930,3563,541.68,False,42.91,13.7,0.3202,소매업,50.88,0.222,1.104,0.444,0.542,1.997,0.417,3.35,0.347,0.71,1.074,2025-03-01,1791,1568,87.55
30110530,동구,효동,1188,28911,41.09,False,16.11,23.81,0.2052,음식점업,32.07,1.828,1.727,0.85,0.307,1.004,0.875,0.091,1.42,1.056,0.393,2025-03-01,1034,819,79.21
30110545,동구,신인동,380,14501,26.21,False,23.34,24.08,0.1968,음식점업,32.11,1.011,0.953,1.449,0.96,0.919,1.198,1.134,0.967,1.057,0.6,2025-03-01,336,282,83.93
30110551,동구,판암1동,363,11720,30.97,False,28.63,20.73,0.1909,음식점업,28.93,1.017,3.324,1.011,0.871,1.005,1.192,0.0,0.893,0.952,0.408,2025-03-01,294,246,83.67
30110552,동구,판암2동,148,7782,19.02,False,42.42,15.02,0.2507,음식점업,35.14,0.1,1.63,0.413,0.822,1.246,1.026,0.0,1.169,1.157,0.539,2025-03-01,136,105,77.21
30110560,동구,용운동,883,20775,42.5,False,19.58,28.22,0.2084,음식점업,32.96,0.887,1.23,0.901,0.689,0.929,1.367,0.61,1.224,1.085,0.49,2025-03-01,811,666,82.12
30110585,동구,대동,576,13470,42.76,False,21.05,20.89,0.1934,음식점업,31.6,1.051,2.584,1.168,1.267,0.974,0.922,0.187,0.901,1.04,0.514,2025-03-01,500,414,82.8
30110590,동구,자양동,721,10842,66.5,False,21.75,37.44,0.2414,음식점업,42.02,0.615,0.335,1.824,0.911,0.68,1.126,0.299,1.32,1.384,0.537,2025-03-01,675,574,85.04
30110620,동구,가양1동,611,12830,47.62,False,25.88,22.99,0.2113,음식점업,33.22,0.484,0.461,1.251,1.592,0.983,1.205,0.882,0.637,1.094,0.802,2025-03-01,585,478,81.71
30110630,동구,가양2동,914,18267,50.04,False,22.43,26.09,0.2073,음식점업,30.96,1.05,1.232,0.937,0.798,1.056,1.254,0.589,0.828,1.019,0.536,2025-03-01,826,695,84.14
30110640,동구,용전동,1336,19783,67.53,False,18.62,33.14,0.1881,음식점업,27.84,0.453,0.993,1.282,0.928,1.072,1.114,5.726,0.922,0.917,0.801,2025-03-01,1219,1032,84.66
30110665,동구,성남동,534,10596,50.4,False,26.82,20.19,0.1944,음식점업,29.21,0.802,2.259,0.859,1.093,1.051,1.166,0.605,0.931,0.962,0.619,2025-03-01,457,396,86.65
