category,dong_code,district,dong,category_store_count,population,low_population_flag,category_density_per_1000,lq
소매업,30110695,동구,삼성동,185,12893,False,14.35,0.995
소매업,30200527,유성구,상대동,102,24937,False,4.09,0.624
소매업,30140620,중구,석교동,165,13460,False,12.26,1.203
소매업,30230560,대덕구,석봉동,166,15634,False,10.62,1.101
소매업,30110665,동구,성남동,139,10323,False,13.47,1.021
소매업,30230543,대덕구,송촌동,249,26730,False,9.32,0.857
소매업,30200550,유성구,신성동,494,25502,False,19.37,1.201
소매업,30110545,동구,신인동,99,14690,False,6.74,0.964
소매업,30230550,대덕구,신탄진동,179,15890,False,11.26,0.836
소매업,30140670,중구,오류동,200,9742,False,20.53,0.876
소매업,30230510,대덕구,오정동,323,13051,False,24.75,1.123
소매업,30200530,유성구,온천1동,659,26687,False,24.69,0.781
소매업,30200540,유성구,온천2동,590,40717,False,14.49,0.815
소매업,30140655,중구,용두동,154,9762,False,15.78,1.121
소매업,30170550,서구,용문동,174,19171,False,9.08,0.908
소매업,30110560,동구,용운동,206,20730,False,9.94,0.918
소매업,30110640,동구,용전동,359,19567,False,18.35,1.043
소매업,30200610,유성구,원신흥동,235,32273,False,7.28,0.858
소매업,30170586,서구,월평1동,253,10988,False,23.03,0.78
소매업,30170587,서구,월평2동,157,13142,False,11.95,0.683
소매업,30170588,서구,월평3동,53,19633,False,2.7,1.221
소매업,30140700,중구,유천1동,148,5726,False,25.85,0.844
소매업,30140710,중구,유천2동,165,12392,False,13.32,0.914
소매업,30140535,중구,은행선화동,610,24072,False,25.34,1.181
소매업,30110590,동구,자양동,129,10738,False,12.01,0.731
소매업,30200570,유성구,전민동,408,25289,False,16.13,1.293
소매업,30170535,서구,정림동,174,14475,False,12.02,1.166
소매업,30230546,대덕구,중리동,460,17541,False,26.22,1.099
소매업,30110515,동구,중앙동,989,3284,False,301.16,2.004
소매업,30140560,중구,중촌동,165,14932,False,11.05,0.99
소매업,30200520,유성구,진잠동,401,24825,False,16.15,1.274
소매업,30170555,서구,탄방동,724,31149,False,23.24,1.015
소매업,30140680,중구,태평1동,181,12004,False,15.08,1.209
소매업,30140690,중구,태평2동,155,23217,False,6.68,1.394
소매업,30110551,동구,판암1동,98,11601,False,8.45,0.966
소매업,30110552,동구,판암2동,49,7601,False,6.45,1.193
소매업,30200526,유성구,학하동,180,20609,False,8.73,0.681
소매업,30110670,동구,홍도동,127,10759,False,11.8,0.97
소매업,30230525,대덕구,회덕동,136,12035,False,11.3,1.113
소매업,30110530,동구,효동,306,29268,False,10.46,1.011
수리 및 개인 서비스업,30170590,서구,가수원동,74,9875,False,7.49,1.231
수리 및 개인 서비스업,30110620,동구,가양1동,97,12670,False,7.66,1.156
수리 및 개인 서비스업,30110630,동구,가양2동,153,17985,False,8.51,1.253
수리 및 개인 서비스업,30170570,서구,가장동,81,10313,False,7.85,1.614
수리 및 개인 서비스업,30170581,서구,갈마1동,213,20553,False,10.36,1.348
수리 및 개인 서비스업,30170582,서구,갈마2동,198,22980,False,8.62,1.16
수리 및 개인 서비스업,30170596,서구,관저1동,84,14339,False,5.86,1.127
수리 및 개인 서비스업,30170597,서구,관저2동,271,47072,False,5.76,1.057
수리 및 개인 서비스업,30200600,유성구,관평동,196,37715,False,5.2,0.778
수리 및 개인 서비스업,30170560,서구,괴정동,327,18068,False,18.1,1.23
수리 및 개인 서비스업,30200580,유성구,구즉동,132,32567,False,4.05,1.139
수리 및 개인 서비스업,30170600,서구,기성동,11,3221,False,3.42,0.406
수리 및 개인 서비스업,30170575,서구,내동,132,21507,False,6.14,1.475
수리 및 개인 서비스업,30200546,유성구,노은1동,173,20549,False,8.42,1.016
수리 및 개인 서비스업,30200547,유성구,노은2동,68,23001,False,2.96,0.693
수리 및 개인 서비스업,30200548,유성구,노은3동,157,35391,False,4.44,1.01
수리 및 개인 서비스업,30110585,동구,대동,76,13251,False,5.74,0.949
수리 및 개인 서비스업,30140630,중구,대사동,61,5166,False,11.81,0.981
수리 및 개인 서비스업,30110725,동구,대청동,2,2086,False,0.96,0.117
수리 및 개인 서비스업,30230520,대덕구,대화동,66,5213,False,12.66,0.944
수리 및 개인 서비스업,30140575,중구,대흥동,142,12082,False,11.75,0.588
수리 및 개인 서비스업,30230570,대덕구,덕암동,116,12275,False,9.45,1.455
수리 및 개인 서비스업,30170520,서구,도마1동,146,17913,False,8.15,0.864
수리 및 개인 서비스업,30170530,서구,도마2동,122,19192,False,6.36,1.176
수리 및 개인 서비스업,30170593,서구,도안동,320,36402,False,8.79,1.113
수리 및 개인 서비스업,30170630,서구,둔산1동,123,16243,False,7.57,0.434
수리 및 개인 서비스업,30170640,서구,둔산2동,243,34031,False,7.14,0.611
수리 및 개인 서비스업,30170660,서구,둔산3동,101,18559,False,5.44,1.023
수리 및 개인 서비스업,30170650,서구,만년동,86,11901,False,7.23,0.759
수리 및 개인 서비스업,30140550,중구,목동,62,17347,False,3.57,0.948
수리 및 개인 서비스업,30230580,대덕구,목상동,62,5779,False,10.73,1.219
수리 및 개인 서비스업,30140605,중구,문창동,75,4057,False,18.49,1.044
수리 및 개인 서비스업,30140720,중구,문화1동,89,20041,False,4.44,0.975
수리 및 개인 서비스업,30140730,중구,문화2동,78,10964,False,7.11,1.43
수리 및 개인 서비스업,30230600,대덕구,법1동,27,12040,False,2.24,1.161
수리 및 개인 서비스업,30230610,대덕구,법2동,49,14312,False,3.42,1.185
수리 및 개인 서비스업,30170540,서구,변동,108,12149,False,8.89,1.21
수리 및 개인 서비스업,30170510,서구,복수동,101,20740,False,4.87,1.169
수리 및 개인 서비스업,30140640,중구,부사동,48,5822,False,8.24,0.717
수리 및 개인 서비스업,30230533,대덕구,비래동,109,14290,False,7.63,1.356
수리 및 개인 서비스업,30110740,동구,산내동,91,20873,False,4.36,1.064
수리 및 개인 서비스업,30140740,중구,산성동,228,24206,False,9.42,1.312
수리 및 개인 서비스업,30110695,동구,삼성동,89,12893,False,6.9,0.904
수리 및 개인 서비스업,30200527,유성구,상대동,92,24937,False,3.69,1.062
수리 및 개인 서비스업,30140620,중구,석교동,96,13460,False,7.13,1.322
수리 및 개인 서비스업,30230560,대덕구,석봉동,96,15634,False,6.14,1.202
수리 및 개인 서비스업,30110665,동구,성남동,82,10323,False,7.94,1.138
수리 및 개인 서비스업,30230543,대덕구,송촌동,170,26730,False,6.36,1.105
수리 및 개인 서비스업,30200550,유성구,신성동,119,25502,False,4.67,0.546
수리 및 개인 서비스업,30110545,동구,신인동,66,14690,False,4.49,1.213
수리 및 개인 서비스업,30230550,대덕구,신탄진동,113,15890,False,7.11,0.996
수리 및 개인 서비스업,30140670,중구,오류동,74,9742,False,7.6,0.612
수리 및 개인 서비스업,30230510,대덕구,오정동,153,13051,False,11.72,1.004
수리 및 개인 서비스업,30200530,유성구,온천1동,449,26687,False,16.82,1.004
수리 및 개인 서비스업,30200540,유성구,온천2동,311,40717,False,7.64,0.811
수리 및 개인 서비스업,30140655,중구,용두동,91,9762,False,9.32,1.251
수리 및 개인 서비스업,30170550,서구,용문동,135,19171,False,7.04,1.331
수리 및 개인 서비스업,30110560,동구,용운동,158,20730,False,7.62,1.329
수리 및 개인 서비스업,30110640,동구,용전동,196,19567,False,10.02,1.075
수리 및 개인 서비스업,30200610,유성구,원신흥동,247,32273,False,7.65,1.702
수리 및 개인 서비스업,30170586,서구,월평1동,226,10988,False,20.57,1.315
수리 및 개인 서비스업,30170587,서구,월평2동,81,13142,False,6.16,0.665
수리 및 개인 서비스업,30170588,서구,월평3동,26,19633,False,1.32,1.131
수리 및 개인 서비스업,30140700,중구,유천1동,76,5726,False,13.27,0.818
수리 및 개인 서비스업,30140710,중구,유천2동,126,12392,False,10.17,1.318
수리 및 개인 서비스업,30140535,중구,은행선화동,183,24072,False,7.6,0.669
수리 및 개인 서비스업,30110590,동구,자양동,105,10738,False,9.78,1.124
수리 및 개인 서비스업,30200570,유성구,전민동,122,25289,False,4.82,0.73
수리 및 개인 서비스업,30170535,서구,정림동,96,14475,False,6.63,1.215
수리 및 개인 서비스업,30230546,대덕구,중리동,276,17541,False,15.73,1.245
수리 및 개인 서비스업,30110515,동구,중앙동,104,3284,False,31.67,0.398
수리 및 개인 서비스업,30140560,중구,중촌동,113,14932,False,7.57,1.28
수리 및 개인 서비스업,30200520,유성구,진잠동,175,24825,False,7.05,1.05
수리 및 개인 서비스업,30170555,서구,탄방동,451,31149,False,14.48,1.194
수리 및 개인 서비스업,30140680,중구,태평1동,85,12004,False,7.08,1.072
수리 및 개인 서비스업,30140690,중구,태평2동,65,23217,False,2.8,1.104
수리 및 개인 서비스업,30110551,동구,판암1동,65,11601,False,5.6,1.21
수리 및 개인 서비스업,30110552,동구,판암2동,23,7601,False,3.03,1.057
수리 및 개인 서비스업,30200526,유성구,학하동,139,20609,False,6.74,0.993
수리 및 개인 서비스업,30110670,동구,홍도동,65,10759,False,6.04,0.937
수리 및 개인 서비스업,30230525,대덕구,회덕동,107,12035,False,8.89,1.653
수리 및 개인 서비스업,30110530,동구,효동,147,29268,False,5.02,0.917
숙박업,30170590,서구,가수원동,1,9875,False,0.1,0.247
숙박업,30110620,동구,가양1동,6,12670,False,0.47,1.063
숙박업,30110630,동구,가양2동,5,17985,False,0.28,0.609
숙박업,30170570,서구,가장동,0,10313,False,0.0,0.0
숙박업,30170581,서구,갈마1동,12,20553,False,0.58,1.129
숙박업,30170582,서구,갈마2동,2,22980,False,0.09,0.174
숙박업,30170596,서구,관저1동,0,14339,False,0.0,0.0
숙박업,30170597,서구,관저2동,0,47072,False,0.0,0.0
숙박업,30200600,유성구,관평동,6,37715,False,0.16,0.354
숙박업,30170560,서구,괴정동,11,18068,False,0.61,0.615
숙박업,30200580,유성구,구즉동,0,32567,False,0.0,0.0
숙박업,30170600,서구,기성동,35,3221,False,10.87,19.229
숙박업,30170575,서구,내동,0,21507,False,0.0,0.0
숙박업,30200546,유성구,노은1동,2,20549,False,0.1,0.175
숙박업,30200547,유성구,노은2동,2,23001,False,0.09,0.303
숙박업,30200548,유성구,노은3동,0,35391,False,0.0,0.0
숙박업,30110585,동구,대동,0,13251,False,0.0,0.0
숙박업,30140630,중구,대사동,6,5166,False,1.16,1.435
숙박업,30110725,동구,대청동,2,2086,False,0.96,1.735
숙박업,30230520,대덕구,대화동,1,5213,False,0.19,0.213
숙박업,30140575,중구,대흥동,45,12082,False,3.72,2.769
숙박업,30230570,대덕구,덕암동,5,12275,False,0.41,0.933
숙박업,30170520,서구,도마1동,5,17913,False,0.28,0.44
숙박업,30170530,서구,도마2동,1,19192,False,0.05,0.143
숙박업,30170593,서구,도안동,2,36402,False,0.05,0.103
숙박업,30170630,서구,둔산1동,13,16243,False,0.8,0.682
숙박업,30170640,서구,둔산2동,22,34031,False,0.65,0.822
숙박업,30170660,서구,둔산3동,0,18559,False,0.0,0.0
숙박업,30170650,서구,만년동,4,11901,False,0.34,0.525
숙박업,30140550,중구,목동,0,17347,False,0.0,0.0
숙박업,30230580,대덕구,목상동,0,5779,False,0.0,0.0
숙박업,30140605,중구,문창동,26,4057,False,6.41,5.384
숙박업,30140720,중구,문화1동,7,20041,False,0.35,1.141
숙박업,30140730,중구,문화2동,2,10964,False,0.18,0.545
숙박업,30230600,대덕구,법1동,1,12040,False,0.08,0.639
숙박업,30230610,대덕구,법2동,0,14312,False,0.0,0.0
숙박업,30170540,서구,변동,1,12149,False,0.08,0.167
숙박업,30170510,서구,복수동,0,20740,False,0.0,0.0
숙박업,30140640,중구,부사동,8,5822,False,1.37,1.778
숙박업,30230533,대덕구,비래동,0,14290,False,0.0,0.0
숙박업,30110740,동구,산내동,9,20873,False,0.43,1.564
숙박업,30140740,중구,산성동,9,24206,False,0.37,0.77
숙박업,30110695,동구,삼성동,4,12893,False,0.31,0.604
숙박업,30200527,유성구,상대동,1,24937,False,0.04,0.172
숙박업,30140620,중구,석교동,0,13460,False,0.0,0.0
숙박업,30230560,대덕구,석봉동,0,15634,False,0.0,0.0
숙박업,30110665,동구,성남동,3,10323,False,0.29,0.619
숙박업,30230543,대덕구,송촌동,2,26730,False,0.07,0.193
숙박업,30200550,유성구,신성동,9,25502,False,0.35,0.614
숙박업,30110545,동구,신인동,4,14690,False,0.27,1.093
숙박업,30230550,대덕구,신탄진동,33,15890,False,2.08,4.326
숙박업,30140670,중구,오류동,10,9742,False,1.03,1.23
숙박업,30230510,대덕구,오정동,2,13051,False,0.15,0.195
숙박업,30200530,유성구,온천1동,91,26687,False,3.41,3.026
숙박업,30200540,유성구,온천2동,18,40717,False,0.44,0.698
숙박업,30140655,중구,용두동,5,9762,False,0.51,1.022
숙박업,30170550,서구,용문동,15,19171,False,0.78,2.198
숙박업,30110560,동구,용운동,7,20730,False,0.34,0.876
숙박업,30110640,동구,용전동,70,19567,False,3.58,5.711
숙박업,30200610,유성구,원신흥동,0,32273,False,0.0,0.0
숙박업,30170586,서구,월평1동,14,10988,False,1.27,1.211
숙박업,30170587,서구,월평2동,6,13142,False,0.46,0.733
숙박업,30170588,서구,월평3동,0,19633,False,0.0,0.0
숙박업,30140700,중구,유천1동,24,5726,False,4.19,3.842
숙박업,30140710,중구,유천2동,1,12392,False,0.08,0.156
숙박업,30140535,중구,은행선화동,26,24072,False,1.08,1.413
숙박업,30110590,동구,자양동,2,10738,False,0.19,0.318
숙박업,30200570,유성구,전민동,2,25289,False,0.08,0.178
숙박업,30170535,서구,정림동,0,14475,False,0.0,0.0
숙박업,30230546,대덕구,중리동,34,17541,False,1.94,2.28
숙박업,30110515,동구,중앙동,57,3284,False,17.36,3.242
숙박업,30140560,중구,중촌동,1,14932,False,0.07,0.168
숙박업,30200520,유성구,진잠동,4,24825,False,0.16,0.357
숙박업,30170555,서구,탄방동,9,31149,False,0.29,0.354
숙박업,30140680,중구,태평1동,1,12004,False,0.08,0.188
숙박업,30140690,중구,태평2동,3,23217,False,0.13,0.757
숙박업,30110551,동구,판암1동,0,11601,False,0.0,0.0
숙박업,30110552,동구,판암2동,2,7601,False,0.26,1.367
숙박업,30200526,유성구,학하동,3,20609,False,0.15,0.319
숙박업,30110670,동구,홍도동,2,10759,False,0.19,0.429
숙박업,30230525,대덕구,회덕동,2,12035,False,0.17,0.459
숙박업,30110530,동구,효동,1,29268,False,0.03,0.093
"예술, 스포츠 및 여가관련 서비스업",30170590,서구,가수원동,17,9875,False,1.72,0.842
"예술, 스포츠 및 여가관련 서비스업",30110620,동구,가양1동,15,12670,False,1.18,0.532
"예술, 스포츠 및 여가관련 서비스업",30110630,동구,가양2동,33,17985,False,1.83,0.804
"예술, 스포츠 및 여가관련 서비스업",30170570,서구,가장동,14,10313,False,1.36,0.831
"예술, 스포츠 및 여가관련 서비스업",30170581,서구,갈마1동,48,20553,False,2.34,0.904
"예술, 스포츠 및 여가관련 서비스업",30170582,서구,갈마2동,78,22980,False,3.39,1.36
"예술, 스포츠 및 여가관련 서비스업",30170596,서구,관저1동,36,14339,False,2.51,1.438
"예술, 스포츠 및 여가관련 서비스업",30170597,서구,관저2동,124,47072,False,2.63,1.44
"예술, 스포츠 및 여가관련 서비스업",30200600,유성구,관평동,80,37715,False,2.12,0.946
"예술, 스포츠 및 여가관련 서비스업",30170560,서구,괴정동,81,18068,False,4.48,0.907
"예술, 스포츠 및 여가관련 서비스업",30200580,유성구,구즉동,52,32567,False,1.6,1.336
"예술, 스포츠 및 여가관련 서비스업",30170600,서구,기성동,8,3221,False,2.48,0.88
"예술, 스포츠 및 여가관련 서비스업",30170575,서구,내동,19,21507,False,0.88,0.632
"예술, 스포츠 및 여가관련 서비스업",30200546,유성구,노은1동,62,20549,False,3.02,1.084
"예술, 스포츠 및 여가관련 서비스업",30200547,유성구,노은2동,53,23001,False,2.3,1.609
"예술, 스포츠 및 여가관련 서비스업",30200548,유성구,노은3동,57,35391,False,1.61,1.092
"예술, 스포츠 및 여가관련 서비스업",30110585,동구,대동,24,13251,False,1.81,0.892
"예술, 스포츠 및 여가관련 서비스업",30140630,중구,대사동,13,5166,False,2.52,0.623
"예술, 스포츠 및 여가관련 서비스업",30110725,동구,대청동,3,2086,False,1.44,0.521
"예술, 스포츠 및 여가관련 서비스업",30230520,대덕구,대화동,4,5213,False,0.77,0.17
"예술, 스포츠 및 여가관련 서비스업",30140575,중구,대흥동,51,12082,False,4.22,0.628
"예술, 스포츠 및 여가관련 서비스업",30230570,대덕구,덕암동,23,12275,False,1.87,0.859
"예술, 스포츠 및 여가관련 서비스업",30170520,서구,도마1동,45,17913,False,2.51,0.792
"예술, 스포츠 및 여가관련 서비스업",30170530,서구,도마2동,25,19192,False,1.3,0.717
"예술, 스포츠 및 여가관련 서비스업",30170593,서구,도안동,105,36402,False,2.88,1.087
"예술, 스포츠 및 여가관련 서비스업",30170630,서구,둔산1동,81,16243,False,4.99,0.851
"예술, 스포츠 및 여가관련 서비스업",30170640,서구,둔산2동,151,34031,False,4.44,1.13
"예술, 스포츠 및 여가관련 서비스업",30170660,서구,둔산3동,37,18559,False,1.99,1.116
"예술, 스포츠 및 여가관련 서비스업",30170650,서구,만년동,25,11901,False,2.1,0.657
"예술, 스포츠 및 여가관련 서비스업",30140550,중구,목동,25,17347,False,1.44,1.138
"예술, 스포츠 및 여가관련 서비스업",30230580,대덕구,목상동,26,5779,False,4.5,1.522
"예술, 스포츠 및 여가관련 서비스업",30140605,중구,문창동,18,4057,False,4.44,0.746
"예술, 스포츠 및 여가관련 서비스업",30140720,중구,문화1동,28,20041,False,1.4,0.913
"예술, 스포츠 및 여가관련 서비스업",30140730,중구,문화2동,15,10964,False,1.37,0.819
"예술, 스포츠 및 여가관련 서비스업",30230600,대덕구,법1동,8,12040,False,0.66,1.024
"예술, 스포츠 및 여가관련 서비스업",30230610,대덕구,법2동,18,14312,False,1.26,1.296
"예술, 스포츠 및 여가관련 서비스업",30170540,서구,변동,17,12149,False,1.4,0.567
"예술, 스포츠 및 여가관련 서비스업",30170510,서구,복수동,35,20740,False,1.69,1.207
"예술, 스포츠 및 여가관련 서비스업",30140640,중구,부사동,19,5822,False,3.26,0.845
"예술, 스포츠 및 여가관련 서비스업",30230533,대덕구,비래동,40,14290,False,2.8,1.482
"예술, 스포츠 및 여가관련 서비스업",30110740,동구,산내동,18,20873,False,0.86,0.626
"예술, 스포츠 및 여가관련 서비스업",30140740,중구,산성동,60,24206,False,2.48,1.028
"예술, 스포츠 및 여가관련 서비스업",30110695,동구,삼성동,19,12893,False,1.47,0.574
"예술, 스포츠 및 여가관련 서비스업",30200527,유성구,상대동,16,24937,False,0.64,0.55
"예술, 스포츠 및 여가관련 서비스업",30140620,중구,석교동,19,13460,False,1.41,0.779
"예술, 스포츠 및 여가관련 서비스업",30230560,대덕구,석봉동,35,15634,False,2.24,1.305
"예술, 스포츠 및 여가관련 서비스업",30110665,동구,성남동,19,10323,False,1.84,0.785
"예술, 스포츠 및 여가관련 서비스업",30230543,대덕구,송촌동,93,26730,False,3.48,1.8
"예술, 스포츠 및 여가관련 서비스업",30200550,유성구,신성동,80,25502,False,3.14,1.093
"예술, 스포츠 및 여가관련 서비스업",30110545,동구,신인동,19,14690,False,1.29,1.04
"예술, 스포츠 및 여가관련 서비스업",30230550,대덕구,신탄진동,40,15890,False,2.52,1.05
"예술, 스포츠 및 여가관련 서비스업",30140670,중구,오류동,54,9742,False,5.54,1.33
"예술, 스포츠 및 여가관련 서비스업",30230510,대덕구,오정동,47,13051,False,3.6,0.919
"예술, 스포츠 및 여가관련 서비스업",30200530,유성구,온천1동,123,26687,False,4.61,0.819
"예술, 스포츠 및 여가관련 서비스업",30200540,유성구,온천2동,152,40717,False,3.73,1.179
"예술, 스포츠 및 여가관련 서비스업",30140655,중구,용두동,12,9762,False,1.23,0.491
"예술, 스포츠 및 여가관련 서비스업",30170550,서구,용문동,26,19171,False,1.36,0.763
"예술, 스포츠 및 여가관련 서비스업",30110560,동구,용운동,56,20730,False,2.7,1.403
"예술, 스포츠 및 여가관련 서비스업",30110640,동구,용전동,56,19567,False,2.86,0.915
"예술, 스포츠 및 여가관련 서비스업",30200610,유성구,원신흥동,20,32273,False,0.62,0.41
"예술, 스포츠 및 여가관련 서비스업",30170586,서구,월평1동,56,10988,False,5.1,0.97
"예술, 스포츠 및 여가관련 서비스업",30170587,서구,월평2동,72,13142,False,5.48,1.761
"예술, 스포츠 및 여가관련 서비스업",30170588,서구,월평3동,3,19633,False,0.15,0.389
"예술, 스포츠 및 여가관련 서비스업",30140700,중구,유천1동,51,5726,False,8.91,1.635
"예술, 스포츠 및 여가관련 서비스업",30140710,중구,유천2동,35,12392,False,2.82,1.09
"예술, 스포츠 및 여가관련 서비스업",30140535,중구,은행선화동,80,24072,False,3.32,0.871
"예술, 스포츠 및 여가관련 서비스업",30110590,동구,자양동,43,10738,False,4.0,1.37
"예술, 스포츠 및 여가관련 서비스업",30200570,유성구,전민동,72,25289,False,2.85,1.282
"예술, 스포츠 및 여가관련 서비스업",30170535,서구,정림동,30,14475,False,2.07,1.13
"예술, 스포츠 및 여가관련 서비스업",30230546,대덕구,중리동,104,17541,False,5.93,1.397
"예술, 스포츠 및 여가관련 서비스업",30110515,동구,중앙동,29,3284,False,8.83,0.33
"예술, 스포츠 및 여가관련 서비스업",30140560,중구,중촌동,30,14932,False,2.01,1.012
"예술, 스포츠 및 여가관련 서비스업",30200520,유성구,진잠동,57,24825,False,2.3,1.018
"예술, 스포츠 및 여가관련 서비스업",30170555,서구,탄방동,120,31149,False,3.85,0.946
"예술, 스포츠 및 여가관련 서비스업",30140680,중구,태평1동,28,12004,False,2.33,1.051
"예술, 스포츠 및 여가관련 서비스업",30140690,중구,태평2동,15,23217,False,0.65,0.758
"예술, 스포츠 및 여가관련 서비스업",30110551,동구,판암1동,18,11601,False,1.55,0.998
"예술, 스포츠 및 여가관련 서비스업",30110552,동구,판암2동,6,7601,False,0.79,0.821
"예술, 스포츠 및 여가관련 서비스업",30200526,유성구,학하동,42,20609,False,2.04,0.893
"예술, 스포츠 및 여가관련 서비스업",30110670,동구,홍도동,33,10759,False,3.07,1.416
"예술, 스포츠 및 여가관련 서비스업",30230525,대덕구,회덕동,20,12035,False,1.66,0.92
"예술, 스포츠 및 여가관련 서비스업",30110530,동구,효동,70,29268,False,2.39,1.3
음식점업,30170590,서구,가수원동,119,9875,False,12.05,0.914
음식점업,30110620,동구,가양1동,204,12670,False,16.1,1.122
음식점업,30110630,동구,가양2동,273,17985,False,15.18,1.032
음식점업,30170570,서구,가장동,80,10313,False,7.76,0.736
음식점업,30170581,서구,갈마1동,357,20553,False,17.37,1.043
음식점업,30170582,서구,갈마2동,409,22980,False,17.8,1.106
음식점업,30170596,서구,관저1동,169,14339,False,11.79,1.047
음식점업,30170597,서구,관저2동,621,47072,False,13.19,1.118
음식점업,30200600,유성구,관평동,641,37715,False,17.0,1.175
음식점업,30170560,서구,괴정동,540,18068,False,29.89,0.938
음식점업,30200580,유성구,구즉동,336,32567,False,10.32,1.339
음식점업,30170600,서구,기성동,49,3221,False,15.21,0.836
음식점업,30170575,서구,내동,131,21507,False,6.09,0.676
음식점업,30200546,유성구,노은1동,372,20549,False,18.1,1.009
음식점업,30200547,유성구,노은2동,210,23001,False,9.13,0.989
음식점업,30200548,유성구,노은3동,350,35391,False,9.89,1.04
음식점업,30110585,동구,대동,176,13251,False,13.28,1.014
음식점업,30140630,중구,대사동,172,5166,False,33.29,1.278
음식점업,30110725,동구,대청동,79,2086,False,37.87,2.128
음식점업,30230520,대덕구,대화동,84,5213,False,16.11,0.555
음식점업,30140575,중구,대흥동,610,12082,False,50.49,1.165
음식점업,30230570,대덕구,덕암동,173,12275,False,14.09,1.002
음식점업,30170520,서구,도마1동,351,17913,False,19.59,0.959
음식점업,30170530,서구,도마2동,199,19192,False,10.37,0.885
음식점업,30170593,서구,도안동,613,36402,False,16.84,0.984
음식점업,30170630,서구,둔산1동,420,16243,False,25.86,0.684
음식점업,30170640,서구,둔산2동,714,34031,False,20.98,0.829
음식점업,30170660,서구,둔산3동,200,18559,False,10.78,0.935
음식점업,30170650,서구,만년동,232,11901,False,19.49,0.945
음식점업,30140550,중구,목동,121,17347,False,6.98,0.854
음식점업,30230580,대덕구,목상동,134,5779,False,23.19,1.216
음식점업,30140605,중구,문창동,151,4057,False,37.22,0.971
음식점업,30140720,중구,문화1동,192,20041,False,9.58,0.971
음식점업,30140730,중구,문화2동,106,10964,False,9.67,0.897
음식점업,30230600,대덕구,법1동,43,12040,False,3.57,0.854
음식점업,30230610,대덕구,법2동,94,14312,False,6.57,1.05
음식점업,30170540,서구,변동,139,12149,False,11.44,0.719
음식점업,30170510,서구,복수동,203,20740,False,9.79,1.085
음식점업,30140640,중구,부사동,157,5822,False,26.97,1.083
음식점업,30230533,대덕구,비래동,175,14290,False,12.25,1.005
음식점업,30110740,동구,산내동,180,20873,False,8.62,0.971
음식점업,30140740,중구,산성동,315,24206,False,13.01,0.837
음식점업,30110695,동구,삼성동,113,12893,False,8.76,0.53
음식점업,30200527,유성구,상대동,168,24937,False,6.74,0.895
음식점업,30140620,중구,석교동,128,13460,False,9.51,0.814
음식점업,30230560,대덕구,석봉동,203,15634,False,12.98,1.174
음식점업,30110665,동구,성남동,154,10323,False,14.92,0.986
음식점업,30230543,대덕구,송촌동,412,26730,False,15.41,1.237
음식점업,30200550,유성구,신성동,590,25502,False,23.14,1.25
음식점업,30110545,동구,신인동,117,14690,False,7.96,0.993
음식점업,30230550,대덕구,신탄진동,362,15890,False,22.78,1.474
음식점업,30140670,중구,오류동,329,9742,False,33.77,1.256
음식점업,30230510,대덕구,오정동,301,13051,False,23.06,0.912
음식점업,30200530,유성구,온천1동,1106,26687,False,41.44,1.142
음식점업,30200540,유성구,온천2동,1080,40717,False,26.52,1.3
음식점업,30140655,중구,용두동,124,9762,False,12.7,0.787
음식점업,30170550,서구,용문동,175,19171,False,9.13,0.796
음식점업,30110560,동구,용운동,272,20730,False,13.12,1.057
음식점업,30110640,동구,용전동,371,19567,False,18.96,0.94
음식점업,30200610,유성구,원신흥동,246,32273,False,7.62,0.783
음식점업,30170586,서구,월평1동,388,10988,False,35.31,1.042
음식점업,30170587,서구,월평2동,200,13142,False,15.22,0.759
음식점업,30170588,서구,월평3동,31,19633,False,1.58,0.623
음식점업,30140700,중구,유천1동,249,5726,False,43.49,1.238
음식점업,30140710,중구,유천2동,201,12392,False,16.22,0.971
음식점업,30140535,중구,은행선화동,558,24072,False,23.18,0.942
음식점업,30110590,동구,자양동,281,10738,False,26.17,1.389
음식점업,30200570,유성구,전민동,426,25289,False,16.85,1.177
음식점업,30170535,서구,정림동,161,14475,False,11.12,0.941
음식점업,30230546,대덕구,중리동,543,17541,False,30.96,1.131
음식점업,30110515,동구,중앙동,412,3284,False,125.46,0.728
음식점업,30140560,중구,중촌동,176,14932,False,11.79,0.921
음식점업,30200520,유성구,진잠동,297,24825,False,11.96,0.822
음식점업,30170555,서구,탄방동,657,31149,False,21.09,0.803
음식점업,30140680,중구,태평1동,170,12004,False,14.16,0.99
음식점업,30140690,중구,태평2동,95,23217,False,4.09,0.745
음식점업,30110551,동구,판암1동,115,11601,False,9.91,0.988
음식점업,30110552,동구,판암2동,57,7601,False,7.5,1.209
음식점업,30200526,유성구,학하동,328,20609,False,15.92,1.082
음식점업,30110670,동구,홍도동,171,10759,False,15.89,1.138
음식점업,30230525,대덕구,회덕동,138,12035,False,11.47,0.984
음식점업,30110530,동구,효동,356,29268,False,12.16,1.025
"전문, 과학 및 기술 서비스업",30170590,서구,가수원동,20,9875,False,2.03,0.52
"전문, 과학 및 기술 서비스업",30110620,동구,가양1동,43,12670,False,3.39,0.801
"전문, 과학 및 기술 서비스업",30110630,동구,가양2동,44,17985,False,2.45,0.563
