period,dong_code,district,dong,category,store_count
2025-03-01,30140720,중구,문화1동,교육 서비스업,69
2025-03-01,30140720,중구,문화1동,보건의료업,30
2025-03-01,30140720,중구,문화1동,부동산업,9
2025-03-01,30140720,중구,문화1동,"사업시설 관리, 사업 지원 및 임대 서비스업",28
2025-03-01,30140720,중구,문화1동,소매업,208
2025-03-01,30140720,중구,문화1동,수리 및 개인 서비스업,79
2025-03-01,30140720,중구,문화1동,숙박업,6
2025-03-01,30140720,중구,문화1동,"예술, 스포츠 및 여가관련 서비스업",28
2025-03-01,30140720,중구,문화1동,음식점업,196
2025-03-01,30140720,중구,문화1동,"전문, 과학 및 기술 서비스업",21
2025-03-01,30140730,중구,문화2동,교육 서비스업,31
2025-03-01,30140730,중구,문화2동,보건의료업,13
2025-03-01,30140730,중구,문화2동,부동산업,12
2025-03-01,30140730,중구,문화2동,"사업시설 관리, 사업 지원 및 임대 서비스업",10
2025-03-01,30140730,중구,문화2동,소매업,113
2025-03-01,30140730,중구,문화2동,수리 및 개인 서비스업,77
2025-03-01,30140730,중구,문화2동,숙박업,2
2025-03-01,30140730,중구,문화2동,"예술, 스포츠 및 여가관련 서비스업",15
2025-03-01,30140730,중구,문화2동,음식점업,112
2025-03-01,30140730,중구,문화2동,"전문, 과학 및 기술 서비스업",23
2025-03-01,30140740,중구,산성동,교육 서비스업,40
2025-03-01,30140740,중구,산성동,보건의료업,26
2025-03-01,30140740,중구,산성동,부동산업,37
2025-03-01,30140740,중구,산성동,"사업시설 관리, 사업 지원 및 임대 서비스업",93
2025-03-01,30140740,중구,산성동,소매업,397
2025-03-01,30140740,중구,산성동,수리 및 개인 서비스업,215
2025-03-01,30140740,중구,산성동,숙박업,12
2025-03-01,30140740,중구,산성동,"예술, 스포츠 및 여가관련 서비스업",59
2025-03-01,30140740,중구,산성동,음식점업,318
2025-03-01,30140740,중구,산성동,"전문, 과학 및 기술 서비스업",84
2025-03-01,30170510,서구,복수동,교육 서비스업,93
2025-03-01,30170510,서구,복수동,보건의료업,10
2025-03-01,30170510,서구,복수동,부동산업,16
2025-03-01,30170510,서구,복수동,"사업시설 관리, 사업 지원 및 임대 서비스업",25
2025-03-01,30170510,서구,복수동,소매업,122
2025-03-01,30170510,서구,복수동,수리 및 개인 서비스업,99
2025-03-01,30170510,서구,복수동,숙박업,0
2025-03-01,30170510,서구,복수동,"예술, 스포츠 및 여가관련 서비스업",38
2025-03-01,30170510,서구,복수동,음식점업,201
2025-03-01,30170510,서구,복수동,"전문, 과학 및 기술 서비스업",31
2025-03-01,30170520,서구,도마1동,교육 서비스업,53
2025-03-01,30170520,서구,도마1동,보건의료업,26
2025-03-01,30170520,서구,도마1동,부동산업,45
2025-03-01,30170520,서구,도마1동,"사업시설 관리, 사업 지원 및 임대 서비스업",45
2025-03-01,30170520,서구,도마1동,소매업,466
2025-03-01,30170520,서구,도마1동,수리 및 개인 서비스업,141
2025-03-01,30170520,서구,도마1동,숙박업,5
2025-03-01,30170520,서구,도마1동,"예술, 스포츠 및 여가관련 서비스업",42
2025-03-01,30170520,서구,도마1동,음식점업,350
2025-03-01,30170520,서구,도마1동,"전문, 과학 및 기술 서비스업",51
2025-03-01,30170530,서구,도마2동,교육 서비스업,38
2025-03-01,30170530,서구,도마2동,보건의료업,46
2025-03-01,30170530,서구,도마2동,부동산업,48
2025-03-01,30170530,서구,도마2동,"사업시설 관리, 사업 지원 및 임대 서비스업",34
2025-03-01,30170530,서구,도마2동,소매업,207
2025-03-01,30170530,서구,도마2동,수리 및 개인 서비스업,120
2025-03-01,30170530,서구,도마2동,숙박업,1
2025-03-01,30170530,서구,도마2동,"예술, 스포츠 및 여가관련 서비스업",25
2025-03-01,30170530,서구,도마2동,음식점업,195
2025-03-01,30170530,서구,도마2동,"전문, 과학 및 기술 서비스업",41
2025-03-01,30170535,서구,정림동,교육 서비스업,43
2025-03-01,30170535,서구,정림동,보건의료업,19
2025-03-01,30170535,서구,정림동,부동산업,9
2025-03-01,30170535,서구,정림동,"사업시설 관리, 사업 지원 및 임대 서비스업",11
2025-03-01,30170535,서구,정림동,소매업,165
2025-03-01,30170535,서구,정림동,수리 및 개인 서비스업,90
2025-03-01,30170535,서구,정림동,숙박업,0
2025-03-01,30170535,서구,정림동,"예술, 스포츠 및 여가관련 서비스업",31
2025-03-01,30170535,서구,정림동,음식점업,160
2025-03-01,30170535,서구,정림동,"전문, 과학 및 기술 서비스업",34
2025-03-01,30170540,서구,변동,교육 서비스업,24
2025-03-01,30170540,서구,변동,보건의료업,13
2025-03-01,30170540,서구,변동,부동산업,35
2025-03-01,30170540,서구,변동,"사업시설 관리, 사업 지원 및 임대 서비스업",63
2025-03-01,30170540,서구,변동,소매업,176
2025-03-01,30170540,서구,변동,수리 및 개인 서비스업,109
2025-03-01,30170540,서구,변동,숙박업,2
2025-03-01,30170540,서구,변동,"예술, 스포츠 및 여가관련 서비스업",19
2025-03-01,30170540,서구,변동,음식점업,142
2025-03-01,30170540,서구,변동,"전문, 과학 및 기술 서비스업",91
2025-03-01,30170550,서구,용문동,교육 서비스업,31
2025-03-01,30170550,서구,용문동,보건의료업,23
2025-03-01,30170550,서구,용문동,부동산업,50
2025-03-01,30170550,서구,용문동,"사업시설 관리, 사업 지원 및 임대 서비스업",44
2025-03-01,30170550,서구,용문동,소매업,176
2025-03-01,30170550,서구,용문동,수리 및 개인 서비스업,135
2025-03-01,30170550,서구,용문동,숙박업,17
2025-03-01,30170550,서구,용문동,"예술, 스포츠 및 여가관련 서비스업",27
2025-03-01,30170550,서구,용문동,음식점업,174
2025-03-01,30170550,서구,용문동,"전문, 과학 및 기술 서비스업",57
2025-03-01,30170555,서구,탄방동,교육 서비스업,239
2025-03-01,30170555,서구,탄방동,보건의료업,127
2025-03-01,30170555,서구,탄방동,부동산업,82
2025-03-01,30170555,서구,탄방동,"사업시설 관리, 사업 지원 및 임대 서비스업",129
2025-03-01,30170555,서구,탄방동,소매업,718
2025-03-01,30170555,서구,탄방동,수리 및 개인 서비스업,431
2025-03-01,30170555,서구,탄방동,숙박업,7
2025-03-01,30170555,서구,탄방동,"예술, 스포츠 및 여가관련 서비스업",111
2025-03-01,30170555,서구,탄방동,음식점업,671
2025-03-01,30170555,서구,탄방동,"전문, 과학 및 기술 서비스업",246
2025-03-01,30170560,서구,괴정동,교육 서비스업,79
2025-03-01,30170560,서구,괴정동,보건의료업,36
2025-03-01,30170560,서구,괴정동,부동산업,85
2025-03-01,30170560,서구,괴정동,"사업시설 관리, 사업 지원 및 임대 서비스업",82
2025-03-01,30170560,서구,괴정동,소매업,597
2025-03-01,30170560,서구,괴정동,수리 및 개인 서비스업,301
2025-03-01,30170560,서구,괴정동,숙박업,11
2025-03-01,30170560,서구,괴정동,"예술, 스포츠 및 여가관련 서비스업",82
2025-03-01,30170560,서구,괴정동,음식점업,559
2025-03-01,30170560,서구,괴정동,"전문, 과학 및 기술 서비스업",131
2025-03-01,30170570,서구,가장동,교육 서비스업,28
2025-03-01,30170570,서구,가장동,보건의료업,8
2025-03-01,30170570,서구,가장동,부동산업,15
2025-03-01,30170570,서구,가장동,"사업시설 관리, 사업 지원 및 임대 서비스업",23
2025-03-01,30170570,서구,가장동,소매업,103
2025-03-01,30170570,서구,가장동,수리 및 개인 서비스업,84
2025-03-01,30170570,서구,가장동,숙박업,0
2025-03-01,30170570,서구,가장동,"예술, 스포츠 및 여가관련 서비스업",16
2025-03-01,30170570,서구,가장동,음식점업,79
2025-03-01,30170570,서구,가장동,"전문, 과학 및 기술 서비스업",25
2025-03-01,30170575,서구,내동,교육 서비스업,79
2025-03-01,30170575,서구,내동,보건의료업,15
2025-03-01,30170575,서구,내동,부동산업,23
2025-03-01,30170575,서구,내동,"사업시설 관리, 사업 지원 및 임대 서비스업",29
2025-03-01,30170575,서구,내동,소매업,152
2025-03-01,30170575,서구,내동,수리 및 개인 서비스업,112
2025-03-01,30170575,서구,내동,숙박업,0
2025-03-01,30170575,서구,내동,"예술, 스포츠 및 여가관련 서비스업",20
2025-03-01,30170575,서구,내동,음식점업,132
2025-03-01,30170575,서구,내동,"전문, 과학 및 기술 서비스업",59
2025-03-01,30170581,서구,갈마1동,교육 서비스업,67
2025-03-01,30170581,서구,갈마1동,보건의료업,23
2025-03-01,30170581,서구,갈마1동,부동산업,39
2025-03-01,30170581,서구,갈마1동,"사업시설 관리, 사업 지원 및 임대 서비스업",57
2025-03-01,30170581,서구,갈마1동,소매업,242
2025-03-01,30170581,서구,갈마1동,수리 및 개인 서비스업,210
2025-03-01,30170581,서구,갈마1동,숙박업,10
2025-03-01,30170581,서구,갈마1동,"예술, 스포츠 및 여가관련 서비스업",48
2025-03-01,30170581,서구,갈마1동,음식점업,366
2025-03-01,30170581,서구,갈마1동,"전문, 과학 및 기술 서비스업",119
2025-03-01,30170582,서구,갈마2동,교육 서비스업,95
2025-03-01,30170582,서구,갈마2동,보건의료업,14
2025-03-01,30170582,서구,갈마2동,부동산업,38
2025-03-01,30170582,서구,갈마2동,"사업시설 관리, 사업 지원 및 임대 서비스업",73
2025-03-01,30170582,서구,갈마2동,소매업,228
2025-03-01,30170582,서구,갈마2동,수리 및 개인 서비스업,189
2025-03-01,30170582,서구,갈마2동,숙박업,2
2025-03-01,30170582,서구,갈마2동,"예술, 스포츠 및 여가관련 서비스업",76
2025-03-01,30170582,서구,갈마2동,음식점업,447
2025-03-01,30170582,서구,갈마2동,"전문, 과학 및 기술 서비스업",99
2025-03-01,30170586,서구,월평1동,교육 서비스업,47
2025-03-01,30170586,서구,월평1동,보건의료업,18
2025-03-01,30170586,서구,월평1동,부동산업,58
2025-03-01,30170586,서구,월평1동,"사업시설 관리, 사업 지원 및 임대 서비스업",95
2025-03-01,30170586,서구,월평1동,소매업,247
2025-03-01,30170586,서구,월평1동,수리 및 개인 서비스업,215
2025-03-01,30170586,서구,월평1동,숙박업,15
2025-03-01,30170586,서구,월평1동,"예술, 스포츠 및 여가관련 서비스업",60
2025-03-01,30170586,서구,월평1동,음식점업,405
2025-03-01,30170586,서구,월평1동,"전문, 과학 및 기술 서비스업",116
2025-03-01,30170587,서구,월평2동,교육 서비스업,121
2025-03-01,30170587,서구,월평2동,보건의료업,48
2025-03-01,30170587,서구,월평2동,부동산업,14
2025-03-01,30170587,서구,월평2동,"사업시설 관리, 사업 지원 및 임대 서비스업",42
2025-03-01,30170587,서구,월평2동,소매업,139
2025-03-01,30170587,서구,월평2동,수리 및 개인 서비스업,61
2025-03-01,30170587,서구,월평2동,숙박업,6
2025-03-01,30170587,서구,월평2동,"예술, 스포츠 및 여가관련 서비스업",72
2025-03-01,30170587,서구,월평2동,음식점업,199
2025-03-01,30170587,서구,월평2동,"전문, 과학 및 기술 서비스업",149
2025-03-01,30170588,서구,월평3동,교육 서비스업,17
2025-03-01,30170588,서구,월평3동,보건의료업,0
2025-03-01,30170588,서구,월평3동,부동산업,2
2025-03-01,30170588,서구,월평3동,"사업시설 관리, 사업 지원 및 임대 서비스업",2
2025-03-01,30170588,서구,월평3동,소매업,28
2025-03-01,30170588,서구,월평3동,수리 및 개인 서비스업,16
2025-03-01,30170588,서구,월평3동,숙박업,0
2025-03-01,30170588,서구,월평3동,"예술, 스포츠 및 여가관련 서비스업",2
2025-03-01,30170588,서구,월평3동,음식점업,33
2025-03-01,30170588,서구,월평3동,"전문, 과학 및 기술 서비스업",1
2025-03-01,30170590,서구,가수원동,교육 서비스업,27
2025-03-01,30170590,서구,가수원동,보건의료업,8
2025-03-01,30170590,서구,가수원동,부동산업,18
2025-03-01,30170590,서구,가수원동,"사업시설 관리, 사업 지원 및 임대 서비스업",40
2025-03-01,30170590,서구,가수원동,소매업,113
2025-03-01,30170590,서구,가수원동,수리 및 개인 서비스업,76
2025-03-01,30170590,서구,가수원동,숙박업,1
2025-03-01,30170590,서구,가수원동,"예술, 스포츠 및 여가관련 서비스업",17
2025-03-01,30170590,서구,가수원동,음식점업,118
2025-03-01,30170590,서구,가수원동,"전문, 과학 및 기술 서비스업",20
2025-03-01,30170593,서구,도안동,교육 서비스업,288
2025-03-01,30170593,서구,도안동,보건의료업,37
2025-03-01,30170593,서구,도안동,부동산업,82
2025-03-01,30170593,서구,도안동,"사업시설 관리, 사업 지원 및 임대 서비스업",72
2025-03-01,30170593,서구,도안동,소매업,376
2025-03-01,30170593,서구,도안동,수리 및 개인 서비스업,300
2025-03-01,30170593,서구,도안동,숙박업,2
2025-03-01,30170593,서구,도안동,"예술, 스포츠 및 여가관련 서비스업",106
2025-03-01,30170593,서구,도안동,음식점업,630
2025-03-01,30170593,서구,도안동,"전문, 과학 및 기술 서비스업",194
2025-03-01,30170596,서구,관저1동,교육 서비스업,33
2025-03-01,30170596,서구,관저1동,보건의료업,23
2025-03-01,30170596,서구,관저1동,부동산업,28
2025-03-01,30170596,서구,관저1동,"사업시설 관리, 사업 지원 및 임대 서비스업",12
2025-03-01,30170596,서구,관저1동,소매업,113
2025-03-01,30170596,서구,관저1동,수리 및 개인 서비스업,74
2025-03-01,30170596,서구,관저1동,숙박업,0
2025-03-01,30170596,서구,관저1동,"예술, 스포츠 및 여가관련 서비스업",37
2025-03-01,30170596,서구,관저1동,음식점업,185
2025-03-01,30170596,서구,관저1동,"전문, 과학 및 기술 서비스업",30
2025-03-01,30170597,서구,관저2동,교육 서비스업,243
2025-03-01,30170597,서구,관저2동,보건의료업,72
2025-03-01,30170597,서구,관저2동,부동산업,67
2025-03-01,30170597,서구,관저2동,"사업시설 관리, 사업 지원 및 임대 서비스업",25
2025-03-01,30170597,서구,관저2동,소매업,346
2025-03-01,30170597,서구,관저2동,수리 및 개인 서비스업,260
2025-03-01,30170597,서구,관저2동,숙박업,1
2025-03-01,30170597,서구,관저2동,"예술, 스포츠 및 여가관련 서비스업",117
2025-03-01,30170597,서구,관저2동,음식점업,622
2025-03-01,30170597,서구,관저2동,"전문, 과학 및 기술 서비스업",95
2025-03-01,30170600,서구,기성동,교육 서비스업,7
2025-03-01,30170600,서구,기성동,보건의료업,4
2025-03-01,30170600,서구,기성동,부동산업,5
2025-03-01,30170600,서구,기성동,"사업시설 관리, 사업 지원 및 임대 서비스업",10
2025-03-01,30170600,서구,기성동,소매업,58
2025-03-01,30170600,서구,기성동,수리 및 개인 서비스업,11
2025-03-01,30170600,서구,기성동,숙박업,35
2025-03-01,30170600,서구,기성동,"예술, 스포츠 및 여가관련 서비스업",7
2025-03-01,30170600,서구,기성동,음식점업,51
2025-03-01,30170600,서구,기성동,"전문, 과학 및 기술 서비스업",8
2025-03-01,30170630,서구,둔산1동,교육 서비스업,347
2025-03-01,30170630,서구,둔산1동,보건의료업,110
2025-03-01,30170630,서구,둔산1동,부동산업,82
2025-03-01,30170630,서구,둔산1동,"사업시설 관리, 사업 지원 및 임대 서비스업",67
2025-03-01,30170630,서구,둔산1동,소매업,174
2025-03-01,30170630,서구,둔산1동,수리 및 개인 서비스업,106
2025-03-01,30170630,서구,둔산1동,숙박업,12
2025-03-01,30170630,서구,둔산1동,"예술, 스포츠 및 여가관련 서비스업",78
2025-03-01,30170630,서구,둔산1동,음식점업,432
2025-03-01,30170630,서구,둔산1동,"전문, 과학 및 기술 서비스업",641
2025-03-01,30170640,서구,둔산2동,교육 서비스업,211
2025-03-01,30170640,서구,둔산2동,보건의료업,234
2025-03-01,30170640,서구,둔산2동,부동산업,54
2025-03-01,30170640,서구,둔산2동,"사업시설 관리, 사업 지원 및 임대 서비스업",88
2025-03-01,30170640,서구,둔산2동,소매업,731
2025-03-01,30170640,서구,둔산2동,수리 및 개인 서비스업,239
2025-03-01,30170640,서구,둔산2동,숙박업,22
2025-03-01,30170640,서구,둔산2동,"예술, 스포츠 및 여가관련 서비스업",142
2025-03-01,30170640,서구,둔산2동,음식점업,741
2025-03-01,30170640,서구,둔산2동,"전문, 과학 및 기술 서비스업",458
2025-03-01,30170650,서구,만년동,교육 서비스업,62
2025-03-01,30170650,서구,만년동,보건의료업,14
2025-03-01,30170650,서구,만년동,부동산업,25
2025-03-01,30170650,서구,만년동,"사업시설 관리, 사업 지원 및 임대 서비스업",54
2025-03-01,30170650,서구,만년동,소매업,164
2025-03-01,30170650,서구,만년동,수리 및 개인 서비스업,78
2025-03-01,30170650,서구,만년동,숙박업,3
2025-03-01,30170650,서구,만년동,"예술, 스포츠 및 여가관련 서비스업",29
2025-03-01,30170650,서구,만년동,음식점업,239
2025-03-01,30170650,서구,만년동,"전문, 과학 및 기술 서비스업",140
2025-03-01,30170660,서구,둔산3동,교육 서비스업,81
2025-03-01,30170660,서구,둔산3동,보건의료업,13
2025-03-01,30170660,서구,둔산3동,부동산업,18
2025-03-01,30170660,서구,둔산3동,"사업시설 관리, 사업 지원 및 임대 서비스업",15
2025-03-01,30170660,서구,둔산3동,소매업,227
2025-03-01,30170660,서구,둔산3동,수리 및 개인 서비스업,96
2025-03-01,30170660,서구,둔산3동,숙박업,0
2025-03-01,30170660,서구,둔산3동,"예술, 스포츠 및 여가관련 서비스업",36
2025-03-01,30170660,서구,둔산3동,음식점업,205
2025-03-01,30170660,서구,둔산3동,"전문, 과학 및 기술 서비스업",34
2025-03-01,30200520,유성구,진잠동,교육 서비스업,55
2025-03-01,30200520,유성구,진잠동,보건의료업,9
2025-03-01,30200520,유성구,진잠동,부동산업,46
2025-03-01,30200520,유성구,진잠동,"사업시설 관리, 사업 지원 및 임대 서비스업",67
2025-03-01,30200520,유성구,진잠동,소매업,407
2025-03-01,30200520,유성구,진잠동,수리 및 개인 서비스업,167
2025-03-01,30200520,유성구,진잠동,숙박업,4
2025-03-01,30200520,유성구,진잠동,"예술, 스포츠 및 여가관련 서비스업",54
2025-03-01,30200520,유성구,진잠동,음식점업,318
2025-03-01,30200520,유성구,진잠동,"전문, 과학 및 기술 서비스업",88
2025-03-01,30200526,유성구,학하동,교육 서비스업,50
2025-03-01,30200526,유성구,학하동,보건의료업,7
2025-03-01,30200526,유성구,학하동,부동산업,78
2025-03-01,30200526,유성구,학하동,"사업시설 관리, 사업 지원 및 임대 서비스업",75
2025-03-01,30200526,유성구,학하동,소매업,174
2025-03-01,30200526,유성구,학하동,수리 및 개인 서비스업,128
2025-03-01,30200526,유성구,학하동,숙박업,3
2025-03-01,30200526,유성구,학하동,"예술, 스포츠 및 여가관련 서비스업",42
2025-03-01,30200526,유성구,학하동,음식점업,335
2025-03-01,30200526,유성구,학하동,"전문, 과학 및 기술 서비스업",127
2025-03-01,30200527,유성구,상대동,교육 서비스업,63
2025-03-01,30200527,유성구,상대동,보건의료업,9
2025-03-01,30200527,유성구,상대동,부동산업,23
2025-03-01,30200527,유성구,상대동,"사업시설 관리, 사업 지원 및 임대 서비스업",12
2025-03-01,30200527,유성구,상대동,소매업,87
2025-03-01,30200527,유성구,상대동,수리 및 개인 서비스업,81
2025-03-01,30200527,유성구,상대동,숙박업,1
2025-03-01,30200527,유성구,상대동,"예술, 스포츠 및 여가관련 서비스업",15
2025-03-01,30200527,유성구,상대동,음식점업,157
2025-03-01,30200527,유성구,상대동,"전문, 과학 및 기술 서비스업",85
2025-03-01,30200530,유성구,온천1동,교육 서비스업,112
2025-03-01,30200530,유성구,온천1동,보건의료업,56
2025-03-01,30200530,유성구,온천1동,부동산업,176
2025-03-01,30200530,유성구,온천1동,"사업시설 관리, 사업 지원 및 임대 서비스업",162
2025-03-01,30200530,유성구,온천1동,소매업,691
2025-03-01,30200530,유성구,온천1동,수리 및 개인 서비스업,443
2025-03-01,30200530,유성구,온천1동,숙박업,93
2025-03-01,30200530,유성구,온천1동,"예술, 스포츠 및 여가관련 서비스업",128
2025-03-01,30200530,유성구,온천1동,음식점업,1133
2025-03-01,30200530,유성구,온천1동,"전문, 과학 및 기술 서비스업",390
2025-03-01,30200540,유성구,온천2동,교육 서비스업,155
2025-03-01,30200540,유성구,온천2동,보건의료업,10
2025-03-01,30200540,유성구,온천2동,부동산업,113
2025-03-01,30200540,유성구,온천2동,"사업시설 관리, 사업 지원 및 임대 서비스업",130
2025-03-01,30200540,유성구,온천2동,소매업,615
2025-03-01,30200540,유성구,온천2동,수리 및 개인 서비스업,300
2025-03-01,30200540,유성구,온천2동,숙박업,17
2025-03-01,30200540,유성구,온천2동,"예술, 스포츠 및 여가관련 서비스업",153
2025-03-01,30200540,유성구,온천2동,음식점업,1143
2025-03-01,30200540,유성구,온천2동,"전문, 과학 및 기술 서비스업",273
2025-03-01,30200546,유성구,노은1동,교육 서비스업,120
2025-03-01,30200546,유성구,노은1동,보건의료업,10
2025-03-01,30200546,유성구,노은1동,부동산업,31
2025-03-01,30200546,유성구,노은1동,"사업시설 관리, 사업 지원 및 임대 서비스업",40
2025-03-01,30200546,유성구,노은1동,소매업,309
2025-03-01,30200546,유성구,노은1동,수리 및 개인 서비스업,179
2025-03-01,30200546,유성구,노은1동,숙박업,2
2025-03-01,30200546,유성구,노은1동,"예술, 스포츠 및 여가관련 서비스업",61
2025-03-01,30200546,유성구,노은1동,음식점업,389
2025-03-01,30200546,유성구,노은1동,"전문, 과학 및 기술 서비스업",97
2025-03-01,30200547,유성구,노은2동,교육 서비스업,76
2025-03-01,30200547,유성구,노은2동,보건의료업,14
2025-03-01,30200547,유성구,노은2동,부동산업,26
2025-03-01,30200547,유성구,노은2동,"사업시설 관리, 사업 지원 및 임대 서비스업",23
2025-03-01,30200547,유성구,노은2동,소매업,163
2025-03-01,30200547,유성구,노은2동,수리 및 개인 서비스업,63
2025-03-01,30200547,유성구,노은2동,숙박업,2
2025-03-01,30200547,유성구,노은2동,"예술, 스포츠 및 여가관련 서비스업",53
2025-03-01,30200547,유성구,노은2동,음식점업,225
2025-03-01,30200547,유성구,노은2동,"전문, 과학 및 기술 서비스업",55
2025-03-01,30200548,유성구,노은3동,교육 서비스업,144
2025-03-01,30200548,유성구,노은3동,보건의료업,20
2025-03-01,30200548,유성구,노은3동,부동산업,33
2025-03-01,30200548,유성구,노은3동,"사업시설 관리, 사업 지원 및 임대 서비스업",21
2025-03-01,30200548,유성구,노은3동,소매업,233
2025-03-01,30200548,유성구,노은3동,수리 및 개인 서비스업,151
2025-03-01,30200548,유성구,노은3동,숙박업,0
2025-03-01,30200548,유성구,노은3동,"예술, 스포츠 및 여가관련 서비스업",55
2025-03-01,30200548,유성구,노은3동,음식점업,361
2025-03-01,30200548,유성구,노은3동,"전문, 과학 및 기술 서비스업",82
2025-03-01,30200550,유성구,신성동,교육 서비스업,72
2025-03-01,30200550,유성구,신성동,보건의료업,9
2025-03-01,30200550,유성구,신성동,부동산업,49
2025-03-01,30200550,유성구,신성동,"사업시설 관리, 사업 지원 및 임대 서비스업",55
2025-03-01,30200550,유성구,신성동,소매업,496
2025-03-01,30200550,유성구,신성동,수리 및 개인 서비스업,121
2025-03-01,30200550,유성구,신성동,숙박업,8
2025-03-01,30200550,유성구,신성동,"예술, 스포츠 및 여가관련 서비스업",79
2025-03-01,30200550,유성구,신성동,음식점업,596
2025-03-01,30200550,유성구,신성동,"전문, 과학 및 기술 서비스업",119
2025-03-01,30200570,유성구,전민동,교육 서비스업,66
2025-03-01,30200570,유성구,전민동,보건의료업,10
2025-03-01,30200570,유성구,전민동,부동산업,29
2025-03-01,30200570,유성구,전민동,"사업시설 관리, 사업 지원 및 임대 서비스업",16
2025-03-01,30200570,유성구,전민동,소매업,402
2025-03-01,30200570,유성구,전민동,수리 및 개인 서비스업,121
2025-03-01,30200570,유성구,전민동,숙박업,1
2025-03-01,30200570,유성구,전민동,"예술, 스포츠 및 여가관련 서비스업",71
2025-03-01,30200570,유성구,전민동,음식점업,443
2025-03-01,30200570,유성구,전민동,"전문, 과학 및 기술 서비스업",66
2025-03-01,30200580,유성구,구즉동,교육 서비스업,46
2025-03-01,30200580,유성구,구즉동,보건의료업,5
2025-03-01,30200580,유성구,구즉동,부동산업,26
2025-03-01,30200580,유성구,구즉동,"사업시설 관리, 사업 지원 및 임대 서비스업",11
2025-03-01,30200580,유성구,구즉동,소매업,183
2025-03-01,30200580,유성구,구즉동,수리 및 개인 서비스업,112
2025-03-01,30200580,유성구,구즉동,숙박업,0
2025-03-01,30200580,유성구,구즉동,"예술, 스포츠 및 여가관련 서비스업",49
2025-03-01,30200580,유성구,구즉동,음식점업,330
2025-03-01,30200580,유성구,구즉동,"전문, 과학 및 기술 서비스업",30
2025-03-01,30200600,유성구,관평동,교육 서비스업,138
2025-03-01,30200600,유성구,관평동,보건의료업,28
2025-03-01,30200600,유성구,관평동,부동산업,41
2025-03-01,30200600,유성구,관평동,"사업시설 관리, 사업 지원 및 임대 서비스업",46
2025-03-01,30200600,유성구,관평동,소매업,450
2025-03-01,30200600,유성구,관평동,수리 및 개인 서비스업,169
2025-03-01,30200600,유성구,관평동,숙박업,4
2025-03-01,30200600,유성구,관평동,"예술, 스포츠 및 여가관련 서비스업",83
2025-03-01,30200600,유성구,관평동,음식점업,627
2025-03-01,30200600,유성구,관평동,"전문, 과학 및 기술 서비스업",166
2025-03-01,30200610,유성구,원신흥동,교육 서비스업,113
2025-03-01,30200610,유성구,원신흥동,보건의료업,27
2025-03-01,30200610,유성구,원신흥동,부동산업,39
2025-03-01,30200610,유성구,원신흥동,"사업시설 관리, 사업 지원 및 임대 서비스업",30
2025-03-01,30200610,유성구,원신흥동,소매업,213
2025-03-01,30200610,유성구,원신흥동,수리 및 개인 서비스업,236
2025-03-01,30200610,유성구,원신흥동,숙박업,0
2025-03-01,30200610,유성구,원신흥동,"예술, 스포츠 및 여가관련 서비스업",21
2025-03-01,30200610,유성구,원신흥동,음식점업,259
2025-03-01,30200610,유성구,원신흥동,"전문, 과학 및 기술 서비스업",70
2025-03-01,30230510,대덕구,오정동,교육 서비스업,44
2025-03-01,30230510,대덕구,오정동,보건의료업,4
2025-03-01,30230510,대덕구,오정동,부동산업,37
2025-03-01,30230510,대덕구,오정동,"사업시설 관리, 사업 지원 및 임대 서비스업",83
2025-03-01,30230510,대덕구,오정동,소매업,305
2025-03-01,30230510,대덕구,오정동,수리 및 개인 서비스업,147
2025-03-01,30230510,대덕구,오정동,숙박업,2
2025-03-01,30230510,대덕구,오정동,"예술, 스포츠 및 여가관련 서비스업",47
2025-03-01,30230510,대덕구,오정동,음식점업,309
2025-03-01,30230510,대덕구,오정동,"전문, 과학 및 기술 서비스업",123
2025-03-01,30230520,대덕구,대화동,교육 서비스업,12
2025-03-01,30230520,대덕구,대화동,보건의료업,0
2025-03-01,30230520,대덕구,대화동,부동산업,14
2025-03-01,30230520,대덕구,대화동,"사업시설 관리, 사업 지원 및 임대 서비스업",48
2025-03-01,30230520,대덕구,대화동,소매업,146
2025-03-01,30230520,대덕구,대화동,수리 및 개인 서비스업,64
2025-03-01,30230520,대덕구,대화동,숙박업,1
2025-03-01,30230520,대덕구,대화동,"예술, 스포츠 및 여가관련 서비스업",4
2025-03-01,30230520,대덕구,대화동,음식점업,88
2025-03-01,30230520,대덕구,대화동,"전문, 과학 및 기술 서비스업",140
2025-03-01,30230525,대덕구,회덕동,교육 서비스업,7
2025-03-01,30230525,대덕구,회덕동,보건의료업,2
2025-03-01,30230525,대덕구,회덕동,부동산업,14
2025-03-01,30230525,대덕구,회덕동,"사업시설 관리, 사업 지원 및 임대 서비스업",24
2025-03-01,30230525,대덕구,회덕동,소매업,138
2025-03-01,30230525,대덕구,회덕동,수리 및 개인 서비스업,101
2025-03-01,30230525,대덕구,회덕동,숙박업,2
2025-03-01,30230525,대덕구,회덕동,"예술, 스포츠 및 여가관련 서비스업",19
2025-03-01,30230525,대덕구,회덕동,음식점업,135
2025-03-01,30230525,대덕구,회덕동,"전문, 과학 및 기술 서비스업",21
2025-03-01,30230533,대덕구,비래동,교육 서비스업,14
2025-03-01,30230533,대덕구,비래동,보건의료업,5
