period,dong_code,district,dong,category,store_count
2024-03-01,30230610,대덕구,법2동,음식점업,101
2024-03-01,30230610,대덕구,법2동,"전문, 과학 및 기술 서비스업",12
2024-06-01,30110515,동구,중앙동,교육 서비스업,23
2024-06-01,30110515,동구,중앙동,보건의료업,14
2024-06-01,30110515,동구,중앙동,부동산업,26
2024-06-01,30110515,동구,중앙동,"사업시설 관리, 사업 지원 및 임대 서비스업",45
2024-06-01,30110515,동구,중앙동,소매업,894
2024-06-01,30110515,동구,중앙동,수리 및 개인 서비스업,102
2024-06-01,30110515,동구,중앙동,숙박업,64
2024-06-01,30110515,동구,중앙동,"예술, 스포츠 및 여가관련 서비스업",29
2024-06-01,30110515,동구,중앙동,음식점업,387
2024-06-01,30110515,동구,중앙동,"전문, 과학 및 기술 서비스업",174
2024-06-01,30110530,동구,효동,교육 서비스업,67
2024-06-01,30110530,동구,효동,보건의료업,12
2024-06-01,30110530,동구,효동,부동산업,35
2024-06-01,30110530,동구,효동,"사업시설 관리, 사업 지원 및 임대 서비스업",10
2024-06-01,30110530,동구,효동,소매업,282
2024-06-01,30110530,동구,효동,수리 및 개인 서비스업,137
2024-06-01,30110530,동구,효동,숙박업,1
2024-06-01,30110530,동구,효동,"예술, 스포츠 및 여가관련 서비스업",69
2024-06-01,30110530,동구,효동,음식점업,360
2024-06-01,30110530,동구,효동,"전문, 과학 및 기술 서비스업",36
2024-06-01,30110545,동구,신인동,교육 서비스업,17
2024-06-01,30110545,동구,신인동,보건의료업,2
2024-06-01,30110545,동구,신인동,부동산업,18
2024-06-01,30110545,동구,신인동,"사업시설 관리, 사업 지원 및 임대 서비스업",8
2024-06-01,30110545,동구,신인동,소매업,77
2024-06-01,30110545,동구,신인동,수리 및 개인 서비스업,59
2024-06-01,30110545,동구,신인동,숙박업,2
2024-06-01,30110545,동구,신인동,"예술, 스포츠 및 여가관련 서비스업",17
2024-06-01,30110545,동구,신인동,음식점업,111
2024-06-01,30110545,동구,신인동,"전문, 과학 및 기술 서비스업",18
2024-06-01,30110551,동구,판암1동,교육 서비스업,7
2024-06-01,30110551,동구,판암1동,보건의료업,9
2024-06-01,30110551,동구,판암1동,부동산업,16
2024-06-01,30110551,동구,판암1동,"사업시설 관리, 사업 지원 및 임대 서비스업",11
2024-06-01,30110551,동구,판암1동,소매업,76
2024-06-01,30110551,동구,판암1동,수리 및 개인 서비스업,50
2024-06-01,30110551,동구,판암1동,숙박업,0
2024-06-01,30110551,동구,판암1동,"예술, 스포츠 및 여가관련 서비스업",16
2024-06-01,30110551,동구,판암1동,음식점업,91
2024-06-01,30110551,동구,판암1동,"전문, 과학 및 기술 서비스업",12
2024-06-01,30110552,동구,판암2동,교육 서비스업,1
2024-06-01,30110552,동구,판암2동,보건의료업,1
2024-06-01,30110552,동구,판암2동,부동산업,1
2024-06-01,30110552,동구,판암2동,"사업시설 관리, 사업 지원 및 임대 서비스업",4
2024-06-01,30110552,동구,판암2동,소매업,46
2024-06-01,30110552,동구,판암2동,수리 및 개인 서비스업,16
2024-06-01,30110552,동구,판암2동,숙박업,0
2024-06-01,30110552,동구,판암2동,"예술, 스포츠 및 여가관련 서비스업",8
2024-06-01,30110552,동구,판암2동,음식점업,48
2024-06-01,30110552,동구,판암2동,"전문, 과학 및 기술 서비스업",6
2024-06-01,30110560,동구,용운동,교육 서비스업,26
2024-06-01,30110560,동구,용운동,보건의료업,5
2024-06-01,30110560,동구,용운동,부동산업,28
2024-06-01,30110560,동구,용운동,"사업시설 관리, 사업 지원 및 임대 서비스업",28
2024-06-01,30110560,동구,용운동,소매업,189
2024-06-01,30110560,동구,용운동,수리 및 개인 서비스업,134
2024-06-01,30110560,동구,용운동,숙박업,4
2024-06-01,30110560,동구,용운동,"예술, 스포츠 및 여가관련 서비스업",52
2024-06-01,30110560,동구,용운동,음식점업,301
2024-06-01,30110560,동구,용운동,"전문, 과학 및 기술 서비스업",33
2024-06-01,30110585,동구,대동,교육 서비스업,15
2024-06-01,30110585,동구,대동,보건의료업,8
2024-06-01,30110585,동구,대동,부동산업,23
2024-06-01,30110585,동구,대동,"사업시설 관리, 사업 지원 및 임대 서비스업",23
2024-06-01,30110585,동구,대동,소매업,128
2024-06-01,30110585,동구,대동,수리 및 개인 서비스업,66
2024-06-01,30110585,동구,대동,숙박업,1
2024-06-01,30110585,동구,대동,"예술, 스포츠 및 여가관련 서비스업",22
2024-06-01,30110585,동구,대동,음식점업,181
2024-06-01,30110585,동구,대동,"전문, 과학 및 기술 서비스업",25
2024-06-01,30110590,동구,자양동,교육 서비스업,20
2024-06-01,30110590,동구,자양동,보건의료업,0
2024-06-01,30110590,동구,자양동,부동산업,38
2024-06-01,30110590,동구,자양동,"사업시설 관리, 사업 지원 및 임대 서비스업",26
2024-06-01,30110590,동구,자양동,소매업,115
2024-06-01,30110590,동구,자양동,수리 및 개인 서비스업,99
2024-06-01,30110590,동구,자양동,숙박업,1
2024-06-01,30110590,동구,자양동,"예술, 스포츠 및 여가관련 서비스업",42
2024-06-01,30110590,동구,자양동,음식점업,292
2024-06-01,30110590,동구,자양동,"전문, 과학 및 기술 서비스업",31
2024-06-01,30110620,동구,가양1동,교육 서비스업,15
2024-06-01,30110620,동구,가양1동,보건의료업,0
2024-06-01,30110620,동구,가양1동,부동산업,26
2024-06-01,30110620,동구,가양1동,"사업시설 관리, 사업 지원 및 임대 서비스업",31
2024-06-01,30110620,동구,가양1동,소매업,138
2024-06-01,30110620,동구,가양1동,수리 및 개인 서비스업,95
2024-06-01,30110620,동구,가양1동,숙박업,4
2024-06-01,30110620,동구,가양1동,"예술, 스포츠 및 여가관련 서비스업",17
2024-06-01,30110620,동구,가양1동,음식점업,199
2024-06-01,30110620,동구,가양1동,"전문, 과학 및 기술 서비스업",44
2024-06-01,30110630,동구,가양2동,교육 서비스업,24
2024-06-01,30110630,동구,가양2동,보건의료업,4
2024-06-01,30110630,동구,가양2동,부동산업,29
2024-06-01,30110630,동구,가양2동,"사업시설 관리, 사업 지원 및 임대 서비스업",25
2024-06-01,30110630,동구,가양2동,소매업,221
2024-06-01,30110630,동구,가양2동,수리 및 개인 서비스업,152
2024-06-01,30110630,동구,가양2동,숙박업,5
2024-06-01,30110630,동구,가양2동,"예술, 스포츠 및 여가관련 서비스업",34
2024-06-01,30110630,동구,가양2동,음식점업,268
2024-06-01,30110630,동구,가양2동,"전문, 과학 및 기술 서비스업",44
2024-06-01,30110640,동구,용전동,교육 서비스업,20
2024-06-01,30110640,동구,용전동,보건의료업,13
2024-06-01,30110640,동구,용전동,부동산업,57
2024-06-01,30110640,동구,용전동,"사업시설 관리, 사업 지원 및 임대 서비스업",40
2024-06-01,30110640,동구,용전동,소매업,328
2024-06-01,30110640,동구,용전동,수리 및 개인 서비스업,178
2024-06-01,30110640,동구,용전동,숙박업,71
2024-06-01,30110640,동구,용전동,"예술, 스포츠 및 여가관련 서비스업",56
2024-06-01,30110640,동구,용전동,음식점업,361
2024-06-01,30110640,동구,용전동,"전문, 과학 및 기술 서비스업",80
2024-06-01,30110665,동구,성남동,교육 서비스업,13
2024-06-01,30110665,동구,성남동,보건의료업,6
2024-06-01,30110665,동구,성남동,부동산업,13
2024-06-01,30110665,동구,성남동,"사업시설 관리, 사업 지원 및 임대 서비스업",17
2024-06-01,30110665,동구,성남동,소매업,126
2024-06-01,30110665,동구,성남동,수리 및 개인 서비스업,71
2024-06-01,30110665,동구,성남동,숙박업,3
2024-06-01,30110665,동구,성남동,"예술, 스포츠 및 여가관련 서비스업",23
2024-06-01,30110665,동구,성남동,음식점업,152
2024-06-01,30110665,동구,성남동,"전문, 과학 및 기술 서비스업",26
2024-06-01,30110670,동구,홍도동,교육 서비스업,11
2024-06-01,30110670,동구,홍도동,보건의료업,3
2024-06-01,30110670,동구,홍도동,부동산업,19
2024-06-01,30110670,동구,홍도동,"사업시설 관리, 사업 지원 및 임대 서비스업",19
2024-06-01,30110670,동구,홍도동,소매업,105
2024-06-01,30110670,동구,홍도동,수리 및 개인 서비스업,58
2024-06-01,30110670,동구,홍도동,숙박업,0
2024-06-01,30110670,동구,홍도동,"예술, 스포츠 및 여가관련 서비스업",32
2024-06-01,30110670,동구,홍도동,음식점업,178
2024-06-01,30110670,동구,홍도동,"전문, 과학 및 기술 서비스업",33
2024-06-01,30110695,동구,삼성동,교육 서비스업,12
2024-06-01,30110695,동구,삼성동,보건의료업,2
2024-06-01,30110695,동구,삼성동,부동산업,15
2024-06-01,30110695,동구,삼성동,"사업시설 관리, 사업 지원 및 임대 서비스업",50
2024-06-01,30110695,동구,삼성동,소매업,168
2024-06-01,30110695,동구,삼성동,수리 및 개인 서비스업,83
2024-06-01,30110695,동구,삼성동,숙박업,2
2024-06-01,30110695,동구,삼성동,"예술, 스포츠 및 여가관련 서비스업",20
2024-06-01,30110695,동구,삼성동,음식점업,117
2024-06-01,30110695,동구,삼성동,"전문, 과학 및 기술 서비스업",214
2024-06-01,30110725,동구,대청동,교육 서비스업,5
2024-06-01,30110725,동구,대청동,보건의료업,1
2024-06-01,30110725,동구,대청동,부동산업,1
2024-06-01,30110725,동구,대청동,"사업시설 관리, 사업 지원 및 임대 서비스업",2
2024-06-01,30110725,동구,대청동,소매업,25
2024-06-01,30110725,동구,대청동,수리 및 개인 서비스업,1
2024-06-01,30110725,동구,대청동,숙박업,2
2024-06-01,30110725,동구,대청동,"예술, 스포츠 및 여가관련 서비스업",2
2024-06-01,30110725,동구,대청동,음식점업,76
2024-06-01,30110725,동구,대청동,"전문, 과학 및 기술 서비스업",3
2024-06-01,30110740,동구,산내동,교육 서비스업,20
2024-06-01,30110740,동구,산내동,보건의료업,3
2024-06-01,30110740,동구,산내동,부동산업,16
2024-06-01,30110740,동구,산내동,"사업시설 관리, 사업 지원 및 임대 서비스업",28
2024-06-01,30110740,동구,산내동,소매업,156
2024-06-01,30110740,동구,산내동,수리 및 개인 서비스업,80
2024-06-01,30110740,동구,산내동,숙박업,8
2024-06-01,30110740,동구,산내동,"예술, 스포츠 및 여가관련 서비스업",19
2024-06-01,30110740,동구,산내동,음식점업,180
2024-06-01,30110740,동구,산내동,"전문, 과학 및 기술 서비스업",36
2024-06-01,30140535,중구,은행선화동,교육 서비스업,65
2024-06-01,30140535,중구,은행선화동,보건의료업,14
2024-06-01,30140535,중구,은행선화동,부동산업,61
2024-06-01,30140535,중구,은행선화동,"사업시설 관리, 사업 지원 및 임대 서비스업",101
2024-06-01,30140535,중구,은행선화동,소매업,676
2024-06-01,30140535,중구,은행선화동,수리 및 개인 서비스업,194
2024-06-01,30140535,중구,은행선화동,숙박업,22
2024-06-01,30140535,중구,은행선화동,"예술, 스포츠 및 여가관련 서비스업",81
2024-06-01,30140535,중구,은행선화동,음식점업,505
2024-06-01,30140535,중구,은행선화동,"전문, 과학 및 기술 서비스업",198
2024-06-01,30140550,중구,목동,교육 서비스업,49
2024-06-01,30140550,중구,목동,보건의료업,5
2024-06-01,30140550,중구,목동,부동산업,12
2024-06-01,30140550,중구,목동,"사업시설 관리, 사업 지원 및 임대 서비스업",4
2024-06-01,30140550,중구,목동,소매업,75
2024-06-01,30140550,중구,목동,수리 및 개인 서비스업,51
2024-06-01,30140550,중구,목동,숙박업,0
2024-06-01,30140550,중구,목동,"예술, 스포츠 및 여가관련 서비스업",20
2024-06-01,30140550,중구,목동,음식점업,117
2024-06-01,30140550,중구,목동,"전문, 과학 및 기술 서비스업",20
2024-06-01,30140560,중구,중촌동,교육 서비스업,20
2024-06-01,30140560,중구,중촌동,보건의료업,2
2024-06-01,30140560,중구,중촌동,부동산업,16
2024-06-01,30140560,중구,중촌동,"사업시설 관리, 사업 지원 및 임대 서비스업",31
2024-06-01,30140560,중구,중촌동,소매업,151
2024-06-01,30140560,중구,중촌동,수리 및 개인 서비스업,101
2024-06-01,30140560,중구,중촌동,숙박업,1
2024-06-01,30140560,중구,중촌동,"예술, 스포츠 및 여가관련 서비스업",28
2024-06-01,30140560,중구,중촌동,음식점업,178
2024-06-01,30140560,중구,중촌동,"전문, 과학 및 기술 서비스업",51
2024-06-01,30140575,중구,대흥동,교육 서비스업,50
2024-06-01,30140575,중구,대흥동,보건의료업,7
2024-06-01,30140575,중구,대흥동,부동산업,19
2024-06-01,30140575,중구,대흥동,"사업시설 관리, 사업 지원 및 임대 서비스업",42
2024-06-01,30140575,중구,대흥동,소매업,456
2024-06-01,30140575,중구,대흥동,수리 및 개인 서비스업,119
2024-06-01,30140575,중구,대흥동,숙박업,45
2024-06-01,30140575,중구,대흥동,"예술, 스포츠 및 여가관련 서비스업",52
2024-06-01,30140575,중구,대흥동,음식점업,604
2024-06-01,30140575,중구,대흥동,"전문, 과학 및 기술 서비스업",119
2024-06-01,30140605,중구,문창동,교육 서비스업,5
2024-06-01,30140605,중구,문창동,보건의료업,2
2024-06-01,30140605,중구,문창동,부동산업,7
2024-06-01,30140605,중구,문창동,"사업시설 관리, 사업 지원 및 임대 서비스업",19
2024-06-01,30140605,중구,문창동,소매업,167
2024-06-01,30140605,중구,문창동,수리 및 개인 서비스업,72
2024-06-01,30140605,중구,문창동,숙박업,22
2024-06-01,30140605,중구,문창동,"예술, 스포츠 및 여가관련 서비스업",20
2024-06-01,30140605,중구,문창동,음식점업,146
2024-06-01,30140605,중구,문창동,"전문, 과학 및 기술 서비스업",21
2024-06-01,30140620,중구,석교동,교육 서비스업,9
2024-06-01,30140620,중구,석교동,보건의료업,3
2024-06-01,30140620,중구,석교동,부동산업,17
2024-06-01,30140620,중구,석교동,"사업시설 관리, 사업 지원 및 임대 서비스업",32
2024-06-01,30140620,중구,석교동,소매업,157
2024-06-01,30140620,중구,석교동,수리 및 개인 서비스업,102
2024-06-01,30140620,중구,석교동,숙박업,0
2024-06-01,30140620,중구,석교동,"예술, 스포츠 및 여가관련 서비스업",23
2024-06-01,30140620,중구,석교동,음식점업,121
2024-06-01,30140620,중구,석교동,"전문, 과학 및 기술 서비스업",36
2024-06-01,30140630,중구,대사동,교육 서비스업,10
2024-06-01,30140630,중구,대사동,보건의료업,12
2024-06-01,30140630,중구,대사동,부동산업,11
2024-06-01,30140630,중구,대사동,"사업시설 관리, 사업 지원 및 임대 서비스업",15
2024-06-01,30140630,중구,대사동,소매업,124
2024-06-01,30140630,중구,대사동,수리 및 개인 서비스업,58
2024-06-01,30140630,중구,대사동,숙박업,8
2024-06-01,30140630,중구,대사동,"예술, 스포츠 및 여가관련 서비스업",14
2024-06-01,30140630,중구,대사동,음식점업,155
2024-06-01,30140630,중구,대사동,"전문, 과학 및 기술 서비스업",21
2024-06-01,30140640,중구,부사동,교육 서비스업,7
2024-06-01,30140640,중구,부사동,보건의료업,3
2024-06-01,30140640,중구,부사동,부동산업,12
2024-06-01,30140640,중구,부사동,"사업시설 관리, 사업 지원 및 임대 서비스업",11
2024-06-01,30140640,중구,부사동,소매업,144
2024-06-01,30140640,중구,부사동,수리 및 개인 서비스업,49
2024-06-01,30140640,중구,부사동,숙박업,3
2024-06-01,30140640,중구,부사동,"예술, 스포츠 및 여가관련 서비스업",22
2024-06-01,30140640,중구,부사동,음식점업,146
2024-06-01,30140640,중구,부사동,"전문, 과학 및 기술 서비스업",23
2024-06-01,30140655,중구,용두동,교육 서비스업,19
2024-06-01,30140655,중구,용두동,보건의료업,4
2024-06-01,30140655,중구,용두동,부동산업,24
2024-06-01,30140655,중구,용두동,"사업시설 관리, 사업 지원 및 임대 서비스업",25
2024-06-01,30140655,중구,용두동,소매업,161
2024-06-01,30140655,중구,용두동,수리 및 개인 서비스업,89
2024-06-01,30140655,중구,용두동,숙박업,4
2024-06-01,30140655,중구,용두동,"예술, 스포츠 및 여가관련 서비스업",12
2024-06-01,30140655,중구,용두동,음식점업,123
2024-06-01,30140655,중구,용두동,"전문, 과학 및 기술 서비스업",33
2024-06-01,30140670,중구,오류동,교육 서비스업,26
2024-06-01,30140670,중구,오류동,보건의료업,14
2024-06-01,30140670,중구,오류동,부동산업,22
2024-06-01,30140670,중구,오류동,"사업시설 관리, 사업 지원 및 임대 서비스업",35
2024-06-01,30140670,중구,오류동,소매업,164
2024-06-01,30140670,중구,오류동,수리 및 개인 서비스업,70
2024-06-01,30140670,중구,오류동,숙박업,7
2024-06-01,30140670,중구,오류동,"예술, 스포츠 및 여가관련 서비스업",45
2024-06-01,30140670,중구,오류동,음식점업,339
2024-06-01,30140670,중구,오류동,"전문, 과학 및 기술 서비스업",64
2024-06-01,30140680,중구,태평1동,교육 서비스업,19
2024-06-01,30140680,중구,태평1동,보건의료업,3
2024-06-01,30140680,중구,태평1동,부동산업,12
2024-06-01,30140680,중구,태평1동,"사업시설 관리, 사업 지원 및 임대 서비스업",11
2024-06-01,30140680,중구,태평1동,소매업,156
2024-06-01,30140680,중구,태평1동,수리 및 개인 서비스업,81
2024-06-01,30140680,중구,태평1동,숙박업,1
2024-06-01,30140680,중구,태평1동,"예술, 스포츠 및 여가관련 서비스업",25
2024-06-01,30140680,중구,태평1동,음식점업,167
2024-06-01,30140680,중구,태평1동,"전문, 과학 및 기술 서비스업",18
2024-06-01,30140690,중구,태평2동,교육 서비스업,15
2024-06-01,30140690,중구,태평2동,보건의료업,2
2024-06-01,30140690,중구,태평2동,부동산업,16
2024-06-01,30140690,중구,태평2동,"사업시설 관리, 사업 지원 및 임대 서비스업",13
2024-06-01,30140690,중구,태평2동,소매업,139
2024-06-01,30140690,중구,태평2동,수리 및 개인 서비스업,59
2024-06-01,30140690,중구,태평2동,숙박업,2
2024-06-01,30140690,중구,태평2동,"예술, 스포츠 및 여가관련 서비스업",13
2024-06-01,30140690,중구,태평2동,음식점업,107
2024-06-01,30140690,중구,태평2동,"전문, 과학 및 기술 서비스업",20
2024-06-01,30140700,중구,유천1동,교육 서비스업,36
2024-06-01,30140700,중구,유천1동,보건의료업,7
2024-06-01,30140700,중구,유천1동,부동산업,9
2024-06-01,30140700,중구,유천1동,"사업시설 관리, 사업 지원 및 임대 서비스업",15
2024-06-01,30140700,중구,유천1동,소매업,146
2024-06-01,30140700,중구,유천1동,수리 및 개인 서비스업,74
2024-06-01,30140700,중구,유천1동,숙박업,25
2024-06-01,30140700,중구,유천1동,"예술, 스포츠 및 여가관련 서비스업",44
2024-06-01,30140700,중구,유천1동,음식점업,260
2024-06-01,30140700,중구,유천1동,"전문, 과학 및 기술 서비스업",32
2024-06-01,30140710,중구,유천2동,교육 서비스업,23
2024-06-01,30140710,중구,유천2동,보건의료업,12
2024-06-01,30140710,중구,유천2동,부동산업,24
2024-06-01,30140710,중구,유천2동,"사업시설 관리, 사업 지원 및 임대 서비스업",32
2024-06-01,30140710,중구,유천2동,소매업,162
2024-06-01,30140710,중구,유천2동,수리 및 개인 서비스업,120
2024-06-01,30140710,중구,유천2동,숙박업,2
2024-06-01,30140710,중구,유천2동,"예술, 스포츠 및 여가관련 서비스업",30
2024-06-01,30140710,중구,유천2동,음식점업,205
2024-06-01,30140710,중구,유천2동,"전문, 과학 및 기술 서비스업",34
2024-06-01,30140720,중구,문화1동,교육 서비스업,28
2024-06-01,30140720,중구,문화1동,보건의료업,10
2024-06-01,30140720,중구,문화1동,부동산업,8
2024-06-01,30140720,중구,문화1동,"사업시설 관리, 사업 지원 및 임대 서비스업",24
2024-06-01,30140720,중구,문화1동,소매업,191
2024-06-01,30140720,중구,문화1동,수리 및 개인 서비스업,78
2024-06-01,30140720,중구,문화1동,숙박업,6
2024-06-01,30140720,중구,문화1동,"예술, 스포츠 및 여가관련 서비스업",26
2024-06-01,30140720,중구,문화1동,음식점업,187
2024-06-01,30140720,중구,문화1동,"전문, 과학 및 기술 서비스업",23
2024-06-01,30140730,중구,문화2동,교육 서비스업,15
2024-06-01,30140730,중구,문화2동,보건의료업,2
2024-06-01,30140730,중구,문화2동,부동산업,12
2024-06-01,30140730,중구,문화2동,"사업시설 관리, 사업 지원 및 임대 서비스업",5
2024-06-01,30140730,중구,문화2동,소매업,93
2024-06-01,30140730,중구,문화2동,수리 및 개인 서비스업,77
2024-06-01,30140730,중구,문화2동,숙박업,2
2024-06-01,30140730,중구,문화2동,"예술, 스포츠 및 여가관련 서비스업",13
2024-06-01,30140730,중구,문화2동,음식점업,114
2024-06-01,30140730,중구,문화2동,"전문, 과학 및 기술 서비스업",20
2024-06-01,30140740,중구,산성동,교육 서비스업,17
2024-06-01,30140740,중구,산성동,보건의료업,2
2024-06-01,30140740,중구,산성동,부동산업,37
2024-06-01,30140740,중구,산성동,"사업시설 관리, 사업 지원 및 임대 서비스업",78
2024-06-01,30140740,중구,산성동,소매업,371
2024-06-01,30140740,중구,산성동,수리 및 개인 서비스업,211
2024-06-01,30140740,중구,산성동,숙박업,10
2024-06-01,30140740,중구,산성동,"예술, 스포츠 및 여가관련 서비스업",53
2024-06-01,30140740,중구,산성동,음식점업,308
2024-06-01,30140740,중구,산성동,"전문, 과학 및 기술 서비스업",83
2024-06-01,30170510,서구,복수동,교육 서비스업,37
2024-06-01,30170510,서구,복수동,보건의료업,1
2024-06-01,30170510,서구,복수동,부동산업,16
2024-06-01,30170510,서구,복수동,"사업시설 관리, 사업 지원 및 임대 서비스업",21
2024-06-01,30170510,서구,복수동,소매업,99
2024-06-01,30170510,서구,복수동,수리 및 개인 서비스업,87
2024-06-01,30170510,서구,복수동,숙박업,0
2024-06-01,30170510,서구,복수동,"예술, 스포츠 및 여가관련 서비스업",38
2024-06-01,30170510,서구,복수동,음식점업,204
2024-06-01,30170510,서구,복수동,"전문, 과학 및 기술 서비스업",26
2024-06-01,30170520,서구,도마1동,교육 서비스업,32
2024-06-01,30170520,서구,도마1동,보건의료업,7
2024-06-01,30170520,서구,도마1동,부동산업,47
2024-06-01,30170520,서구,도마1동,"사업시설 관리, 사업 지원 및 임대 서비스업",39
2024-06-01,30170520,서구,도마1동,소매업,387
2024-06-01,30170520,서구,도마1동,수리 및 개인 서비스업,139
2024-06-01,30170520,서구,도마1동,숙박업,4
2024-06-01,30170520,서구,도마1동,"예술, 스포츠 및 여가관련 서비스업",41
2024-06-01,30170520,서구,도마1동,음식점업,345
2024-06-01,30170520,서구,도마1동,"전문, 과학 및 기술 서비스업",49
2024-06-01,30170530,서구,도마2동,교육 서비스업,15
2024-06-01,30170530,서구,도마2동,보건의료업,11
2024-06-01,30170530,서구,도마2동,부동산업,48
2024-06-01,30170530,서구,도마2동,"사업시설 관리, 사업 지원 및 임대 서비스업",26
2024-06-01,30170530,서구,도마2동,소매업,179
2024-06-01,30170530,서구,도마2동,수리 및 개인 서비스업,106
2024-06-01,30170530,서구,도마2동,숙박업,2
2024-06-01,30170530,서구,도마2동,"예술, 스포츠 및 여가관련 서비스업",24
2024-06-01,30170530,서구,도마2동,음식점업,198
2024-06-01,30170530,서구,도마2동,"전문, 과학 및 기술 서비스업",41
2024-06-01,30170535,서구,정림동,교육 서비스업,23
2024-06-01,30170535,서구,정림동,보건의료업,6
2024-06-01,30170535,서구,정림동,부동산업,9
2024-06-01,30170535,서구,정림동,"사업시설 관리, 사업 지원 및 임대 서비스업",10
2024-06-01,30170535,서구,정림동,소매업,154
2024-06-01,30170535,서구,정림동,수리 및 개인 서비스업,81
2024-06-01,30170535,서구,정림동,숙박업,0
2024-06-01,30170535,서구,정림동,"예술, 스포츠 및 여가관련 서비스업",31
2024-06-01,30170535,서구,정림동,음식점업,160
2024-06-01,30170535,서구,정림동,"전문, 과학 및 기술 서비스업",35
2024-06-01,30170540,서구,변동,교육 서비스업,19
2024-06-01,30170540,서구,변동,보건의료업,1
2024-06-01,30170540,서구,변동,부동산업,35
2024-06-01,30170540,서구,변동,"사업시설 관리, 사업 지원 및 임대 서비스업",59
2024-06-01,30170540,서구,변동,소매업,174
2024-06-01,30170540,서구,변동,수리 및 개인 서비스업,115
2024-06-01,30170540,서구,변동,숙박업,3
2024-06-01,30170540,서구,변동,"예술, 스포츠 및 여가관련 서비스업",18
2024-06-01,30170540,서구,변동,음식점업,144
2024-06-01,30170540,서구,변동,"전문, 과학 및 기술 서비스업",89
2024-06-01,30170550,서구,용문동,교육 서비스업,21
2024-06-01,30170550,서구,용문동,보건의료업,2
2024-06-01,30170550,서구,용문동,부동산업,43
2024-06-01,30170550,서구,용문동,"사업시설 관리, 사업 지원 및 임대 서비스업",35
2024-06-01,30170550,서구,용문동,소매업,160
2024-06-01,30170550,서구,용문동,수리 및 개인 서비스업,133
2024-06-01,30170550,서구,용문동,숙박업,13
2024-06-01,30170550,서구,용문동,"예술, 스포츠 및 여가관련 서비스업",26
2024-06-01,30170550,서구,용문동,음식점업,161
2024-06-01,30170550,서구,용문동,"전문, 과학 및 기술 서비스업",48
2024-06-01,30170555,서구,탄방동,교육 서비스업,150
2024-06-01,30170555,서구,탄방동,보건의료업,51
2024-06-01,30170555,서구,탄방동,부동산업,87
2024-06-01,30170555,서구,탄방동,"사업시설 관리, 사업 지원 및 임대 서비스업",113
2024-06-01,30170555,서구,탄방동,소매업,698
2024-06-01,30170555,서구,탄방동,수리 및 개인 서비스업,416
2024-06-01,30170555,서구,탄방동,숙박업,6
2024-06-01,30170555,서구,탄방동,"예술, 스포츠 및 여가관련 서비스업",112
2024-06-01,30170555,서구,탄방동,음식점업,645
2024-06-01,30170555,서구,탄방동,"전문, 과학 및 기술 서비스업",231
2024-06-01,30170560,서구,괴정동,교육 서비스업,52
2024-06-01,30170560,서구,괴정동,보건의료업,11
2024-06-01,30170560,서구,괴정동,부동산업,74
2024-06-01,30170560,서구,괴정동,"사업시설 관리, 사업 지원 및 임대 서비스업",68
2024-06-01,30170560,서구,괴정동,소매업,536
2024-06-01,30170560,서구,괴정동,수리 및 개인 서비스업,276
2024-06-01,30170560,서구,괴정동,숙박업,8
2024-06-01,30170560,서구,괴정동,"예술, 스포츠 및 여가관련 서비스업",76
2024-06-01,30170560,서구,괴정동,음식점업,545
2024-06-01,30170560,서구,괴정동,"전문, 과학 및 기술 서비스업",123
2024-06-01,30170570,서구,가장동,교육 서비스업,15
2024-06-01,30170570,서구,가장동,보건의료업,2
2024-06-01,30170570,서구,가장동,부동산업,14
2024-06-01,30170570,서구,가장동,"사업시설 관리, 사업 지원 및 임대 서비스업",23
2024-06-01,30170570,서구,가장동,소매업,109
2024-06-01,30170570,서구,가장동,수리 및 개인 서비스업,78
2024-06-01,30170570,서구,가장동,숙박업,0
2024-06-01,30170570,서구,가장동,"예술, 스포츠 및 여가관련 서비스업",17
2024-06-01,30170570,서구,가장동,음식점업,83
2024-06-01,30170570,서구,가장동,"전문, 과학 및 기술 서비스업",25
2024-06-01,30170575,서구,내동,교육 서비스업,34
2024-06-01,30170575,서구,내동,보건의료업,2
2024-06-01,30170575,서구,내동,부동산업,22
2024-06-01,30170575,서구,내동,"사업시설 관리, 사업 지원 및 임대 서비스업",22
2024-06-01,30170575,서구,내동,소매업,147
2024-06-01,30170575,서구,내동,수리 및 개인 서비스업,112
2024-06-01,30170575,서구,내동,숙박업,0
2024-06-01,30170575,서구,내동,"예술, 스포츠 및 여가관련 서비스업",21
2024-06-01,30170575,서구,내동,음식점업,123
2024-06-01,30170575,서구,내동,"전문, 과학 및 기술 서비스업",58
2024-06-01,30170581,서구,갈마1동,교육 서비스업,36
2024-06-01,30170581,서구,갈마1동,보건의료업,6
2024-06-01,30170581,서구,갈마1동,부동산업,35
2024-06-01,30170581,서구,갈마1동,"사업시설 관리, 사업 지원 및 임대 서비스업",53
2024-06-01,30170581,서구,갈마1동,소매업,222
2024-06-01,30170581,서구,갈마1동,수리 및 개인 서비스업,198
2024-06-01,30170581,서구,갈마1동,숙박업,7
2024-06-01,30170581,서구,갈마1동,"예술, 스포츠 및 여가관련 서비스업",54
2024-06-01,30170581,서구,갈마1동,음식점업,363
2024-06-01,30170581,서구,갈마1동,"전문, 과학 및 기술 서비스업",105
