period,category_code,category,store_count,confirmed_count,coverage_status,has_legacy_ancestor,crosswalk_type,mapping_type,mapping_confidence
2025-10-01,N10999,기타 운송장비 대여업,21,21,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,N11101,건설기계/장비 대여업,62,62,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,P10607,청소년 수련시설,12,12,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,P10701,교육컨설팅업,150,150,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10101,종합병원,12,12,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10102,일반병원,37,37,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10103,치과병원,7,7,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10104,한방병원,15,15,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10105,요양병원,48,48,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10201,내과/소아과 의원,261,261,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10202,외과 의원,114,114,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10203,신경/정신과 의원,68,68,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10204,피부/비뇨기과 의원,145,145,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10205,안과 의원,36,36,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10206,이비인후과 의원,55,55,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10207,산부인과 의원,42,42,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10208,성형외과 의원,42,42,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10209,기타 의원,110,110,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10210,치과의원,430,430,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10211,한의원,375,375,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10212,방사선 진단/병리 검사 의원,21,21,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,Q10402,유사 의료업,137,137,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-10-01,S20902,셀프 빨래방,200,200,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,G20602,주류 소매업,18,18,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,I20202,마라탕/훠궈,121,121,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M10502,옥외/전시 광고 대행업,47,47,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M10503,광고 매체 판매업,15,15,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M10601,시장 조사 및 여론 조사업,46,46,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M10901,건축 설계 및 관련 서비스업,505,505,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M10902,도시 계획 및 조경 설계 서비스업,46,46,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M10903,건물 및 토목 엔지니어링 서비스업,159,159,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M10904,환경 관련 엔지니어링 서비스업,69,69,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M10999,기타 엔지니어링 서비스업,281,281,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M11101,동물병원,110,110,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M11201,인테리어 디자인업,731,731,관측체계 내 확정집계,True,추가,추가,소분류확정
2025-12-01,M11202,제품 디자인업,91,91,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,M11203,시각 디자인업,307,307,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,N10301,조경 유지·관리 서비스업,37,37,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,N10501,여행사,313,313,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,N10599,기타 여행 보조/예약 서비스업,29,29,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,N10999,기타 운송장비 대여업,21,21,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,N11101,건설기계/장비 대여업,60,60,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,P10607,청소년 수련시설,13,13,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,P10701,교육컨설팅업,146,146,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10101,종합병원,12,12,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10102,일반병원,38,38,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10103,치과병원,11,11,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10104,한방병원,15,15,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10105,요양병원,49,49,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10201,내과/소아과 의원,270,270,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10202,외과 의원,114,114,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10203,신경/정신과 의원,67,67,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10204,피부/비뇨기과 의원,144,144,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10205,안과 의원,36,36,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10206,이비인후과 의원,55,55,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10207,산부인과 의원,41,41,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10208,성형외과 의원,42,42,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10209,기타 의원,108,108,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10210,치과의원,427,427,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10211,한의원,376,376,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10212,방사선 진단/병리 검사 의원,21,21,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,Q10402,유사 의료업,132,132,관측체계 내 확정집계,False,추가,추가,소분류확정
2025-12-01,S20902,셀프 빨래방,203,203,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,G20602,주류 소매업,18,18,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,I20202,마라탕/훠궈,130,130,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M10502,옥외/전시 광고 대행업,47,47,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M10503,광고 매체 판매업,15,15,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M10601,시장 조사 및 여론 조사업,45,45,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M10901,건축 설계 및 관련 서비스업,504,504,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M10902,도시 계획 및 조경 설계 서비스업,45,45,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M10903,건물 및 토목 엔지니어링 서비스업,157,157,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M10904,환경 관련 엔지니어링 서비스업,68,68,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M10999,기타 엔지니어링 서비스업,281,281,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M11101,동물병원,111,111,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M11201,인테리어 디자인업,714,714,관측체계 내 확정집계,True,추가,추가,소분류확정
2026-03-01,M11202,제품 디자인업,89,89,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,M11203,시각 디자인업,296,296,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,N10301,조경 유지·관리 서비스업,36,36,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,N10501,여행사,311,311,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,N10599,기타 여행 보조/예약 서비스업,28,28,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,N10999,기타 운송장비 대여업,22,22,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,N11101,건설기계/장비 대여업,58,58,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,P10607,청소년 수련시설,13,13,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,P10701,교육컨설팅업,143,143,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10101,종합병원,12,12,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10102,일반병원,38,38,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10103,치과병원,19,19,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10104,한방병원,15,15,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10105,요양병원,49,49,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10201,내과/소아과 의원,275,275,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10202,외과 의원,114,114,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10203,신경/정신과 의원,66,66,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10204,피부/비뇨기과 의원,143,143,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10205,안과 의원,36,36,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10206,이비인후과 의원,55,55,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10207,산부인과 의원,41,41,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10208,성형외과 의원,42,42,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10209,기타 의원,108,108,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10210,치과의원,424,424,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10211,한의원,378,378,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10212,방사선 진단/병리 검사 의원,21,21,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,Q10402,유사 의료업,131,131,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-03-01,S20902,셀프 빨래방,205,205,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,G20602,주류 소매업,18,18,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,I20202,마라탕/훠궈,136,136,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M10502,옥외/전시 광고 대행업,52,52,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M10503,광고 매체 판매업,19,19,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M10601,시장 조사 및 여론 조사업,49,49,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M10901,건축 설계 및 관련 서비스업,515,515,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M10902,도시 계획 및 조경 설계 서비스업,45,45,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M10903,건물 및 토목 엔지니어링 서비스업,173,173,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M10904,환경 관련 엔지니어링 서비스업,73,73,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M10999,기타 엔지니어링 서비스업,311,311,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M11101,동물병원,111,111,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M11201,인테리어 디자인업,734,734,관측체계 내 확정집계,True,추가,추가,소분류확정
2026-06-01,M11202,제품 디자인업,100,100,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,M11203,시각 디자인업,360,360,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,N10301,조경 유지·관리 서비스업,40,40,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,N10501,여행사,316,316,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,N10599,기타 여행 보조/예약 서비스업,31,31,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,N10999,기타 운송장비 대여업,26,26,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,N11101,건설기계/장비 대여업,60,60,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,P10607,청소년 수련시설,11,11,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,P10701,교육컨설팅업,175,175,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10101,종합병원,9,9,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10102,일반병원,38,38,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10103,치과병원,8,8,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10104,한방병원,15,15,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10105,요양병원,50,50,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10201,내과/소아과 의원,255,255,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10202,외과 의원,113,113,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10203,신경/정신과 의원,66,66,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10204,피부/비뇨기과 의원,145,145,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10205,안과 의원,37,37,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10206,이비인후과 의원,56,56,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10207,산부인과 의원,42,42,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10208,성형외과 의원,42,42,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10209,기타 의원,108,108,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10210,치과의원,429,429,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10211,한의원,379,379,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10212,방사선 진단/병리 검사 의원,21,21,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,Q10402,유사 의료업,131,131,관측체계 내 확정집계,False,추가,추가,소분류확정
2026-06-01,S20902,셀프 빨래방,214,214,관측체계 내 확정집계,False,추가,추가,소분류확정
