period,category_code,category,store_count,confirmed_count,coverage_status
2025-03-01,N102,건물ㆍ산업설비 청소 및 방제 서비스업,1005,1005,관측체계 내 확정집계
2025-03-01,N103,조경관리 및 유지 서비스업,37,37,관측체계 내 확정집계
2025-03-01,N104,고용 알선 및 인력 공급업,504,504,관측체계 내 확정집계
2025-03-01,N105,여행사 및 기타 여행 보조 서비스업,330,330,관측체계 내 확정집계
2025-03-01,N107,사무 지원 서비스업,138,138,관측체계 내 확정집계
2025-03-01,N108,기타 사업 지원 서비스업,378,378,관측체계 내 확정집계
2025-03-01,N109,운송장비 대여업,123,123,관측체계 내 확정집계
2025-03-01,N110,개인 및 가정용품 대여업,283,283,관측체계 내 확정집계
2025-03-01,N111,산업용 기계 및 장비 대여업,204,204,관측체계 내 확정집계
2025-03-01,P105,일반 교육기관,1836,1836,관측체계 내 확정집계
2025-03-01,P106,기타 교육기관,3101,3101,관측체계 내 확정집계
2025-03-01,P107,교육 지원 서비스업,337,337,관측체계 내 확정집계
2025-03-01,Q101,병원,121,121,관측체계 내 확정집계
2025-03-01,Q102,의원,1672,1672,관측체계 내 확정집계
2025-03-01,Q104,기타 보건업,144,144,관측체계 내 확정집계
2025-03-01,R102,"도서관, 사적지 및 유사 여가관련 서비스업",345,345,관측체계 내 확정집계
2025-03-01,R103,스포츠 서비스업,1387,1387,관측체계 내 확정집계
2025-03-01,R104,유원지 및 기타 오락관련 서비스업,1871,1871,관측체계 내 확정집계
2025-03-01,S201,컴퓨터 및 주변 기기 수리업,255,255,관측체계 내 확정집계
2025-03-01,S202,통신장비 수리업,55,55,관측체계 내 확정집계
2025-03-01,S203,자동차 수리 및 세차업,1726,1726,관측체계 내 확정집계
2025-03-01,S204,모터사이클 수리업,90,90,관측체계 내 확정집계
2025-03-01,S205,가전제품 수리업,413,413,관측체계 내 확정집계
2025-03-01,S206,기타 개인 및 가정용품 수리업,516,516,관측체계 내 확정집계
2025-03-01,S207,이용 및 미용업,5701,5701,관측체계 내 확정집계
2025-03-01,S208,"욕탕, 마사지 및 기타 신체 관리 서비스업",381,381,관측체계 내 확정집계
2025-03-01,S209,세탁업,778,778,관측체계 내 확정집계
2025-03-01,S210,장례식장 및 관련 서비스업,235,235,관측체계 내 확정집계
2025-03-01,S211,기타 개인서비스,114,114,관측체계 내 확정집계
2025-06-01,G202,자동차 부품 및 내장품 소매업,294,294,관측체계 내 확정집계
2025-06-01,G203,모터사이클 및 부품 소매업,67,67,관측체계 내 확정집계
2025-06-01,G204,종합 소매업,3119,3119,관측체계 내 확정집계
2025-06-01,G205,식료품 소매업,2559,2559,관측체계 내 확정집계
2025-06-01,G206,음료 소매업,62,62,관측체계 내 확정집계
2025-06-01,G207,담배 소매업,97,97,관측체계 내 확정집계
2025-06-01,G208,가전제품 및 정보 통신장비 소매업,1246,1246,관측체계 내 확정집계
2025-06-01,G209,"섬유, 의복, 신발 및 가죽제품 소매업",4788,4788,관측체계 내 확정집계
2025-06-01,G210,"철물, 공구, 창호 및 건설자재 소매업",658,658,관측체계 내 확정집계
2025-06-01,G211,가구 소매업,312,312,관측체계 내 확정집계
2025-06-01,G212,기타 생활용품 소매업,569,569,관측체계 내 확정집계
2025-06-01,G213,"문화, 오락 및 여가 용품 소매업",1036,1036,관측체계 내 확정집계
2025-06-01,G214,연료소매업,415,415,관측체계 내 확정집계
2025-06-01,G215,"의약품, 의료용 기구, 화장품 및 방향제 소매업",1866,1866,관측체계 내 확정집계
2025-06-01,G216,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",400,400,관측체계 내 확정집계
2025-06-01,G217,시계 및 귀금속 소매업,339,339,관측체계 내 확정집계
2025-06-01,G218,"예술품, 기념품 및 장식용품 소매업",286,286,관측체계 내 확정집계
2025-06-01,G219,화초 및 식물 소매업,602,602,관측체계 내 확정집계
2025-06-01,G220,애완용 동물 및 관련용품 소매업,336,336,관측체계 내 확정집계
2025-06-01,G221,기타 상품 전문 소매업,300,300,관측체계 내 확정집계
2025-06-01,G222,중고 상품 소매업,356,356,관측체계 내 확정집계
2025-06-01,I101,일반 및 생활 숙박시설 운영업,682,682,관측체계 내 확정집계
2025-06-01,I102,기타 숙박업,53,53,관측체계 내 확정집계
2025-06-01,I201,한식 음식점업,9930,9930,관측체계 내 확정집계
2025-06-01,I202,중식 음식점업,821,821,관측체계 내 확정집계
2025-06-01,I203,일식 음식점업,716,716,관측체계 내 확정집계
2025-06-01,I204,서양식 음식점업,629,629,관측체계 내 확정집계
2025-06-01,I205,동남아시아 음식점업,147,147,관측체계 내 확정집계
2025-06-01,I206,기타 외국식 음식점업,0,0,관측체계 내 확정집계
2025-06-01,I207,구내식당 및 뷔페,211,211,관측체계 내 확정집계
2025-06-01,I210,기타 간이 음식점업,4798,4798,관측체계 내 확정집계
2025-06-01,I211,주점업,2230,2230,관측체계 내 확정집계
2025-06-01,I212,비알코올 음료점업,3829,3829,관측체계 내 확정집계
2025-06-01,L102,부동산관련 서비스업,2528,2528,관측체계 내 확정집계
2025-06-01,M103,법무관련 서비스업,750,750,관측체계 내 확정집계
2025-06-01,M104,회계 및 세무관련 서비스업,349,349,관측체계 내 확정집계
2025-06-01,M105,광고업,1069,1069,관측체계 내 확정집계
2025-06-01,M106,시장 조사 및 여론 조사업,48,48,관측체계 내 확정집계
2025-06-01,M107,회사 본부 및 경영 컨설팅 서비스업,1069,1069,관측체계 내 확정집계
2025-06-01,M109,"건축 기술, 엔지니어링 및 관련 기술 서비스업",1070,1070,관측체계 내 확정집계
2025-06-01,M111,수의업,109,109,관측체계 내 확정집계
2025-06-01,M112,전문 디자인업,1174,1174,관측체계 내 확정집계
2025-06-01,M113,사진 촬영 및 처리업,530,530,관측체계 내 확정집계
2025-06-01,M114,인쇄 및 제품 제작업,646,646,관측체계 내 확정집계
2025-06-01,M115,"그 외 기타 전문, 과학 및 기술 서비스업",117,117,관측체계 내 확정집계
2025-06-01,N101,사업시설 유지ㆍ관리 서비스업,209,209,관측체계 내 확정집계
2025-06-01,N102,건물ㆍ산업설비 청소 및 방제 서비스업,1043,1043,관측체계 내 확정집계
2025-06-01,N103,조경관리 및 유지 서비스업,37,37,관측체계 내 확정집계
2025-06-01,N104,고용 알선 및 인력 공급업,511,511,관측체계 내 확정집계
2025-06-01,N105,여행사 및 기타 여행 보조 서비스업,333,333,관측체계 내 확정집계
2025-06-01,N107,사무 지원 서비스업,136,136,관측체계 내 확정집계
2025-06-01,N108,기타 사업 지원 서비스업,388,388,관측체계 내 확정집계
2025-06-01,N109,운송장비 대여업,128,128,관측체계 내 확정집계
2025-06-01,N110,개인 및 가정용품 대여업,283,283,관측체계 내 확정집계
2025-06-01,N111,산업용 기계 및 장비 대여업,204,204,관측체계 내 확정집계
2025-06-01,P105,일반 교육기관,1830,1830,관측체계 내 확정집계
2025-06-01,P106,기타 교육기관,3098,3098,관측체계 내 확정집계
2025-06-01,P107,교육 지원 서비스업,352,352,관측체계 내 확정집계
2025-06-01,Q101,병원,119,119,관측체계 내 확정집계
2025-06-01,Q102,의원,1676,1676,관측체계 내 확정집계
2025-06-01,Q104,기타 보건업,141,141,관측체계 내 확정집계
2025-06-01,R102,"도서관, 사적지 및 유사 여가관련 서비스업",351,351,관측체계 내 확정집계
2025-06-01,R103,스포츠 서비스업,1372,1372,관측체계 내 확정집계
2025-06-01,R104,유원지 및 기타 오락관련 서비스업,1853,1853,관측체계 내 확정집계
2025-06-01,S201,컴퓨터 및 주변 기기 수리업,257,257,관측체계 내 확정집계
2025-06-01,S202,통신장비 수리업,58,58,관측체계 내 확정집계
2025-06-01,S203,자동차 수리 및 세차업,1714,1714,관측체계 내 확정집계
2025-06-01,S204,모터사이클 수리업,91,91,관측체계 내 확정집계
2025-06-01,S205,가전제품 수리업,424,424,관측체계 내 확정집계
2025-06-01,S206,기타 개인 및 가정용품 수리업,529,529,관측체계 내 확정집계
2025-06-01,S207,이용 및 미용업,5734,5734,관측체계 내 확정집계
2025-06-01,S208,"욕탕, 마사지 및 기타 신체 관리 서비스업",382,382,관측체계 내 확정집계
2025-06-01,S209,세탁업,784,784,관측체계 내 확정집계
2025-06-01,S210,장례식장 및 관련 서비스업,238,238,관측체계 내 확정집계
2025-06-01,S211,기타 개인서비스,118,118,관측체계 내 확정집계
2025-10-01,G202,자동차 부품 및 내장품 소매업,305,305,관측체계 내 확정집계
2025-10-01,G203,모터사이클 및 부품 소매업,65,65,관측체계 내 확정집계
2025-10-01,G204,종합 소매업,3269,3269,관측체계 내 확정집계
2025-10-01,G205,식료품 소매업,2631,2631,관측체계 내 확정집계
2025-10-01,G206,음료 소매업,62,62,관측체계 내 확정집계
2025-10-01,G207,담배 소매업,95,95,관측체계 내 확정집계
2025-10-01,G208,가전제품 및 정보 통신장비 소매업,1246,1246,관측체계 내 확정집계
2025-10-01,G209,"섬유, 의복, 신발 및 가죽제품 소매업",4780,4780,관측체계 내 확정집계
2025-10-01,G210,"철물, 공구, 창호 및 건설자재 소매업",660,660,관측체계 내 확정집계
2025-10-01,G211,가구 소매업,312,312,관측체계 내 확정집계
2025-10-01,G212,기타 생활용품 소매업,577,577,관측체계 내 확정집계
2025-10-01,G213,"문화, 오락 및 여가 용품 소매업",1067,1067,관측체계 내 확정집계
2025-10-01,G214,연료소매업,426,426,관측체계 내 확정집계
2025-10-01,G215,"의약품, 의료용 기구, 화장품 및 방향제 소매업",1865,1865,관측체계 내 확정집계
2025-10-01,G216,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",403,403,관측체계 내 확정집계
2025-10-01,G217,시계 및 귀금속 소매업,338,338,관측체계 내 확정집계
2025-10-01,G218,"예술품, 기념품 및 장식용품 소매업",276,276,관측체계 내 확정집계
2025-10-01,G219,화초 및 식물 소매업,608,608,관측체계 내 확정집계
2025-10-01,G220,애완용 동물 및 관련용품 소매업,333,333,관측체계 내 확정집계
2025-10-01,G221,기타 상품 전문 소매업,393,393,관측체계 내 확정집계
2025-10-01,G222,중고 상품 소매업,345,345,관측체계 내 확정집계
2025-10-01,I101,일반 및 생활 숙박시설 운영업,675,675,관측체계 내 확정집계
2025-10-01,I102,기타 숙박업,53,53,관측체계 내 확정집계
2025-10-01,I201,한식 음식점업,9826,9826,관측체계 내 확정집계
2025-10-01,I202,중식 음식점업,800,800,관측체계 내 확정집계
2025-10-01,I203,일식 음식점업,704,704,관측체계 내 확정집계
2025-10-01,I204,서양식 음식점업,614,614,관측체계 내 확정집계
2025-10-01,I205,동남아시아 음식점업,138,138,관측체계 내 확정집계
2025-10-01,I206,기타 외국식 음식점업,0,0,관측체계 내 확정집계
2025-10-01,I207,구내식당 및 뷔페,203,203,관측체계 내 확정집계
2025-10-01,I210,기타 간이 음식점업,4650,4650,관측체계 내 확정집계
2025-10-01,I211,주점업,2122,2122,관측체계 내 확정집계
2025-10-01,I212,비알코올 음료점업,3782,3782,관측체계 내 확정집계
2025-10-01,L102,부동산관련 서비스업,2950,2950,관측체계 내 확정집계
2025-10-01,M103,법무관련 서비스업,749,749,관측체계 내 확정집계
2025-10-01,M104,회계 및 세무관련 서비스업,355,355,관측체계 내 확정집계
2025-10-01,M105,광고업,1054,1054,관측체계 내 확정집계
2025-10-01,M106,시장 조사 및 여론 조사업,48,48,관측체계 내 확정집계
2025-10-01,M107,회사 본부 및 경영 컨설팅 서비스업,1047,1047,관측체계 내 확정집계
2025-10-01,M109,"건축 기술, 엔지니어링 및 관련 기술 서비스업",1067,1067,관측체계 내 확정집계
2025-10-01,M111,수의업,109,109,관측체계 내 확정집계
2025-10-01,M112,전문 디자인업,1174,1174,관측체계 내 확정집계
2025-10-01,M113,사진 촬영 및 처리업,528,528,관측체계 내 확정집계
2025-10-01,M114,인쇄 및 제품 제작업,639,639,관측체계 내 확정집계
2025-10-01,M115,"그 외 기타 전문, 과학 및 기술 서비스업",173,173,관측체계 내 확정집계
2025-10-01,N101,사업시설 유지ㆍ관리 서비스업,208,208,관측체계 내 확정집계
2025-10-01,N102,건물ㆍ산업설비 청소 및 방제 서비스업,1027,1027,관측체계 내 확정집계
2025-10-01,N103,조경관리 및 유지 서비스업,38,38,관측체계 내 확정집계
2025-10-01,N104,고용 알선 및 인력 공급업,501,501,관측체계 내 확정집계
2025-10-01,N105,여행사 및 기타 여행 보조 서비스업,341,341,관측체계 내 확정집계
2025-10-01,N107,사무 지원 서비스업,136,136,관측체계 내 확정집계
2025-10-01,N108,기타 사업 지원 서비스업,384,384,관측체계 내 확정집계
2025-10-01,N109,운송장비 대여업,126,126,관측체계 내 확정집계
2025-10-01,N110,개인 및 가정용품 대여업,278,278,관측체계 내 확정집계
2025-10-01,N111,산업용 기계 및 장비 대여업,208,208,관측체계 내 확정집계
2025-10-01,P105,일반 교육기관,1998,1998,관측체계 내 확정집계
2025-10-01,P106,기타 교육기관,3248,3248,관측체계 내 확정집계
2025-10-01,P107,교육 지원 서비스업,338,338,관측체계 내 확정집계
2025-10-01,Q101,병원,119,119,관측체계 내 확정집계
2025-10-01,Q102,의원,1699,1699,관측체계 내 확정집계
2025-10-01,Q104,기타 보건업,137,137,관측체계 내 확정집계
2025-10-01,R102,"도서관, 사적지 및 유사 여가관련 서비스업",339,339,관측체계 내 확정집계
2025-10-01,R103,스포츠 서비스업,1396,1396,관측체계 내 확정집계
2025-10-01,R104,유원지 및 기타 오락관련 서비스업,1805,1805,관측체계 내 확정집계
2025-10-01,S201,컴퓨터 및 주변 기기 수리업,263,263,관측체계 내 확정집계
2025-10-01,S202,통신장비 수리업,52,52,관측체계 내 확정집계
2025-10-01,S203,자동차 수리 및 세차업,1713,1713,관측체계 내 확정집계
2025-10-01,S204,모터사이클 수리업,92,92,관측체계 내 확정집계
2025-10-01,S205,가전제품 수리업,421,421,관측체계 내 확정집계
2025-10-01,S206,기타 개인 및 가정용품 수리업,553,553,관측체계 내 확정집계
2025-10-01,S207,이용 및 미용업,5909,5909,관측체계 내 확정집계
2025-10-01,S208,"욕탕, 마사지 및 기타 신체 관리 서비스업",374,374,관측체계 내 확정집계
2025-10-01,S209,세탁업,855,855,관측체계 내 확정집계
2025-10-01,S210,장례식장 및 관련 서비스업,224,224,관측체계 내 확정집계
2025-10-01,S211,기타 개인서비스,120,120,관측체계 내 확정집계
2025-12-01,G202,자동차 부품 및 내장품 소매업,318,318,관측체계 내 확정집계
2025-12-01,G203,모터사이클 및 부품 소매업,64,64,관측체계 내 확정집계
2025-12-01,G204,종합 소매업,3222,3222,관측체계 내 확정집계
2025-12-01,G205,식료품 소매업,2620,2620,관측체계 내 확정집계
2025-12-01,G206,음료 소매업,62,62,관측체계 내 확정집계
2025-12-01,G207,담배 소매업,93,93,관측체계 내 확정집계
2025-12-01,G208,가전제품 및 정보 통신장비 소매업,1237,1237,관측체계 내 확정집계
2025-12-01,G209,"섬유, 의복, 신발 및 가죽제품 소매업",4742,4742,관측체계 내 확정집계
2025-12-01,G210,"철물, 공구, 창호 및 건설자재 소매업",646,646,관측체계 내 확정집계
2025-12-01,G211,가구 소매업,316,316,관측체계 내 확정집계
2025-12-01,G212,기타 생활용품 소매업,586,586,관측체계 내 확정집계
2025-12-01,G213,"문화, 오락 및 여가 용품 소매업",1089,1089,관측체계 내 확정집계
2025-12-01,G214,연료소매업,427,427,관측체계 내 확정집계
2025-12-01,G215,"의약품, 의료용 기구, 화장품 및 방향제 소매업",1866,1866,관측체계 내 확정집계
2025-12-01,G216,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",403,403,관측체계 내 확정집계
2025-12-01,G217,시계 및 귀금속 소매업,332,332,관측체계 내 확정집계
2025-12-01,G218,"예술품, 기념품 및 장식용품 소매업",276,276,관측체계 내 확정집계
2025-12-01,G219,화초 및 식물 소매업,609,609,관측체계 내 확정집계
2025-12-01,G220,애완용 동물 및 관련용품 소매업,352,352,관측체계 내 확정집계
2025-12-01,G221,기타 상품 전문 소매업,502,502,관측체계 내 확정집계
2025-12-01,G222,중고 상품 소매업,337,337,관측체계 내 확정집계
2025-12-01,I101,일반 및 생활 숙박시설 운영업,666,666,관측체계 내 확정집계
2025-12-01,I102,기타 숙박업,52,52,관측체계 내 확정집계
2025-12-01,I201,한식 음식점업,9976,9976,관측체계 내 확정집계
2025-12-01,I202,중식 음식점업,804,804,관측체계 내 확정집계
2025-12-01,I203,일식 음식점업,715,715,관측체계 내 확정집계
2025-12-01,I204,서양식 음식점업,614,614,관측체계 내 확정집계
2025-12-01,I205,동남아시아 음식점업,130,130,관측체계 내 확정집계
2025-12-01,I206,기타 외국식 음식점업,0,0,관측체계 내 확정집계
2025-12-01,I207,구내식당 및 뷔페,203,203,관측체계 내 확정집계
2025-12-01,I210,기타 간이 음식점업,4611,4611,관측체계 내 확정집계
2025-12-01,I211,주점업,2065,2065,관측체계 내 확정집계
2025-12-01,I212,비알코올 음료점업,3685,3685,관측체계 내 확정집계
2025-12-01,L102,부동산관련 서비스업,2867,2867,관측체계 내 확정집계
2025-12-01,M103,법무관련 서비스업,736,736,관측체계 내 확정집계
2025-12-01,M104,회계 및 세무관련 서비스업,354,354,관측체계 내 확정집계
2025-12-01,M105,광고업,1044,1044,관측체계 내 확정집계
2025-12-01,M106,시장 조사 및 여론 조사업,46,46,관측체계 내 확정집계
2025-12-01,M107,회사 본부 및 경영 컨설팅 서비스업,1039,1039,관측체계 내 확정집계
2025-12-01,M109,"건축 기술, 엔지니어링 및 관련 기술 서비스업",1060,1060,관측체계 내 확정집계
2025-12-01,M111,수의업,110,110,관측체계 내 확정집계
2025-12-01,M112,전문 디자인업,1151,1151,관측체계 내 확정집계
2025-12-01,M113,사진 촬영 및 처리업,536,536,관측체계 내 확정집계
2025-12-01,M114,인쇄 및 제품 제작업,633,633,관측체계 내 확정집계
2025-12-01,M115,"그 외 기타 전문, 과학 및 기술 서비스업",187,187,관측체계 내 확정집계
2025-12-01,N101,사업시설 유지ㆍ관리 서비스업,200,200,관측체계 내 확정집계
2025-12-01,N102,건물ㆍ산업설비 청소 및 방제 서비스업,1001,1001,관측체계 내 확정집계
2025-12-01,N103,조경관리 및 유지 서비스업,37,37,관측체계 내 확정집계
2025-12-01,N104,고용 알선 및 인력 공급업,488,488,관측체계 내 확정집계
2025-12-01,N105,여행사 및 기타 여행 보조 서비스업,342,342,관측체계 내 확정집계
2025-12-01,N107,사무 지원 서비스업,134,134,관측체계 내 확정집계
2025-12-01,N108,기타 사업 지원 서비스업,379,379,관측체계 내 확정집계
2025-12-01,N109,운송장비 대여업,127,127,관측체계 내 확정집계
2025-12-01,N110,개인 및 가정용품 대여업,269,269,관측체계 내 확정집계
2025-12-01,N111,산업용 기계 및 장비 대여업,209,209,관측체계 내 확정집계
2025-12-01,P105,일반 교육기관,2022,2022,관측체계 내 확정집계
2025-12-01,P106,기타 교육기관,3197,3197,관측체계 내 확정집계
2025-12-01,P107,교육 지원 서비스업,332,332,관측체계 내 확정집계
2025-12-01,Q101,병원,125,125,관측체계 내 확정집계
2025-12-01,Q102,의원,1701,1701,관측체계 내 확정집계
2025-12-01,Q104,기타 보건업,132,132,관측체계 내 확정집계
2025-12-01,R102,"도서관, 사적지 및 유사 여가관련 서비스업",342,342,관측체계 내 확정집계
2025-12-01,R103,스포츠 서비스업,1440,1440,관측체계 내 확정집계
2025-12-01,R104,유원지 및 기타 오락관련 서비스업,1769,1769,관측체계 내 확정집계
2025-12-01,S201,컴퓨터 및 주변 기기 수리업,256,256,관측체계 내 확정집계
2025-12-01,S202,통신장비 수리업,52,52,관측체계 내 확정집계
2025-12-01,S203,자동차 수리 및 세차업,1717,1717,관측체계 내 확정집계
2025-12-01,S204,모터사이클 수리업,89,89,관측체계 내 확정집계
2025-12-01,S205,가전제품 수리업,414,414,관측체계 내 확정집계
2025-12-01,S206,기타 개인 및 가정용품 수리업,567,567,관측체계 내 확정집계
2025-12-01,S207,이용 및 미용업,5940,5940,관측체계 내 확정집계
2025-12-01,S208,"욕탕, 마사지 및 기타 신체 관리 서비스업",386,386,관측체계 내 확정집계
2025-12-01,S209,세탁업,850,850,관측체계 내 확정집계
2025-12-01,S210,장례식장 및 관련 서비스업,221,221,관측체계 내 확정집계
2025-12-01,S211,기타 개인서비스,125,125,관측체계 내 확정집계
2026-03-01,G202,자동차 부품 및 내장품 소매업,330,330,관측체계 내 확정집계
2026-03-01,G203,모터사이클 및 부품 소매업,63,63,관측체계 내 확정집계
2026-03-01,G204,종합 소매업,3201,3201,관측체계 내 확정집계
2026-03-01,G205,식료품 소매업,2642,2642,관측체계 내 확정집계
2026-03-01,G206,음료 소매업,63,63,관측체계 내 확정집계
2026-03-01,G207,담배 소매업,92,92,관측체계 내 확정집계
2026-03-01,G208,가전제품 및 정보 통신장비 소매업,1215,1215,관측체계 내 확정집계
2026-03-01,G209,"섬유, 의복, 신발 및 가죽제품 소매업",4700,4700,관측체계 내 확정집계
2026-03-01,G210,"철물, 공구, 창호 및 건설자재 소매업",629,629,관측체계 내 확정집계
2026-03-01,G211,가구 소매업,315,315,관측체계 내 확정집계
2026-03-01,G212,기타 생활용품 소매업,586,586,관측체계 내 확정집계
2026-03-01,G213,"문화, 오락 및 여가 용품 소매업",1107,1107,관측체계 내 확정집계
2026-03-01,G214,연료소매업,429,429,관측체계 내 확정집계
2026-03-01,G215,"의약품, 의료용 기구, 화장품 및 방향제 소매업",1890,1890,관측체계 내 확정집계
2026-03-01,G216,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",404,404,관측체계 내 확정집계
2026-03-01,G217,시계 및 귀금속 소매업,326,326,관측체계 내 확정집계
2026-03-01,G218,"예술품, 기념품 및 장식용품 소매업",274,274,관측체계 내 확정집계
2026-03-01,G219,화초 및 식물 소매업,613,613,관측체계 내 확정집계
2026-03-01,G220,애완용 동물 및 관련용품 소매업,366,366,관측체계 내 확정집계
2026-03-01,G221,기타 상품 전문 소매업,606,606,관측체계 내 확정집계
2026-03-01,G222,중고 상품 소매업,333,333,관측체계 내 확정집계
2026-03-01,I101,일반 및 생활 숙박시설 운영업,668,668,관측체계 내 확정집계
2026-03-01,I102,기타 숙박업,51,51,관측체계 내 확정집계
2026-03-01,I201,한식 음식점업,10333,10333,관측체계 내 확정집계
2026-03-01,I202,중식 음식점업,837,837,관측체계 내 확정집계
2026-03-01,I203,일식 음식점업,757,757,관측체계 내 확정집계
2026-03-01,I204,서양식 음식점업,652,652,관측체계 내 확정집계
2026-03-01,I205,동남아시아 음식점업,128,128,관측체계 내 확정집계
2026-03-01,I206,기타 외국식 음식점업,0,0,관측체계 내 확정집계
2026-03-01,I207,구내식당 및 뷔페,203,203,관측체계 내 확정집계
2026-03-01,I210,기타 간이 음식점업,4599,4599,관측체계 내 확정집계
2026-03-01,I211,주점업,2009,2009,관측체계 내 확정집계
2026-03-01,I212,비알코올 음료점업,3637,3637,관측체계 내 확정집계
2026-03-01,L102,부동산관련 서비스업,2797,2797,관측체계 내 확정집계
2026-03-01,M103,법무관련 서비스업,731,731,관측체계 내 확정집계
2026-03-01,M104,회계 및 세무관련 서비스업,360,360,관측체계 내 확정집계
2026-03-01,M105,광고업,1034,1034,관측체계 내 확정집계
2026-03-01,M106,시장 조사 및 여론 조사업,45,45,관측체계 내 확정집계
2026-03-01,M107,회사 본부 및 경영 컨설팅 서비스업,1018,1018,관측체계 내 확정집계
2026-03-01,M109,"건축 기술, 엔지니어링 및 관련 기술 서비스업",1055,1055,관측체계 내 확정집계
2026-03-01,M111,수의업,111,111,관측체계 내 확정집계
2026-03-01,M112,전문 디자인업,1120,1120,관측체계 내 확정집계
2026-03-01,M113,사진 촬영 및 처리업,534,534,관측체계 내 확정집계
2026-03-01,M114,인쇄 및 제품 제작업,628,628,관측체계 내 확정집계
2026-03-01,M115,"그 외 기타 전문, 과학 및 기술 서비스업",206,206,관측체계 내 확정집계
2026-03-01,N101,사업시설 유지ㆍ관리 서비스업,195,195,관측체계 내 확정집계
2026-03-01,N102,건물ㆍ산업설비 청소 및 방제 서비스업,976,976,관측체계 내 확정집계
2026-03-01,N103,조경관리 및 유지 서비스업,36,36,관측체계 내 확정집계
2026-03-01,N104,고용 알선 및 인력 공급업,473,473,관측체계 내 확정집계
2026-03-01,N105,여행사 및 기타 여행 보조 서비스업,339,339,관측체계 내 확정집계
2026-03-01,N107,사무 지원 서비스업,132,132,관측체계 내 확정집계
2026-03-01,N108,기타 사업 지원 서비스업,371,371,관측체계 내 확정집계
2026-03-01,N109,운송장비 대여업,130,130,관측체계 내 확정집계
2026-03-01,N110,개인 및 가정용품 대여업,259,259,관측체계 내 확정집계
2026-03-01,N111,산업용 기계 및 장비 대여업,208,208,관측체계 내 확정집계
2026-03-01,P105,일반 교육기관,2065,2065,관측체계 내 확정집계
2026-03-01,P106,기타 교육기관,3151,3151,관측체계 내 확정집계
2026-03-01,P107,교육 지원 서비스업,326,326,관측체계 내 확정집계
2026-03-01,Q101,병원,133,133,관측체계 내 확정집계
2026-03-01,Q102,의원,1703,1703,관측체계 내 확정집계
2026-03-01,Q104,기타 보건업,131,131,관측체계 내 확정집계
2026-03-01,R102,"도서관, 사적지 및 유사 여가관련 서비스업",345,345,관측체계 내 확정집계
2026-03-01,R103,스포츠 서비스업,1484,1484,관측체계 내 확정집계
2026-03-01,R104,유원지 및 기타 오락관련 서비스업,1762,1762,관측체계 내 확정집계
2026-03-01,S201,컴퓨터 및 주변 기기 수리업,252,252,관측체계 내 확정집계
2026-03-01,S202,통신장비 수리업,52,52,관측체계 내 확정집계
2026-03-01,S203,자동차 수리 및 세차업,1732,1732,관측체계 내 확정집계
2026-03-01,S204,모터사이클 수리업,89,89,관측체계 내 확정집계
2026-03-01,S205,가전제품 수리업,403,403,관측체계 내 확정집계
2026-03-01,S206,기타 개인 및 가정용품 수리업,566,566,관측체계 내 확정집계
2026-03-01,S207,이용 및 미용업,6011,6011,관측체계 내 확정집계
2026-03-01,S208,"욕탕, 마사지 및 기타 신체 관리 서비스업",387,387,관측체계 내 확정집계
2026-03-01,S209,세탁업,851,851,관측체계 내 확정집계
2026-03-01,S210,장례식장 및 관련 서비스업,219,219,관측체계 내 확정집계
2026-03-01,S211,기타 개인서비스,129,129,관측체계 내 확정집계
2026-06-01,G202,자동차 부품 및 내장품 소매업,321,321,관측체계 내 확정집계
2026-06-01,G203,모터사이클 및 부품 소매업,65,65,관측체계 내 확정집계
2026-06-01,G204,종합 소매업,3357,3357,관측체계 내 확정집계
2026-06-01,G205,식료품 소매업,2573,2573,관측체계 내 확정집계
2026-06-01,G206,음료 소매업,62,62,관측체계 내 확정집계
2026-06-01,G207,담배 소매업,103,103,관측체계 내 확정집계
2026-06-01,G208,가전제품 및 정보 통신장비 소매업,1300,1300,관측체계 내 확정집계
2026-06-01,G209,"섬유, 의복, 신발 및 가죽제품 소매업",4755,4755,관측체계 내 확정집계
2026-06-01,G210,"철물, 공구, 창호 및 건설자재 소매업",669,669,관측체계 내 확정집계
2026-06-01,G211,가구 소매업,306,306,관측체계 내 확정집계
2026-06-01,G212,기타 생활용품 소매업,581,581,관측체계 내 확정집계
2026-06-01,G213,"문화, 오락 및 여가 용품 소매업",1071,1071,관측체계 내 확정집계
2026-06-01,G214,연료소매업,420,420,관측체계 내 확정집계
2026-06-01,G215,"의약품, 의료용 기구, 화장품 및 방향제 소매업",1935,1935,관측체계 내 확정집계
2026-06-01,G216,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",409,409,관측체계 내 확정집계
2026-06-01,G217,시계 및 귀금속 소매업,340,340,관측체계 내 확정집계
2026-06-01,G218,"예술품, 기념품 및 장식용품 소매업",306,306,관측체계 내 확정집계
2026-06-01,G219,화초 및 식물 소매업,594,594,관측체계 내 확정집계
2026-06-01,G220,애완용 동물 및 관련용품 소매업,353,353,관측체계 내 확정집계
